id		smiles	status	exp values
478		O=C([O-])c1c(c(NC(=O)C)c(c(C(=O)NC)c1I)I)I	Test	0.9899
479		O=C2NC(=N)Nc1c2(ncn1COC(CO)CO)	Test	0.995
480		O=S(=O)(OCCCCOS(=O)(=O)C)C	Test	1
481		O=C1NC(=N)C=CN1C2OC(CO)C(O)C2(F)(F)	Test	1
482		O=C(NN)c1ccncc1	Test	1
483		O=[N+]([O-])OC1COC2C(O)COC12	Test	1
484		O=C(O)c1c(c(NC(=O)C)c(c(c1I)N(C(=O)C)C)I)I	Test	1
485		O=C1NC=C(F)C(=N)N1	Test	1
486		ON=C(O)N	Test	1
487		O=C(O)C(NC(C(=O)N1CCCC1(C(=O)O))CCCCN)CCc2ccccc2	Test	1
488		N=C(N=C(N)N(C)C)N	Test	1
489		OC3C(OC1OC(=CCC1(N))CN)C(N)CC(NCC)C3(OC2OCC(O)(C)C(NC)C2(O))	Test	1
