ID	CAS	SMILES VEGA	Status	Exp. endpoint
519	033125-97-2	O=C(OCC)c1cncn1C(c2ccccc2)C	Training	0.6628
520	033284-50-3	c1ccc(cc1)c2ccc(cc2Cl)Cl	Training	1.5792
521	033284-54-7	c1ccc(cc1)c2c(c(cc(c2Cl)Cl)Cl)Cl	Training	3.0052
522	033342-05-1	O=C(NC1CCCCC1)NS(=O)(=O)c2ccc(cc2)CCN4C(=O)c3cc(OC)ccc3C(C4(=O))(C)C	Training	0.9031
523	033419-42-0	O=C5OCC6C(OC1OC2COC(OC2(C(O)C1(O)))C)c3cc7OCOc7(cc3C(c4cc(OC)c(O)c(OC)c4)C56)	Training	0.7559
524	033570-04-6	O=C1OC2CC(O)(C(C)(C)C)C34(C(=O)C(O)OC4(OC(=O)C23(C1)))	Training	0.5052
525	033671-46-4	O=C2N(c1c(cc(CC)s1)C(=NC2)c3ccccc3Cl)C	Training	0.6021
526	033817-20-8	O=C(OCOC(=O)C(C)(C)C)C3N2C(=O)C(NC(=O)C(N)c1ccccc1)C2SC3(C)(C)	Training	0
527	034444-01-4	O=C(O)C4=C(CSc1nnnn1C)CSC3N4(C(=O)C3(NC(=O)C(O)c2ccccc2))	Training	-0.1249
528	034580-14-8	O=C2C=C1C=CC=CC1=C(c3ccsc23)C4CCN(C)CC4	Training	1.3222
529	034597-40-5	O=C(O)C(c2cccc(Oc1ccccc1)c2)C	Training	0.4771
530	034661-75-1	O=C3C=C(NCCCN2CCN(c1ccccc1(OC))CC2)N(C(=O)N3C)C	Training	0.5441
531	034787-01-4	O=C(O)C(C(=O)NC2C(=O)N1C(C(=O)O)C(C)(C)SC12)c3ccsc3	Training	0
532	034834-67-8	O=C2N(C)C(c1cnccc1)CC2(O)	Training	0.7709
533	034841-39-9	O=C(c1cccc(c1)Cl)C(NC(C)(C)C)C	Training	1.3802
534	034883-39-1	c1ccc(cc1)c2cc(ccc2Cl)Cl	Training	1.5792
535	034883-41-5	c1ccc(cc1)c2cc(cc(c2)Cl)Cl	Training	1.0792
536	034883-43-7	c1ccc(c(c1)c2ccc(cc2)Cl)Cl	Training	1.6372
537	035065-27-1	c2c(c1cc(c(cc1Cl)Cl)Cl)c(cc(c2Cl)Cl)Cl	Training	5.1107
538	035065-28-2	c1cc(c(c(c1c2cc(c(cc2Cl)Cl)Cl)Cl)Cl)Cl	Training	4.9281
539	035065-29-3	c2c(c1cc(c(c(c1Cl)Cl)Cl)Cl)c(cc(c2Cl)Cl)Cl	Training	5.6547
540	035065-30-6	c1cc(c(c(c1c2cc(c(c(c2Cl)Cl)Cl)Cl)Cl)Cl)Cl	Training	5.356
541	035189-28-7	O=NC1CC3=C(CC1)C4CCC2(CC)(C(CCC2(C#C)(OC(=O)C))C4(CC3))	Training	1.3222
542	035607-66-0	O=C(OCC3=C(C(=O)O)N2C(=O)C(OC)(NC(=O)Cc1cccs1)C2SC3)N	Training	-0.0915
543	035693-92-6	c1ccc(cc1)c2c(cc(cc2Cl)Cl)Cl	Training	1.8802
544	035693-99-3	c1cc(c(cc1Cl)c2cc(ccc2Cl)Cl)Cl	Training	3.6639
545	035694-06-5	c1cc(cc(c1c2cc(c(c(c2Cl)Cl)Cl)Cl)Cl)Cl	Training	5.4031
546	035795-16-5	O=C(OCC(O)(C)C)N3CCN(c1nc(N)c2cc(OC)c(OC)c(OC)c2(n1))CC3	Training	0.4914
547	035822-46-9	O1c3cc(c(c(c3(Oc2c1c(c(c(c2Cl)Cl)Cl)Cl))Cl)Cl)Cl	Training	4.5955
548	036505-84-7	O=C1N(C(=O)CC2(C1)(CCCC2))CCCCN4CCN(c3ncccn3)CC4	Training	0.3979
549	036507-48-9	OC(COc1ccccc1C2CCCC2)CNC(C)(C)C	Training	1.3802
550	036559-22-5	c2cc(c1ccc(cc1Cl)Cl)c(c(c2)Cl)Cl	Training	3.2519
551	036735-22-5	Fc1ccccc1C2=NCC(N(c3ccc(cc23)Cl)CC(F)(F)F)=S	Training	1.5911
552	036791-04-5	O=C(N)c1ncn(n1)C2OC(CO)C(O)C2(O)	Training	1.6532
553	037091-66-0	O=C(O)C4N3C(=O)C(NC(=O)C(NC(=O)N1C(=O)NCC1)c2ccccc2)C3SC4(C)(C)	Training	0.0792
554	037115-32-5	n1nc(n2c4ccc(cc4(C(=NCc12)c3ccccc3))Cl)CN(C)C	Training	0.3222
555	037148-27-9	OC(c1cc(c(N)c(c1)Cl)Cl)CNC(C)(C)C	Training	1.574
556	037300-21-3	O=S(=O)(O)OC2C(O)OCC(OC1OCC(O)C(OS(=O)(=O)O)C1(OS(=O)(=O)O))C2(OS(=O)(=O)O)	Training	0.6812
557	037517-30-9	O=C(Nc1ccc(OCC(O)CNC(C)C)c(c1)C(=O)C)CCC	Training	0.5441
558	037680-65-2	c1ccc(c(c1)c2cc(ccc2Cl)Cl)Cl	Training	2.4823
559	037680-66-3	c1ccc(c(c1)c2ccc(cc2Cl)Cl)Cl	Training	2.1813
560	037680-68-5	c1ccc(c(c1)c2cc(cc(c2)Cl)Cl)Cl	Training	2.0351
561	037680-69-6	c1cc(cc(c1)Cl)c2ccc(c(c2)Cl)Cl	Training	1.758
562	037680-73-2	c1cc(c(cc1Cl)c2cc(c(cc2Cl)Cl)Cl)Cl	Training	3.4823
563	038103-61-6	O=C(N)c2ccc(OCCNCC(O)COc1ccccc1C)cc2	Training	0.3979
564	038194-50-2	O=C(O)CC=2c3cc(F)ccc3(C(=Cc1ccc(cc1)S(=O)C)C=2C)	Training	0.8921
565	038379-99-6	c1cc(c(cc1Cl)c2c(ccc(c2Cl)Cl)Cl)Cl	Training	3.0052
566	038380-01-7	c1cc(cc(c1c2cc(c(cc2Cl)Cl)Cl)Cl)Cl	Training	4.4823
567	038380-02-8	c1cc(c(c(c1c2cc(ccc2Cl)Cl)Cl)Cl)Cl	Training	3.227
568	038380-03-9	c1cc(c(cc1c2c(ccc(c2Cl)Cl)Cl)Cl)Cl	Training	3.1601
569	038380-04-0	c2cc(c(c(c1cc(c(cc1Cl)Cl)Cl)c2Cl)Cl)Cl	Training	3.6372
570	038380-05-1	c1cc(c(c(c1c2c(ccc(c2Cl)Cl)Cl)Cl)Cl)Cl	Training	3.4823
571	038380-07-3	c1cc(c(c(c1c2ccc(c(c2Cl)Cl)Cl)Cl)Cl)Cl	Training	4.5529
572	038380-08-4	c1cc(c(cc1c2cc(c(c(c2Cl)Cl)Cl)Cl)Cl)Cl	Training	5.364
573	038396-39-3	O=C(Nc1c(cccc1C)C)C2N(CCCC)CCCC2	Training	0.4914
574	038411-22-2	c2cc(c(c(c1c(ccc(c1Cl)Cl)Cl)c2Cl)Cl)Cl	Training	2.9382
575	038411-25-5	c2cc(c(c(c1cc(c(c(c1Cl)Cl)Cl)Cl)c2Cl)Cl)Cl	Training	3.4031
576	038444-73-4	c1ccc(c(c1)c2c(cccc2Cl)Cl)Cl	Training	1.7833
577	038444-76-7	c1cc(cc(c1)Cl)c2c(cccc2Cl)Cl	Training	2.2519
578	038444-77-8	c2cc(c(c1ccc(cc1)Cl)c(c2)Cl)Cl	Training	2.7041
579	038444-78-9	c1ccc(c(c1)c2cccc(c2Cl)Cl)Cl	Training	2.7041
580	038444-81-4	c1cc(cc(c1)Cl)c2cc(ccc2Cl)Cl	Training	2.1438
581	038444-85-8	c2cc(c1ccc(cc1)Cl)c(c(c2)Cl)Cl	Training	1.5005
582	038444-86-9	c1ccc(c(c1)c2ccc(c(c2)Cl)Cl)Cl	Training	1.9691
583	038444-87-0	c1cc(cc(c1)Cl)c2cc(cc(c2)Cl)Cl	Training	1.7747
584	038444-88-1	c1cc(ccc1c2cc(cc(c2)Cl)Cl)Cl	Training	1.7799
585	038444-90-5	c1cc(ccc1c2ccc(c(c2)Cl)Cl)Cl	Training	1.7799
586	038444-93-8	c2cc(c1cccc(c1Cl)Cl)c(c(c2)Cl)Cl	Training	2.9638
587	038677-94-0	O=C(OCC)C2(c1ccccc1)(C(=CCCC2)NC)	Training	0.6435
588	038821-53-3	O=C(O)C3=C(C)CSC2N3(C(=O)C2(NC(=O)C(N)C=1C=CCCC=1))	Training	-0.0706
589	039001-02-0	o1c3c(c2c1c(c(c(c2Cl)Cl)Cl)Cl)c(c(c(c3Cl)Cl)Cl)Cl	Training	4.1767
590	039227-28-6	O1c3cc(c(cc3(Oc2c1c(c(c(c2Cl)Cl)Cl)Cl))Cl)Cl	Training	4.9337
591	039485-83-1	c1cc(cc(c1c2c(cc(cc2Cl)Cl)Cl)Cl)Cl	Training	3.7833
592	039562-70-4	O=C(OCC)c2c(nc(c(c2(c1cccc(c1)[N+](=O)[O-]))C(O)OC)C)C	Training	0.9138
593	039635-31-9	c1c(cc(c(c1Cl)Cl)Cl)c2cc(c(c(c2Cl)Cl)Cl)Cl	Training	5.393
594	039715-02-1	O=C(c1ccccc1)N3Cc2cc(nnc2CC3)NN	Training	0.7482
595	040186-70-7	c2c(c1c(cc(c(c1Cl)Cl)Cl)Cl)c(c(cc2Cl)Cl)Cl	Training	4.6372
596	040186-71-8	c2c(c(c1c(c(cc(c1Cl)Cl)Cl)Cl)c(c(c2Cl)Cl)Cl)Cl	Training	4.8802
597	040186-72-9	c2c(c1c(c(c(c(c1Cl)Cl)Cl)Cl)Cl)c(c(c(c2Cl)Cl)Cl)Cl	Training	5.6694
598	040321-76-4	O1c3cc(c(cc3(Oc2c1cc(c(c2Cl)Cl)Cl))Cl)Cl	Training	4.8766
599	040828-46-4	O=C(O)C(c1ccc(cc1)C(=O)c2cccs2)C	Training	0.3222
600	041318-75-6	O(c1ccc(cc1)Br)c2ccc(cc2Br)Br	Training	4.4216
601	041340-25-4	O=C(O)CC2(OCCc1c3cccc(c3([nH]c12))CC)CC	Training	0.8633
602	041411-63-6	c1cc(ccc1c2c(c(c(c(c2Cl)Cl)Cl)Cl)Cl)Cl	Training	4.9382
603	041411-64-7	c1cc(c(cc1c2c(c(c(c(c2Cl)Cl)Cl)Cl)Cl)Cl)Cl	Training	5.1399
604	041464-39-5	c2cc(c1cc(ccc1Cl)Cl)c(c(c2)Cl)Cl	Training	2.9771
605	041464-40-8	c1cc(cc(c1c2cc(ccc2Cl)Cl)Cl)Cl	Training	3.0199
606	041464-41-9	c2cc(c(c1cc(ccc1Cl)Cl)c(c2)Cl)Cl	Training	2.4823
607	041464-43-1	c2cc(c1ccc(c(c1)Cl)Cl)c(c(c2)Cl)Cl	Training	2.0673
608	041464-46-4	c2cc(c(c1ccc(c(c1)Cl)Cl)c(c2)Cl)Cl	Training	2.9382
609	041464-47-5	c2cc(c1c(cccc1Cl)Cl)c(c(c2)Cl)Cl	Training	2.4823
610	041464-51-1	c2cc(c1cc(c(cc1Cl)Cl)Cl)c(c(c2)Cl)Cl	Training	3.7833
611	041708-72-9	O=C(Nc1c(cccc1C)C)C(N)C	Training	1.0792
612	041744-40-5	O=C(O)C3N2C(=O)C(NC(=O)C(c1ccccc1)S(=O)(=O)O)C2SC3(C)(C)	Training	0.0792
613	041859-67-0	O=C(O)C(Oc1ccc(cc1)CCNC(=O)c2ccc(cc2)Cl)(C)C	Training	0.301
614	041952-52-7	O=C(O)C4=C(CSc1nnc(C)s1)CSC3N4(C(=O)C3(NC(=O)C(O)c2ccccc2))	Training	0
615	042200-33-9	OC(COc1cccc2c1CC(O)C(O)C2)CNC(C)(C)C	Training	0.9638
616	042228-92-2	O=C(O)C(N)C1ON=C(C1)Cl	Training	0.9956
617	042399-41-7	O=C(OC3C(=O)N(c1ccccc1SC3(c2ccc(OC)cc2))CCN(C)C)C	Training	0.7482
618	042408-82-2	Oc1ccc3c(c1)C45(CCN(CC2CCC2)C(C3)C5(O)(CCCC4))	Training	0.6812
619	042740-50-1	c2c(c1c(cc(c(c1Cl)Cl)Cl)Cl)c(c(c(c2Cl)Cl)Cl)Cl	Training	5.0052
620	043200-80-2	O=C(OC2=C3NC=CN=C3(C(=O)N2(c1ncc(cc1)Cl)))N4CCN(C)CC4	Training	0.716
621	046817-91-8	O(c2ccccc2(OCC1NCCOC1))CC	Training	0.6128
622	047141-42-4	O=C2c1cccc(OCC(O)CNC(C)(C)C)c1CCC2	Training	0.7782
623	049562-28-9	O=C(c1ccc(OC(C(=O)OC(C)C)(C)C)cc1)c2ccc(cc2)Cl	Training	1.301
624	050370-12-2	O=C(O)C3=C(C)CSC2N3(C(=O)C2(NC(=O)C(N)c1ccc(O)cc1))	Training	0.0414
625	050679-08-8	OC(c1ccc(cc1)C(C)(C)C)CCCN2CCC(CC2)C(O)(c3ccccc3)c4ccccc4	Training	0.5441
626	051022-71-0	O=C3CCC1C(c2c(O)cc(cc2(OC1(C)(C)))C(C)(C)CCCCCC)C3	Training	0.301
627	051207-31-9	o2c1cc(c(cc1c3cc(c(cc23)Cl)Cl)Cl)Cl	Training	3.6414
628	051264-14-3	O=S(=O)(Nc4ccc(Nc2c3ccccc3(nc1ccccc12))c(OC)c4)C	Training	0.6721
629	051333-22-3	O=C1C=CC4(C(=C1)CCC3C5CC2OC(OC2(C(=O)CO)C5(C)(CC(O)C34))CCC)(C)	Training	0.4472
630	051384-51-1	OC(COc1ccc(cc1)CCOC)CNC(C)C	Training	0.5563
631	051481-65-3	O=C(O)C4N3C(=O)C(NC(=O)C(NC(=O)N1C(=O)N(CC1)S(=O)(=O)C)c2ccccc2)C3SC4(C)(C)	Training	0.0792
632	051627-14-6	O=C(O)C4=C(CSc1nn[nH]c1)CSC3N4(C(=O)C3(NC(=O)C(N)c2ccc(O)cc2))	Training	0.0792
633	051639-49-7	c1cc(cc(c1)Cl)N2CCNCC2	Training	0.6721
634	051908-16-8	c2c(c1cc(c(cc1Cl)Cl)Cl)c(c(cc2Cl)Cl)Cl	Training	5.3684
635	051931-66-9	O=C(OCC)C2(c1ccccc1)(C(=CCCC2)N(C)C)	Training	0.699
636	052128-35-5	n1c(nc2ccc(c(c2(c1N))C)CNc3cc(OC)c(OC)c(OC)c3)N	Training	1.2305
637	052468-60-7	Fc1ccc(cc1)C(c2ccc(F)cc2)N4CCN(CC=Cc3ccccc3)CC4	Training	2.6355
638	052485-79-7	Oc7ccc6c2c7(OC3C1(OC)(CCC4(CC1(C(O)(C)C(C)(C)C))(C(N(CCC234)CC5CC5)C6)))	Training	0.5051
639	052663-58-8	c1cc(ccc1c2c(ccc(c2Cl)Cl)Cl)Cl	Training	2.9382
640	052663-60-2	c2cc(c1c(ccc(c1Cl)Cl)Cl)c(c(c2)Cl)Cl	Training	3.6072
641	052663-61-3	c1cc(c(cc1Cl)c2cc(cc(c2Cl)Cl)Cl)Cl	Training	3.6072
642	052663-62-4	c2cc(c1ccc(c(c1Cl)Cl)Cl)c(c(c2)Cl)Cl	Training	3.2519
643	052663-63-5	c1cc(c(cc1Cl)c2c(c(cc(c2Cl)Cl)Cl)Cl)Cl	Training	3.5281
644	052663-64-6	c2cc(c(c(c1c(c(cc(c1Cl)Cl)Cl)Cl)c2Cl)Cl)Cl	Training	3.4823
645	052663-65-7	c2cc(c(c(c1c(cc(c(c1Cl)Cl)Cl)Cl)c2Cl)Cl)Cl	Training	3.4823
646	052663-66-8	c1cc(c(c(c1c2cc(cc(c2Cl)Cl)Cl)Cl)Cl)Cl	Training	4.7833
647	052663-68-0	c2c(c1c(c(cc(c1Cl)Cl)Cl)Cl)c(cc(c2Cl)Cl)Cl	Training	5.135
648	052663-69-1	c2c(c1c(cc(c(c1Cl)Cl)Cl)Cl)c(cc(c2Cl)Cl)Cl	Training	4.7419
649	052663-70-4	c1cc(c(c(c1c2c(c(cc(c2Cl)Cl)Cl)Cl)Cl)Cl)Cl	Training	4.8802
650	052663-71-5	c1cc(c(c(c1c2c(cc(c(c2Cl)Cl)Cl)Cl)Cl)Cl)Cl	Training	4.9083
651	052663-72-6	c1c(cc(c(c1Cl)Cl)Cl)c2cc(c(cc2Cl)Cl)Cl	Training	5.0198
652	052663-73-7	c2cc(c(c(c1c(c(c(c(c1Cl)Cl)Cl)Cl)Cl)c2Cl)Cl)Cl	Training	3.5792
653	052663-74-8	c2c(c1cc(c(c(c1Cl)Cl)Cl)Cl)c(c(cc2Cl)Cl)Cl	Training	5.8291
654	052663-75-9	c2c(c1c(c(cc(c1Cl)Cl)Cl)Cl)c(c(c(c2Cl)Cl)Cl)Cl	Training	6.3062
655	052663-76-0	c2c(c1c(c(c(c(c1Cl)Cl)Cl)Cl)Cl)c(cc(c2Cl)Cl)Cl	Training	5.4823
656	052663-78-2	c1cc(c(c(c1c2c(c(c(c(c2Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl	Training	5.1399
657	052663-79-3	c2c(c(c1c(c(c(c(c1Cl)Cl)Cl)Cl)Cl)c(c(c2Cl)Cl)Cl)Cl	Training	5.0844
658	052704-70-8	c2cc(c1c(c(cc(c1Cl)Cl)Cl)Cl)c(c(c2)Cl)Cl	Training	3.4823
659	052712-04-6	c1cc(c(cc1Cl)c2cc(c(c(c2Cl)Cl)Cl)Cl)Cl	Training	3.7833
660	052712-05-7	c1cc(c(cc1Cl)c2c(c(c(c(c2Cl)Cl)Cl)Cl)Cl)Cl	Training	3.5281
661	052744-13-5	c2cc(c(c(c1cc(cc(c1Cl)Cl)Cl)c2Cl)Cl)Cl	Training	3.3062
662	053179-11-6	O=C(N(C)C)C(c1ccccc1)(c2ccccc2)CCN4CCC(O)(c3ccc(cc3)Cl)CC4	Training	1.0334
663	053230-10-7	FC(F)(F)c2nc1c(cccc1C(F)(F)F)c(c2)C(O)C3NCCCC3	Training	2.7024
664	053267-01-9	c1ccc(cc1)C4(c2ccccc2)(CC4(C3NC=CN3))	Training	0.8633
665	053583-79-2	O=C(NCC1N(CC)CCC1)c2cc(c(N)cc2(OC))S(=O)(=O)CC	Training	1.0792
666	053648-55-8	Oc1ccc2c(c1)C3(C)(CCCCCC(C2)C3(N))	Training	0.3324
667	053772-83-1	OCCN4CCN(CCC=C2c1ccccc1Sc3ccc(cc23)Cl)CC4	Training	1.301
668	053910-25-1	O=C1c2ncn(c2(NCNC1))C3OC(CO)C(O)C3	Training	0.7559
669	053994-73-3	O=C(O)C3=C(CSC2N3(C(=O)C2(NC(=O)C(N)c1ccccc1)))Cl	Training	-0.1249
670	054024-22-5	C#CC4(O)(CCC3C2C(C1=C(CCCC1)CC2)=C(C)CC34(CC))	Training	1.444
671	054048-10-1	O=C4CC3=C(C2=C(C)CC1(CC)(C(CCC1(O)(C#C))C2CC3))CC4	Training	1.3979
672	054063-53-5	O=C(c1ccccc1(OCC(O)CNCCC))CCc2ccccc2	Training	0.3222
673	054143-55-4	O=C(NCC1NCCCC1)c2cc(OCC(F)(F)F)ccc2(OCC(F)(F)F)	Training	1.0792
674	054340-58-8	Oc1cccc(c1)C2(CN(C)CCCC2)(CC)	Training	0.2304
675	054340-62-4	OC(c2oc1c(cccc1CC)c2)CNC(C)(C)C	Training	0.3617
676	054350-48-0	O=C(OCC)C=C(C=CC=C(C=Cc1c(cc(OC)c(c1C)C)C)C)C	Training	3.4594
677	054739-18-3	FC(F)(F)c1ccc(cc1)C(=NOCCN)CCCCOC	Training	1.1931
678	054910-89-3	FC(F)(F)c2ccc(OC(c1ccccc1)CCNC)cc2	Training	1.6812
679	054965-21-8	O=C(OC)Nc1nc2cc(ccc2([nH]1))SCCC	Training	1
680	055079-83-9	O=C(O)C=C(C=CC=C(C=Cc1c(cc(OC)c(c1C)C)C)C)C	Training	1.6902
681	055096-26-9	Oc6ccc5c2c6(OC1=C(C)CCC3(O)(C(N(CCC123)CC4CC4)C5))	Training	0.9445
682	055142-85-3	c1ccc(c(c1)CN3Cc2ccsc2CC3)Cl	Training	2
683	055215-18-4	c2cc(c1cc(c(c(c1Cl)Cl)Cl)Cl)c(c(c2)Cl)Cl	Training	3.7833
684	055268-74-1	O=C4N2CCc1ccccc1C2CN(C(=O)C3CCCCC3)C4	Training	0.0607
685	055268-75-2	O=C(O)C3=C(COC(=O)N)CSC2N3(C(=O)C2(NC(=O)C(=NOC)c1occc1))	Training	0.0414
686	055673-89-7	o2c1cc(c(c(c1c3c2c(c(c(c3Cl)Cl)Cl)Cl)Cl)Cl)Cl	Training	4.6053
687	055712-37-3	c1cc(cc(c1)Cl)c2ccc(cc2Cl)Cl	Training	2.156
688	055720-44-0	c1ccc(cc1)c2cc(cc(c2Cl)Cl)Cl	Training	2.0351
689	055837-25-7	O=C(c1c(OC)cc(OC)cc1(OC))CCCN2CCCC2	Training	0.5185
690	055837-27-9	O=C(O)c2cc(c(Oc1ccccc1)c(c2)S(=O)(=O)N)N3CCCC3	Training	0.1139
691	055954-61-5	O=C2C=C(O)C=8C(=O)C=1C(=O)C=C(C=6C=1C=5C=8(C2=C3C(=O)C=C(O)C=4C(=O)C7=C(C=5(C3=4))C=6C(C)CC7(O)))CO	Training	1.301
692	055981-09-4	O=C(Oc2ccccc2(C(=O)Nc1ncc([N+](=O)[O-])s1))C	Training	0.5441
693	055985-32-5	O=C(OCCN(C)Cc1ccccc1)c3c(nc(c(c3(c2cccc(c2)[N+](=O)[O-]))C(O)OC)C)C	Training	0.6128
694	056030-54-7	O=C(N(c1ccccc1)C3(COC)(CCN(CCc2cccs2)CC3))CC	Training	1.1461
695	056180-94-0	O=C4C(O)C(O)C(NC1C(O)C(O)C(OC1(C))OC2C(O)C(O)C(OC2(CO))OC3C(O)C(O)C(O)OC3(CO))CC4CO	Training	0.4314
696	056211-40-6	O=C(NC(C)C)NS(=O)(=O)c2cnccc2(Nc1cccc(c1)C)	Training	0.7076
697	056290-94-9	O=C(N)c1cc(ccc1(O))C(O)CNC(C)CCc2ccc3OCOc3(c2)	Training	1.0414
698	056558-16-8	c2cc(c(c1c(cc(cc1Cl)Cl)Cl)c(c2)Cl)Cl	Training	2.1813
699	056558-17-9	c1cc(c(cc1c2c(cc(cc2Cl)Cl)Cl)Cl)Cl	Training	3.0052
700	056775-88-3	n1cccc(c1)C(=CCN(C)C)c2ccc(cc2)Br	Training	0.9243
701	056796-20-4	N#CCSCC(=O)NC3(OC)(C(=O)N2C(C(=O)O)=C(CSc1nnnn1C)CSC23)	Training	0.1761
702	056995-20-1	O=C(OCC)Nc1ccc(nc1(N))NCc2ccc(F)cc2	Training	0.9294
703	057117-31-4	o2c1cc(c(cc1c3cc(c(c(c23)Cl)Cl)Cl)Cl)Cl	Training	4.7076
704	057117-41-6	o2c1cc(c(cc1c3c2cc(c(c3Cl)Cl)Cl)Cl)Cl	Training	4.0262
705	057117-44-9	o2c1cc(c(c(c1c3cc(c(c(c23)Cl)Cl)Cl)Cl)Cl)Cl	Training	4.9418
706	057460-41-0	O=C(Nc1ccc(OCC(O)CNC(C)(C)C)cc1)NC2CCCCC2	Training	1.0414
707	057465-28-8	c1cc(c(cc1c2cc(c(c(c2)Cl)Cl)Cl)Cl)Cl	Training	4.1657
708	057574-09-1	O=C(O)CCCCCCNC3c1ccccc1CCc2ccccc23	Training	-0.1249
709	057653-85-7	O1c3cc(c(c(c3(Oc2cc(c(c(c12)Cl)Cl)Cl))Cl)Cl)Cl	Training	5.3884
710	057801-81-7	n1nc3n(c1C)c2c(cc(Br)s2)C(=NC3)c4ccccc4Cl	Training	0.6812
711	057808-66-9	O=C2Nc1ccccc1N2CCCN5CCC(N4C(=O)Nc3cc(ccc34)Cl)CC5	Training	0.8751
712	058581-89-8	O=C2c1ccccc1C(=NN2C3CCN(C)CCC3)Cc4ccc(cc4)Cl	Training	1.3424
713	058957-92-9	O=C2C5=CC(O)(C(=O)C)CC(OC1OC(C)C(O)C(N)C1)=C5(C(=O)C=3C(=O)C4=C(C(=O)C2=3)CCCC4)	Training	1.2041
714	059080-40-9	c2c(c1cc(c(cc1Br)Br)Br)c(cc(c2Br)Br)Br	Training	4.7554
715	059122-46-2	O=C(OC)CCCCCCC1C(=O)CC(O)C1(C=CCC(O)(C)CCCC)	Training	-0.301
716	059170-23-9	OC(COc1cccc(c1)C)CNCCc2ccc(OC)c(OC)c2	Training	0.2788
717	059291-64-4	c1cc(c(c(c1c2c(cc(cc2Cl)Cl)Cl)Cl)Cl)Cl	Training	3.8802
718	059291-65-5	c1c(cc(c(c1Cl)Cl)Cl)c2c(cc(cc2Cl)Cl)Cl	Training	4.9382
719	059467-70-8	Fc1ccccc1C2=NCc4cnc(n4(c3ccc(cc23)Cl))C	Training	0.4914
720	059729-31-6	O=C(N(c1ccc(cc1)Cl)C2CCN(CC2)C(C)C)Cc3ccccc3	Training	0.8129
721	059729-33-8	N#Cc1ccc3c(c1)COC3(c2ccc(F)cc2)CCCN(C)C	Training	1.5185
722	059933-66-3	O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)F	Training	2.7952
723	060084-10-8	O=C(N)c2nc(C1OC(CO)C(O)C1(O))sc2	Training	0.7709
724	060142-96-3	O=C(O)CC1(CN)(CCCCC1)	Training	0.7243
725	060145-20-2	c2cc(c1cc(cc(c1Cl)Cl)Cl)c(c(c2)Cl)Cl	Training	3.7833
726	060145-21-3	c1cc(c(cc1Cl)c2c(cc(cc2Cl)Cl)Cl)Cl	Training	3.4823
727	060145-22-4	c2c(c1c(cc(cc1Cl)Cl)Cl)c(cc(c2Cl)Cl)Cl	Training	4.4823
728	060166-93-0	O=C(NC(CO)CO)c1c(c(NC(=O)C(O)C)c(c(C(=O)NC(CO)CO)c1I)I)I	Training	0.3222
729	060282-87-3	O=C1CC3=C(CC1)C4CCC2(C(=CCC2(O)(C#C))C4(CC3))(CC)	Training	1
730	060348-60-9	O(c1ccc(cc1Br)Br)c2cc(c(cc2Br)Br)Br	Training	4.1038
731	060628-96-8	n1ccn(c1)C(c2ccccc2)c3ccc(cc3)c4ccccc4	Training	0.1761
732	060643-86-9	O=C(O)CCC(N)C=C	Training	1.0969
733	060719-84-8	O=C1NC=C(C=C1(N))c2ccncc2	Training	0.301
734	060851-34-5	o2c1c(cc(c(c1Cl)Cl)Cl)c3cc(c(c(c23)Cl)Cl)Cl	Training	4.426
735	060925-61-3	O=C(O)C4=C(CSc1nnnn1CC(=O)O)CSC3N4(C(=O)C3(NC(=O)Cc2ccccc2CN))	Training	0.4771
736	061270-58-4	O=C(O)C4=C(CSc1nnnn1CS(=O)(=O)O)CSC3N4(C(=O)C3(NC(=O)C(O)c2ccccc2))	Training	0.6532
737	061477-96-1	O=C(O)C4N3C(=O)C(NC(=O)C(NC(=O)N1C(=O)C(=O)N(CC)CC1)c2ccccc2)C3SC4(C)(C)	Training	-0.0177
738	061622-34-2	O=C(O)C4=C(CSc1nnnn1CCN(C)C)CSC3N4(C(=O)C3(NC(=O)Cc2nc(N)sc2))	Training	0
739	061869-08-7	Fc1ccc(cc1)C4CCNCC4(COc2ccc3OCOc3(c2))	Training	1.1139
740	062571-86-2	O=C(O)C1N(C(=O)C(C)CS)CCC1	Training	0.301
741	062613-82-5	O=C(N)CN1C(=O)CC(O)C1	Training	0.8751
742	062666-20-0	O=C(N)CCCN=C(c1ccc(cc1)Cl)c2cc(F)ccc2(O)	Training	0.6021
743	062796-65-0	c1ccc(c(c1)c2c(cc(cc2Cl)Cl)Cl)Cl	Training	2.0844
744	062893-19-0	O=C(O)C5=C(CSc1nnnn1C)CSC4N5(C(=O)C4(NC(=O)C(NC(=O)N2C(=O)C(=O)N(CC)CC2)c3ccc(O)cc3))	Training	0.2553
745	063527-52-6	O=C(O)C3=C(COC(=O)C)CSC2N3(C(=O)C2(NC(=O)C(=NOC)c1nc(N)sc1))	Training	0.0792
746	063590-64-7	O=C(N3CCN(c1nc(N)c2cc(OC)c(OC)cc2(n1))CC3)C4OCCC4	Training	0.9542
747	063612-50-0	O=C1NC(C(=O)N1c2ccc(c(c2)C(F)(F)F)[N+](=O)[O-])(C)C	Training	1.6862
