ID	CAS	SMILES VEGA	Status	Exp. endpoint
969	119914-60-2	O=C(O)C1=CN(c2cc(c(F)c(c2(C1(=O)))C)N3CCNC(C)C3)C4CC4	Training	1.1761
970	120014-06-4	O=C2c1cc(OC)c(OC)cc1CC2CC4CCN(Cc3ccccc3)CC4	Training	1.8451
971	120054-86-6	O=C(ON3CCC(c1ccccc1)(c2ccccc2)CC3)C=5C(c4cccc(c4)[N+](=O)[O-])=C(C(=O)OC)C(N(C=5C)CCC)C	Training	1.3424
972	120443-16-5	O=C(O)CCSC(c3cccc(C=Cc1nc2cc(ccc2(cc1))Cl)c3)SCCC(=O)N(C)C	Training	0.3617
973	120511-73-1	N#CC(c1cc(cc(c1)C(C#N)(C)C)Cn2ncnc2)(C)C	Training	1.699
974	120924-80-3	O=S(=O)(C)C(C)C(O)(c1ccc(F)cc1(F))Cn2ncnc2	Training	1.6902
975	121032-29-9	OCC3OC(n2cnc1c(nc(nc12)N)OC)C(O)C3(O)	Training	-0.301
976	121679-13-8	O=S(=O)(NC)CCc1ccc2[nH]cc(c2(c1))C3CCN(C)CC3	Training	0.8195
977	122320-73-4	O=C3NC(O)=C(Cc2ccc(OCCN(c1ncccc1)C)cc2)S3	Training	0.5911
978	122647-31-8	O=S(=O)(Nc1ccc(cc1)C(O)CCCN(CC)CCCCCCC)C	Training	0.8451
979	123318-82-1	FC3C(O)C(OC3(n2cnc1c(nc(nc12)Cl)N))CO	Training	0.716
980	123441-03-2	O=C(Oc1cccc(c1)C(N(C)C)C)N(C)CC	Training	0.1461
981	123948-87-8	O=C4OC=C3C(=O)n5cc2C=C1C(=CCC(=O)C1CN(C)C)Nc2c5(C=C3C4(O)CC)	Training	0.3617
982	124937-51-5	Oc1ccc(cc1C(c2ccccc2)CCN(C(C)C)C(C)C)C	Training	0.3802
983	125974-72-3	Oc4ccc3c(ccc2[nH]c1c(cnc(NCCCN(C)C)c1c23)C)c4	Training	1.2788
984	127779-20-8	O=C(N)CC(NC(=O)c1nc2ccccc2(cc1))C(=O)NC(Cc3ccccc3)C(O)CN4CC5CCCCC5(CC4(C(=O)NC(C)(C)C))	Training	1.1139
985	128470-16-6	O=C1C=C(CCC1(=O))C(O)CNCCCCc2ccc(O)cc2	Training	-0.8751
986	129453-61-8	O=S(CCCCCCCCCC3Cc1cc(O)ccc1C2CCC4(C)(C(O)CCC4(C23)))CCCC(F)(F)C(F)(F)F	Training	2.9823
987	129618-40-2	OC3Nc1c(nccc1C)N(c2ncccc23)C4CC4	Training	1.7243
988	129722-12-9	O=C4C=CC3=C(C=C(OCCCCN2CCN(c1cccc(c1Cl)Cl)CC2)CC3)N4	Training	1.8751
989	130209-82-4	O=C(OC(C)C)CCCC=CCC2C(O)CC(O)C2(CCC(O)CCc1ccccc1)	Training	-0.5477
990	130929-57-6	N#CC(C(=O)N(CC)CC)CC1=CC(=O)C(=O)C(=C1)[N+](=O)[O-]	Training	0.3802
991	131918-61-1	OC3C=C(CCC2=C1CCC(C(C=CC(C)C(O)(C)C)C)C1(C)CCC2)CC(O)C3	Training	0.7243
992	132539-06-1	N=2c4ccccc4(Nc1c(cc(C)s1)C=2N3CCN(C)CC3)	Training	1.574
993	132875-61-7	O=C(OC)CCN2CCC(C(=O)OC)(N(c1ccccc1)C(=O)CC)CC2	Training	-0.0969
994	133040-01-4	O=C(O)c1ccc(cc1)Cn2c(cnc2CCCC)C=C(C(=O)O)Cc3cccs3	Training	0.3222
995	133099-04-4	O=C(N)C(c1ccccc1)(c2ccccc2)C5CN(CCc3ccc4OCCc4(c3))CC5	Training	0.5563
996	133163-28-7	O=C(NCC(O)c1cc(OC)ccc1(OC))CN	Training	-0.301
997	134234-12-1	Oc1ccc(cc1)C(O)C(N3CCC(O)(c2ccccc2)CC3)C	Training	0.5682
998	134308-13-7	O=C1C(=O)CC(C=C1[N+](=O)[O-])C(=O)c2ccc(cc2)C	Training	0.0414
999	134523-00-5	O=C(O)CC(O)CC(O)CCn4c(c1ccc(F)cc1)c(c2ccccc2)c(C(=O)Nc3ccccc3)c4C(C)C	Training	1.1461
1000	134678-17-4	O=C1N=C(N)C=CN1C2OC(CO)SC2	Training	0.959
1001	135062-02-1	O=C(O)c1ccc(cc1(OCC))CC(=O)NC(c2ccccc2N3CCCCC3)CC(C)C	Training	-0.0605
1002	135729-61-2	O=C2c1cccc5c1C(CN2C4CN3CCC4(CC3))CCC5	Training	1.5911
1003	136434-34-9	O(c1cccc2ccccc12)C(c3cccs3)CCNC	Training	1.0792
1004	136470-78-5	OCC4CC=C(n2cnc1c(nc(nc12)N)NC3CC3)C4	Training	0
1005	136790-76-6	O=C(O)CCCCCCC2C(=O)CC1OC(O)(CCC12)C(F)(F)CCCC	Training	0.0607
1006	136817-59-9	O=C(c1cc2cc(ccc2([nH]1))NS(=O)(=O)C)N4CCN(c3ncccc3(NC(C)C))CC4	Training	0.7634
1007	137234-62-9	Fc1ccc(c(F)c1)C(O)(Cn2ncnc2)C(c3ncncc3(F))C	Training	0.7482
1008	137862-53-4	O=C(O)C(N(C(=O)CCCC)Cc1ccc(cc1)c3ccccc3(c2nn[nH]n2))C(C)C	Training	0.9777
1009	139110-80-8	O=C(O)C=1OC(C(O)C(O)CO)C(NC(=O)C)C(C=1)NC(=N)N	Training	0.2304
1010	139264-17-8	O=C1OCC(N1)Cc2ccc3[nH]cc(c3(c2))CCN(C)C	Training	0.5563
1011	139481-59-7	O=C(O)c2cccc1nc(OCC)n(c12)Cc3ccc(cc3)c5ccccc5(c4nn[nH]n4)	Training	0.9542
1012	139755-83-2	O=C1N=C(Nc2c(nn(c12)C)CCC)c3cc(ccc3(OCC))S(=O)(=O)N4CCN(C)CC4	Training	0.5911
1013	141505-33-1	N#CC(C#N)NNc1ccc(cc1)C2=NNC(=O)C=C2C	Training	0.0414
1014	142340-99-6	O=C(OCOP(=O)(OCOC(=O)C(C)(C)C)COCCn2cnc1c(ncnc12)N)C(C)(C)C	Training	0.8739
1015	142373-60-2	O=C(O)C(NS(=O)(=O)CCCC)Cc2ccc(OCCCCC1CCNCC1)cc2	Training	0.2041
1016	142387-99-3	O=C(Nc1c(cccc1C)C)CN2CCN(CC2)CC(O)COc3ccccc3(OC)	Training	0.8451
1017	143322-58-1	O=S(=O)(c1ccccc1)CCc2ccc3[nH]cc(c3(c2))CC4N(C)CCC4	Training	0.6232
1018	143443-90-7	O=C(O)CCc1ccccc1CC4C2OC(CC2)C4(c3nc(co3)C(=O)NCCCCC)	Training	1.3424
1019	143491-57-0	O=C1N=C(N)C(F)=CN1C2OC(CO)SC2	Training	1
1020	144034-80-0	n1cnn(c1)Cc2ccc3[nH]cc(c3(c2))CCN(C)C	Training	0.3424
1021	144412-49-7	O=C(O)COC3CCN(C(=O)C(NC(=O)c1ccc(cc1)C(=N)N)Cc2ccc(O)cc2)CC3	Training	0.3222
1022	144598-75-4	O=C1C(=C(N=C2N1CCCC2(O))C)CCN5CCC(c4noc3cc(F)ccc34)CC5	Training	1.3617
1023	144701-48-4	O=C(O)c6ccccc6(c1ccc(cc1)Cn2c3cc(cc(c3(nc2CCC))C)c5nc4ccccc4n5C)	Training	1.301
1024	144980-29-0	O=C2c1ccccc1S(=O)(=O)N2CCCCNCC4Oc3ccccc3CC4	Training	0.0792
1025	145108-58-3	n1c[nH]cc1C(c2cccc(c2C)C)C	Training	0.3424
1026	145158-71-0	N=C(NN=Cc1c[nH]c2ccc(OC)cc12)NCCCCC	Training	1.0414
1027	145599-86-6	O=C(O)CC(O)CC(O)C=Cc2c(nc(c(c2(c1ccc(F)cc1))COC)C(C)C)C(C)C	Training	0.2553
1028	145918-75-8	O=C1N=C(N)C=CN1C2OC(OC2)CO	Training	1.9138
1029	146426-40-6	O=C1C=C(OC2=C1C(=O)CC(=O)C2C3CCN(C)CC3(O))c4ccccc4Cl	Training	0.716
1030	146939-27-7	Oc1cc2cc(c(cc2([nH]1))Cl)CCN5CCN(c3nsc4ccccc34)CC5	Training	0.4914
1031	147059-72-1	O=C(O)C1=CN(c2nc(c(F)cc2(C1(=O)))N3CC4C(N)C4(C3))c5ccc(F)cc5(F)	Training	1.0414
1032	147127-20-6	O=P(O)(O)COC(C)Cn2cnc1c(ncnc12)N	Training	0.7634
1033	147536-97-8	O=S(=O)(Nc2nc(nc(OCCO)c2(Oc1ccccc1(OC)))c3ncccn3)c4ccc(cc4)C(C)(C)C	Training	0.6128
1034	148553-50-8	O=C(O)CC(CN)CC(C)C	Training	0.7782
1035	148717-90-2	O=S(=O)(O)OC(CCC(C)C2CCC3C4C(O)CC1CC(NCCCNCCCCN)CCC1(C)C4(CCC23(C)))C(C)C	Training	0.9777
1036	149647-78-9	O=C(NO)CCCCCCC(=O)Nc1ccccc1	Training	-0.1192
1037	149908-53-2	O=C3N(N=Cc1oc(cc1)c2ccccc2)C=C(O)N3CCCCN4CCN(C)CC4	Training	1.8976
1038	150378-17-9	O=C(NC2c1ccccc1CC2(O))C(Cc3ccccc3)CC(O)CN5CCN(Cc4cnccc4)CC5(C(=O)NC(C)(C)C)	Training	0.2553
1039	151096-09-2	O=C(O)C1=CN(c2c(OC)c(c(F)cc2(C1(=O)))N3CC4NCCCC4(C3))C5CC5	Training	0.9138
1040	151276-95-8	O=C(C=CC=CCCCCCCCCC)NCC(=O)NC1C(O)C(O)C(OC1(C(O)CO))Nc3ncnc2[nH]cnc23	Training	0.1139
1041	151319-34-5	N#Cc3cnn2c3(nccc2(c1cccc(c1)N(C(=O)C)CC))	Training	0.0414
1042	152459-95-5	O=C(Nc1ccc(c(c1)Nc2nccc(n2)c3cnccc3)C)c4ccc(cc4)CN5CCN(C)CC5	Training	1.3424
1043	153259-65-5	N#CC3(c2ccc(OC)c(OC1CCCC1)c2)(CCC(C(=O)O)CC3)	Training	0.8976
1044	153559-49-0	O=C(O)c1ccc(cc1)C(=C)c2cc3c(cc2C)C(C)(C)CCC3(C)C	Training	0.8451
1045	153832-46-3	O=C(O)c1cccc(c1)NC(=O)C2NCC(C2)SC4=C(C(=O)O)N3C(=O)C(C(O)C)C3C4C	Training	0.5798
1046	154323-57-6	O=S(=O)(N1CCCC1)Cc2ccc3[nH]cc(c3(c2))CCN(C)C	Training	0.5315
1047	154361-50-9	O=C1N=C(NC(=O)OCCCCC)C(F)=CN1C2OC(C)C(O)C2(O)	Training	-0.1249
1048	154397-77-0	O=C(O)CN(C(=O)C(NS(=O)(=O)c1ccc2ccccc2(c1))CC(=O)NCC3CN(C(=N)N)CCC3)C4CC4	Training	0.2788
1049	154598-52-4	O=C2OC(C#CC1CC1)(c3cc(ccc3(N2))Cl)C(F)(F)F	Training	1.6812
1050	155206-00-1	O=C(NCC)CCCC=CCC2C(O)CC(O)C2(C=CC(O)CCc1ccccc1)	Training	-0.1249
1051	155213-67-5	O=C(OCc1cncs1)NC(Cc2ccccc2)C(O)CC(NC(=O)C(NC(=O)N(C)Cc3nc(C(C)C)sc3)C(C)C)Cc4ccccc4	Training	0.6021
1052	156053-89-3	O=C(O)CNC(=O)C(Cc1ccccc1)CN3CCC(c2cccc(O)c2)(C)C(C)C3	Training	1.1303
1053	156090-18-5	O=C1c4ccncc4(c2nn(c3ccc(NCCN(C)C)c1c23)CCNCCO)	Training	1.6532
1054	157283-68-6	O=C(OC(C)C)CCCC=CCC2C(O)CC(O)C2(C=CC(O)COc1cccc(c1)C(F)(F)F)	Training	-0.1249
1055	158681-13-1	O=C(NN1CCCCC1)c4nn(c2ccc(cc2Cl)Cl)c(c3ccc(cc3)Cl)c4C	Training	2.4216
1056	158747-02-5	O=C(N)c1ccc2[nH]c3c(c2(c1))CC(NC)CC3	Training	1.3802
1057	158966-92-8	O=C(O)CC1(CC1)CSC(c4cccc(C=Cc2nc3cc(ccc3(cc2))Cl)c4)CCc5ccccc5C(O)(C)C	Training	0.699
1058	159776-70-2	O=C(O)CNC(C(=O)N2CCC2(C(=O)NCc1ccc(cc1)C(=N)N))C3CCCCC3	Training	0.2041
1059	159989-64-7	O=C(NC(CSc1ccccc1)C(O)CN2CC3CCCCC3(CC2(C(=O)NC(C)(C)C)))c4cccc(O)c4C	Training	0.6284
1060	161814-49-9	O=C(OC1COCC1)NC(Cc2ccccc2)C(O)CN(CC(C)C)S(=O)(=O)c3ccc(N)cc3	Training	0.9469
1061	162011-90-7	O=S(=O)(c1ccc(cc1)c3coc(O)c3(c2ccccc2))C	Training	1.2304
1062	163222-33-1	O=C3N(c1ccc(F)cc1)C(c2ccc(O)cc2)C3CCC(O)c4ccc(F)cc4	Training	1.3424
1063	164656-23-9	O=C1C=CC5(C)(C(N1)CCC3C5(CCC4(C)(C(C(=O)Nc2cc(ccc2C(F)(F)F)C(F)(F)F)CCC34)))	Training	2.9243
1064	165800-03-3	O=C1OC(CNC(=O)C)CN1c2ccc(c(F)c2)N3CCOCC3	Training	0.6532
1065	167221-71-8	O=C(OCOC(=O)CCC)c2c(nc(c(c2(c1cccc(c1Cl)Cl))C(O)OC)C)C	Training	-0.5229
1066	169590-42-5	O=S(=O)(N)c1ccc(cc1)n3nc(cc3(c2ccc(cc2)C))C(F)(F)F	Training	1.0414
1067	171228-49-2	O=C1N(N=CN1c2ccc(cc2)N7CCN(c6ccc(OCC5COC(c3ccc(F)cc3(F))(Cn4ncnc4)C5)cc6)CC7)C(CC)C(O)C	Training	1.5441
1068	171596-29-5	O=C3C4=CC=2C(N=C1C=CC=CC1=2)=C(N4(C(O)=CN3C))C6CC=5OCOC=5CC6	Training	1.243
1069	173334-57-1	O=C(N)C(C)(C)CNC(=O)C(CC(O)C(N)CC(Cc1ccc(OC)c(OCCCOC)c1)C(C)C)C(C)C	Training	1.3802
1070	175463-14-6	O=C(O)C1=CN(c2nc(c(F)cc2(C1(=O)))N3CC(NOC)=C(CN)C3)C4CC4	Training	0.8451
1071	176644-21-6	O=C(NC(=N)N)c1cc(c(cc1C)n2cccc2)S(=O)(=O)C	Training	0.3424
1072	179324-69-7	O=C(NC(C(=O)NC(B(O)O)CC(C)C)Cc1ccccc1)c2nccnc2	Training	1.2553
1073	180384-57-0	O=S(=O)(Nc2nc(nc(OCCO)c2(Oc1ccccc1(OC)))c3ccnc(c3)c4nn[nH]n4)c5ncc(cc5)C(C)C	Training	0.5798
1074	181695-72-7	O=S(=O)(N)c1ccc(cc1)c2c(noc2C)c3ccccc3	Training	0.9777
1075	183321-74-6	C#Cc1cccc(c1)Nc3ncnc2cc(OCCOC)c(OCCOC)cc23	Training	1.5587
1076	184475-35-2	Fc1ccc(cc1Cl)Nc4ncnc3cc(OC)c(OCCCN2CCOCC2)cc34	Training	1.4314
1077	187227-45-8	O=C(OCC)C1C=C(OC(CC)CC)C(NC(=O)C)C(N)C1	Training	0.2553
1078	187523-35-9	O=C2Nc1cc(ccc1C2(F)c3cc(ccc3(OC))Cl)C(F)(F)F	Training	1.5682
1079	189084-64-8	O(c1cc(cc(c1)Br)Br)c2c(cc(cc2Br)Br)Br	Training	4.1712
1080	191732-72-6	O=C3NC(=O)C(n1cc2c(N)cccc2(c1(O)))CC3	Training	0.4771
1081	192939-46-1	O=NC(N)c1ccc(cc1)CNC(=O)C3N(C(=O)C(NCC(=O)OCC)C2CCCCC2)CC3	Training	0.6021
1082	194798-83-9	O=P(O)(O)OC(c1ccc(F)cc1(F))(Cn2ncnc2)Cn3ncnc3	Training	0.3222
1083	196597-26-9	O=C(NCCC3c2c(ccc1OCCc12)CC3)CC	Training	0.2553
1084	198904-31-3	O=C(OC)NC(C(=O)NN(Cc1ccc(cc1)c2ncccc2)CC(O)C(NC(=O)C(NC(=O)OC)C(C)(C)C)Cc3ccccc3)C(C)(C)C	Training	0.8451
1085	202409-33-4	O=S(=O)(c1ccc(cc1)c3cc(cnc3(c2cnc(cc2)C))Cl)C	Training	1.415
1086	204697-65-4	O=C1N=C6C=CCCC6(=CN1C5CCN(C(=O)NC(C(=O)NC(C(=O)N3CCN(c2ccncc2)CC3)CCCCN)Cc4cc(c(O)c(c4)Br)Br)CC5)	Training	0.3979
1087	207122-15-4	O(c1cc(c(cc1Br)Br)Br)c2c(cc(cc2Br)Br)Br	Training	4.2604
1088	207122-16-5	O(c1cc(c(cc1Br)Br)Br)c2c(cc(c(c2Br)Br)Br)Br	Training	3.8668
1089	210101-16-9	O=C(Nc1ccc(cc1)C(=O)N3c4ccccc4(c2nc([nH]c2CC3)C))c6ccccc6(c5ccccc5)	Training	0.8261
1090	210245-80-0	O=C(O)CN2C(=O)C(=O)Nc1cc(c(cc12)n3cncc3)[N+](=O)[O-]	Training	-0.1079
1091	219989-84-1	O=C1N=C(CC2OC2(C)(CCCC(C)C(O)C(C(=O)C(C)(C)C(O)C1)C))C(C)Cc3nc(C)sc3	Training	1.2304
1092	220991-20-8	O=C(O)Cc2cc(ccc2(Nc1c(F)cccc1Cl))C	Training	0.6021
1093	222400-20-6	O=C(O)C2=C(C(C)C1N2(C(=O)C1(C(O)C)))SC4CN(C)C(C(=O)N3CCC(NC(=O)CNC(=N)N)C3)C4	Training	0.2304
1094	224785-90-4	O=C1NC(=Nn2c(nc(c12)C)CCC)c3cc(ccc3(OCC))S(=O)(=O)N4CCN(CC)CC4	Training	0.6532
1095	226256-56-0	FC(F)(F)c1cccc(c1)CCCNC(c3cccc2ccccc23)C	Training	1.5441
1096	249296-44-4	n1ccnc2cc3c(cc12)C4CNCC3C4	Training	1.3802
1097	251565-85-2	O=C(O)C(OCC)Cc2ccc(OCCc1ccc(OS(=O)(=O)C)cc1)cc2	Training	1.6532
1098	276680-63-8	O=C5OCc4c(O)n6cc2c(nc1cc(F)c(c3c1c2C(N)CC3)C)c6(cc4C5(O)CC)	Training	0.8261
1099	284461-73-0	O=C(Nc2ccc(Oc1ccnc(c1)C(=O)NC)cc2)Nc3ccc(c(c3)C(F)(F)F)Cl	Training	1.5623
1100	287714-41-4	O=C(O)CC(O)CC(O)C=Cc1c(nc(nc1C(C)C)N(C)S(=O)(=O)C)c2ccc(F)cc2	Training	0.301
1101	302962-49-8	O=C(Nc1c(cccc1Cl)C)c4cnc(Nc2nc(nc(c2)N3CCN(CCO)CC3)C)s4	Training	0.6021
1102	376348-65-1	O=C(NC(c1ccccc1)CCN2C4CCC2CC(n3c(nnc3C(C)C)C)C4)C5CCC(F)(F)CC5	Training	1.2041
1103	486460-32-6	O=C(N2Cc1nnc(n1CC2)C(F)(F)F)CC(N)Cc3cc(F)c(F)cc3(F)	Training	1.0792
1104	557795-19-4	O=C2N=C1C=CC(F)=CC1=C2Cc3[nH]c(c(C(=O)NCCN(CC)CC)c3C)C	Training	1.699
1105	608137-32-2	O=C(NC(C)Cc1ccccc1)C(N)CCCCN	Training	0
