No.	CAS	SMILES VEGA	Status	Exp MOA
1	2028-63-9	C#CC(O)C	Training	5
2	7383-19-9	C#CC(O)CCCC	Training	5
3	818-72-4	C#CC(O)CCCCC	Training	5
4	2117-11-5	C#CCC(O)C	Training	5
5	927-74-2	C#CCCO	Training	5
6	107-19-7	C#CCO	Training	5
7	598-16-3	C(=C(Br)Br)Br	Training	3
8	127-18-4	C(=C(Cl)Cl)(Cl)Cl	Test	3
9	79-01-6	C(=C(Cl)Cl)Cl	Training	3
10	542-75-6	C(=CCl)CCl	Training	5
11	556-61-6	C(=NC)=S	Training	5
12	57-06-7	C(=NCC=C)=S	Training	5
13	87-68-3	C(C(=C(Cl)Cl)Cl)(=C(Cl)Cl)Cl	Training	5
14	96-18-4	C(C(CCl)Cl)Cl	Training	3
15	67-72-1	C(C(Cl)(Cl)Cl)(Cl)(Cl)Cl	Test	3
16	76-01-7	C(C(Cl)(Cl)Cl)(Cl)Cl	Training	3
17	79-34-5	C(C(Cl)Cl)(Cl)Cl	Training	3
18	79-00-5	C(C(Cl)Cl)Cl	Training	3
19	109-64-8	C(CBr)CBr	Training	5
20	628-76-2	C(CCCl)CCCl	Training	3
21	110-56-5	C(CCCl)CCl	Test	3
22	142-28-9	C(CCl)CCl	Training	3
23	107-06-2	C(CCl)Cl	Training	3
24	56-23-5	C(Cl)(Cl)(Cl)Cl	Training	3
25	67-66-3	C(Cl)(Cl)Cl	Training	3
26	75-09-2	C(Cl)Cl	Training	3
27	97-74-5	C(N(C)C)(=S)SC(N(C)C)=S	Training	3
30	1715-40-8	C1(=C(C2(C(CC1(C2(Cl)Cl)Cl)CBr)Cl)Cl)Cl	Training	4
31	2550-75-6	C1(=C(C2(C(CCl)C(CCl)C1(C2(Cl)Cl)Cl)Cl)Cl)Cl	Training	4
32	608-73-1	C1(C(C(C(C(C1Cl)Cl)Cl)Cl)Cl)Cl	Training	4
34	2385-85-5	C13(C4(C2(C5(C(C1(C2(Cl)Cl)Cl)(C3(C(C45Cl)(Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl	Training	4
35	76-44-8	C1=CC(C2C1C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl)Cl	Test	4
36	309-00-2	C1=CC2CC1C3C2C4(C(=C(C3(C4(Cl)Cl)Cl)Cl)Cl)Cl	Training	4
37	110-83-8	C1=CCCCC1	Training	3
38	108-85-0	C1CCC(CC1)Br	Training	3
39	3734-49-4	C2(=C(C3(C1C(C(C(C1Cl)Cl)Cl)C2(C3(Cl)Cl)Cl)Cl)Cl)Cl	Test	4
40	57-74-9	C2(=C(C3(C1C(CC(C1Cl)Cl)C2(C3(Cl)Cl)Cl)Cl)Cl)Cl	Test	4
41	14168-01-5	C2(=C(C3(C1CC(CC1C2(C3(Cl)Cl)Cl)Cl)Cl)Cl)Cl	Test	4
42	77-73-6	C2=CC3C1C=CC(C1)C3(C2)	Training	3
43	2227-17-0	C=1(C(=C(C(C=1Cl)(C2(C(=C(C(=C2Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl	Training	4
44	77-47-4	C=1(C(=C(C(C=1Cl)(Cl)Cl)Cl)Cl)Cl	Training	5
45	513-81-5	C=C(C(=C)C)C	Training	5
46	5989-27-5	C=C(C)C1CC=C(C)CC1	Test	3
47	1871-57-4	C=C(CCl)CCl	Training	5
48	760-23-6	C=CC(CCl)Cl	Training	5
49	1647-16-1	C=CCCCCCCC=C	Training	5
50	107-11-9	C=CCN	Training	3
51	622-97-9	C=Cc1ccc(cc1)C	Test	5
52	1746-23-2	C=Cc1ccc(cc1)C(C)(C)C	Training	5
53	100-42-5	C=Cc1ccccc1	Test	5
54	1484-13-5	C=Cn2c3ccccc3(c1ccccc12)	Test	5
55	74-83-9	CBr	Training	3
56	78-87-5	CC(CCl)Cl	Training	3
57	71-55-6	CC(Cl)(Cl)Cl	Test	3
58	106-94-5	CCCBr	Training	3
59	109-65-9	CCCCBr	Training	3
60	111-25-1	CCCCCCBr	Training	3
61	629-04-9	CCCCCCCBr	Training	3
62	111-83-1	CCCCCCCCBr	Test	3
64	629-19-6	CCCSSCCC	Training	5
65	74-87-3	CCl	Training	3
66	76-13-1	FC(F)(C(F)(Cl)Cl)Cl	Training	3
67	374-07-2	FC(F)(F)C(F)(Cl)Cl	Training	3
68	920-66-1	FC(F)(F)C(O)C(F)(F)F	Training	3
69	107713-58-6	FC(F)(F)C(c1ccc(OCC)cc1)COCc3cccc(Oc2ccc(cc2)Cl)c3	Test	4
70	56425-91-3	FC(F)(F)Oc1ccc(cc1)C(O)(c2cncnc2)C(C)C	Training	3
71	328-84-7	FC(F)(F)c1ccc(c(c1)Cl)Cl	Training	3
72	2338-29-6	FC(F)(F)c1nc2c([nH]1)c(c(c(c2Cl)Cl)Cl)Cl	Training	6
73	122431-24-7	FC(F)(F)c1nn(c(OP(OCC)(OCC)=S)c1)c2ccccc2	Training	0
74	68694-11-1	FC(F)(F)c2cc(ccc2(N=C(n1cncc1)COCCC))Cl	Training	3
75	111872-58-3	FC(F)(Oc1ccc(cc1)C(C)(C)COCc3cccc(Oc2ccccc2)c3)Br	Training	4
76	771-60-8	Fc1c(F)c(F)c(N)c(F)c1(F)	Training	6
77	771-61-9	Fc1c(F)c(F)c(O)c(F)c1(F)	Training	6
78	769-39-1	Fc1cc(F)c(F)c(O)c1(F)	Test	6
79	2357-47-3	Fc1ccc(N)cc1C(F)(F)F	Training	3
80	361377-29-9	Fc2c(ncnc2(Oc1ccccc1Cl))Oc4ccccc4(C(=NOC)C3=NOCCO3)	Training	3
81	119544-94-4	Fc2ccc(cc2(Oc1ccccc1))CCCC(c3ccc(cc3)Cl)C4CC4	Test	4
82	105024-66-6	Fc2ccc(cc2(Oc1ccccc1))CCC[Si](c3ccc(OCC)cc3)(C)C	Training	4
83	75-05-8	N#CC	Training	3
84	57966-95-7	N#CC(=NOC)C(=O)NC(=O)NCC	Training	3
85	14816-16-1	N#CC(=NOP(OC)(OC)=S)c1ccccc1	Training	0
86	14816-18-3	N#CC(=NOP(OCC)(OCC)=S)c1ccccc1	Training	0
87	14816-20-7	N#CC(=NOP(OCC)(OCC)=S)c1ccccc1Cl	Test	0
88	10222-01-2	N#CC(C(=O)N)(Br)Br	Training	5
89	3734-95-0	N#CC(NC(=O)CSP(=O)(OCC)OCC)(C)C	Test	0
90	21725-46-2	N#CC(Nc1nc(nc(n1)Cl)NCC)(C)C	Training	3
91	78-97-7	N#CC(O)C	Test	5
92	69409-94-5	N#CC(OC(=O)C(Nc1ccc(cc1Cl)C(F)(F)F)C(C)C)c3cccc(Oc2ccccc2)c3	Training	4
93	160791-64-0	N#CC(OC(=O)C(c1ccc(OC(F)F)cc1)C(C)C)c3cccc(Oc2ccc(cc2)Br)c3	Test	4
94	70124-77-5	N#CC(OC(=O)C(c1ccc(OC(F)F)cc1)C(C)C)c3cccc(Oc2ccccc2)c3	Training	4
95	66827-38-1	N#CC(OC(=O)C(c1ccc(cc1)Cl)C(C)C)c3ccc(Oc2ccccc2)cc3	Training	4
96	65295-49-0	N#CC(OC(=O)C(c1ccc(cc1)Cl)C(C)C)c3cccc(Oc2ccc(cc2)Br)c3	Training	4
97	51630-58-1	N#CC(OC(=O)C(c1ccc(cc1)Cl)C(C)C)c3cccc(Oc2ccccc2)c3	Training	4
98	66841-25-6	N#CC(OC(=O)C1C(C(C(Br)(Br)Br)Br)C1(C)(C))c3cccc(Oc2ccccc2)c3	Test	4
99	66841-26-7	N#CC(OC(=O)C1C(C(C(Cl)(Cl)Br)Br)C1(C)(C))c3cccc(Oc2ccccc2)c3	Training	4
100	39515-41-8	N#CC(OC(=O)C1C(C)(C)C1(C)(C))c3cccc(Oc2ccccc2)c3	Training	4
101	52820-00-5	N#CC(OC(=O)C1C(C=C(Br)Br)C1(C)(C))c3cccc(Oc2ccccc2)c3	Training	4
102	68085-85-8	N#CC(OC(=O)C1C(C=C(C(F)(F)F)Cl)C1(C)(C))c3cccc(Oc2ccccc2)c3	Training	4
103	39515-40-7	N#CC(OC(=O)C1C(C=C(C)C)C1(C)(C))c3cccc(Oc2ccccc2)c3	Training	4
104	79302-84-4	N#CC(OC(=O)C1C(C=C(Cl)Cl)C1(C)(C))C(=CCC)C	Training	4
105	68359-37-5	N#CC(OC(=O)C1C(C=C(Cl)Cl)C1(C)(C))c3ccc(F)c(Oc2ccccc2)c3	Training	4
106	52315-07-8	N#CC(OC(=O)C1C(C=C(Cl)Cl)C1(C)(C))c3cccc(Oc2ccccc2)c3	Training	4
107	68523-18-2	N#CC(OC(=O)C1C(C=C(Cl)Cl)C1(C)(C))c3nc(Oc2ccccc2)ccc3	Training	4
108	101007-06-1	N#CC(OC(=O)C1C(C=CC(=O)OC(C(F)(F)F)C(F)(F)F)C1(C)(C))c3cccc(Oc2ccccc2)c3	Test	4
109	63935-38-6	N#CC(OC(=O)C2(c1ccc(OCC)cc1)(CC2(Cl)Cl))c4cccc(Oc3ccccc3)c4	Training	4
110	69770-45-2	N#CC(OC(=O)C2C(C=C(c1ccc(cc1)Cl)Cl)C2(C)(C))c4ccc(F)c(Oc3ccccc3)c4	Training	4
111	114369-43-6	N#CC(c1ccccc1)(Cn2ncnc2)CCc3ccc(cc3)Cl	Test	3
112	3289-22-3	N#CC2(C#N)(C1C=C(CC1)C2(C(F)(F)F)(C(F)(F)F))	Training	4
113	3347-22-6	N#CC2=C(C#N)SC=1C(=O)c3ccccc3(C(=O)C=1S2)	Training	5
114	15271-41-7	N#CC2CC1CC2(C(=NOC(=O)NC)C1Cl)	Training	0
115	769-28-8	N#CC=1C(=O)NC(=CC=1C)C	Training	3
116	107-13-1	N#CC=C	Training	5
117	107-12-0	N#CCC	Test	3
118	35691-65-7	N#CCCC(C#N)(CBr)Br	Training	5
119	29672-19-3	N#CCCC(C=NOC(=O)NC)(C)C	Training	0
120	2243-27-8	N#CCCCCCCCC	Training	3
121	1656-48-0	N#CCCOCCC#N	Training	3
122	25171-63-5	N#CCCSC(=NOC(=O)NC)C	Training	0
124	140163-89-9	N#CN=C1N(CC)CCN1P(=O)(OCC)SCCC	Training	0
126	6317-18-6	N#CSCSC#N	Training	5
127	21564-17-0	N#CSCSc2nc1ccccc1s2	Training	5
128	1194-65-6	N#Cc1c(cccc1Cl)Cl	Test	3
129	131341-86-1	N#Cc1c[nH]cc1c3cccc2OC(F)(F)Oc23	Training	3
130	1689-84-5	N#Cc1cc(c(O)c(c1)Br)Br	Training	6
131	1689-83-4	N#Cc1cc(c(O)c(c1)I)I	Training	6
132	3861-41-4	N#Cc1cc(c(OC(=O)CCC)c(c1)Br)Br	Training	3
133	3861-47-0	N#Cc1cc(c(OC(=O)CCCCCCC)c(c1)I)I	Training	6
134	2636-26-2	N#Cc1ccc(OP(OC)(OC)=S)cc1	Training	0
135	139968-49-3	N#Cc1ccc(cc1)CC(=NNC(=O)Nc2ccc(OC(F)(F)F)cc2)c3cccc(c3)C(F)(F)F	Training	4
136	100-47-0	N#Cc1ccccc1	Training	3
137	100-70-9	N#Cc1ncccc1	Training	3
138	120068-37-3	N#Cc1nn(c(N)c1S(=O)C(F)(F)F)c2c(cc(cc2Cl)C(F)(F)F)Cl	Training	4
139	181587-01-9	N#Cc1nn(c(N)c1S(=O)CC)c2c(cc(cc2Cl)C(F)(F)F)Cl	Training	4
140	122453-73-0	N#Cc2c(c1ccc(cc1)Cl)n(c(c2Br)C(F)(F)F)COCC	Training	6
141	13067-93-1	N#Cc2ccc(OP(OCC)(c1ccccc1)=S)cc2	Training	0
142	145767-97-1	N#Cc2nn(c(N=Cc1ccc(O)c(OC)c1)c2SC(F)(F)F)c3c(cc(cc3Cl)C(F)(F)F)Cl	Training	4
143	394730-71-3	N#Cc2nn(c(NCc1ncccc1)c2SC(F)F)c3c(cc(cc3Cl)C(F)(F)F)Cl	Training	4
144	315208-17-4	N#Cc2nn(c(NCc1nccnc1)c2SCF)c3c(cc(cc3Cl)C(F)(F)F)Cl	Test	4
145	131860-33-8	N#Cc3ccccc3(Oc2ncnc(Oc1ccccc1C(=COC)C(=O)OC)c2)	Training	3
146	5834-96-8	N(=Nc1ccc(cc1)Cl)c2ccc(OP(OC)(OC)=S)cc2	Training	0
147	108-18-9	N(C(C)C)C(C)C	Training	3
148	112-18-5	N(C)(C)CCCCCCCCCCCC	Training	3
149	91-65-6	N(CC)(CC)C1CCCCC1	Training	3
150	7779-27-3	N1(CN(CN(C1)CC)CC)CC	Test	3
151	458-88-8	N1CCCCC1CCC	Test	2
152	4104-14-7	N=C(NP(Oc1ccc(cc1)Cl)(Oc2ccc(cc2)Cl)=S)C	Training	0
153	102-06-7	N=C(Nc1ccccc1)Nc2ccccc2	Training	3
154	768-94-5	NC23(CC1CC(CC(C1)C2)C3)	Training	3
155	78-90-0	NCC(N)C	Test	3
156	109-73-9	NCCCC	Training	3
157	110-58-7	NCCCCC	Training	3
158	111-26-2	NCCCCCC	Training	3
159	111-86-4	NCCCCCCCC	Training	3
160	112-20-9	NCCCCCCCCC	Training	3
161	112-90-3	NCCCCCCCCC=CCCCCCCCC	Test	3
162	124-22-1	NCCCCCCCCCCCC	Training	3
163	2869-34-3	NCCCCCCCCCCCCC	Training	3
164	109-76-2	NCCCN	Test	3
165	19248-13-6	NCCN(c1cccc(c1)C)CC	Training	3
166	57-14-7	NN(C)C	Training	5
167	60-34-4	NNC	Training	5
168	3481-20-7	Nc1c(c(cc(c1Cl)Cl)Cl)Cl	Training	6
169	24544-04-5	Nc1c(cccc1C(C)C)C(C)C	Training	3
170	636-30-6	Nc1cc(c(cc1Cl)Cl)Cl	Training	3
171	95-80-7	Nc1ccc(c(N)c1)C	Training	3
172	95-76-1	Nc1ccc(c(c1)Cl)Cl	Training	3
173	634-67-3	Nc1ccc(c(c1Cl)Cl)Cl	Test	3
174	106-40-1	Nc1ccc(cc1)Br	Training	3
175	106-49-0	Nc1ccc(cc1)C	Training	3
176	589-16-2	Nc1ccc(cc1)CC	Training	3
177	16245-79-7	Nc1ccc(cc1)CCCCCCCC	Test	3
178	37529-30-9	Nc1ccc(cc1)CCCCCCCCCC	Training	3
179	106-47-8	Nc1ccc(cc1)Cl	Test	3
180	615-65-6	Nc1ccc(cc1Cl)C	Training	3
181	554-00-7	Nc1ccc(cc1Cl)Cl	Training	3
182	91-94-1	Nc1ccc(cc1Cl)c2ccc(N)c(c2)Cl	Training	3
183	62-53-3	Nc1ccccc1	Training	3
184	95-51-2	Nc1ccccc1Cl	Training	3
185	1757-18-2	O(C(=CCl)c1cc(ccc1Cl)Cl)P(OCC)(OCC)=S	Training	0
186	108-20-3	O(C(C)C)C(C)C	Training	3
187	1634-04-4	O(C)C(C)(C)C	Training	3
188	2782-70-9	O(C)P(OC)(=S)SC(c1ccccc1)SP(OC)(OC)=S	Test	0
189	36614-38-7	O(C)P(OC)(=S)SCCSC(C)C	Training	0
190	640-15-3	O(C)P(OC)(=S)SCCSCC	Training	0
191	3735-23-7	O(C)P(OC)(=S)SCSc1cc(ccc1Cl)Cl	Training	0
192	953-17-3	O(C)P(OC)(=S)SCSc1ccc(cc1)Cl	Test	0
193	682-80-4	O(C)P(OC)(OCCSC)=S	Training	0
194	867-27-6	O(C)P(OC)(OCCSCC)=S	Test	0
195	1760-24-3	O(C)[Si](OC)(OC)CCCNCCN	Test	3
196	60-29-7	O(CC)CC	Training	3
197	333-43-7	O(CC)P(CC)(=S)Sc1ccc(cc1)C	Training	0
198	329-21-5	O(CC)P(CC)(=S)Sc1ccc(cc1)C(C)(C)C	Training	0
199	944-22-9	O(CC)P(CC)(=S)Sc1ccccc1	Training	0
200	2524-04-1	O(CC)P(OCC)(=S)Cl	Training	0
201	41219-31-2	O(CC)P(OCC)(=S)SC2c1cc(ccc1SCC2)Cl	Test	0
202	298-04-4	O(CC)P(OCC)(=S)SCCSCC	Test	0
203	24934-91-6	O(CC)P(OCC)(=S)SCCl	Test	0
204	13071-79-9	O(CC)P(OCC)(=S)SCSC(C)(C)C	Training	0
205	298-02-2	O(CC)P(OCC)(=S)SCSCC	Test	0
206	563-12-2	O(CC)P(OCC)(=S)SCSP(OCC)(OCC)=S	Training	0
207	2275-14-1	O(CC)P(OCC)(=S)SCSc1cc(ccc1Cl)Cl	Training	0
208	786-19-6	O(CC)P(OCC)(=S)SCSc1ccc(cc1)Cl	Training	0
209	54593-83-8	O(CC)P(OCC)(OC(C(Cl)(Cl)Cl)Cl)=S	Training	0
210	298-03-3	O(CC)P(OCC)(OCCSCC)=S	Training	0
211	3689-24-5	O(CC)P(OCC)(OP(OCC)(OCC)=S)=S	Training	0
212	3244-90-4	O(CCC)P(OCCC)(OP(OCCC)(OCCC)=S)=S	Training	0
213	142-96-1	O(CCCC)CCCC	Test	3
214	693-65-2	O(CCCCC)CCCCC	Training	3
215	143-29-3	O(COCCOCCOCCCC)CCOCCOCCCC	Training	3
217	2675-77-6	O(c1cc(c(OC)cc1Cl)Cl)C	Test	3
218	2104-96-3	O(c1cc(c(cc1Cl)Br)Cl)P(OC)(OC)=S	Test	0
219	21609-90-5	O(c1cc(c(cc1Cl)Br)Cl)P(OC)(c2ccccc2)=S	Training	0
220	4824-78-6	O(c1cc(c(cc1Cl)Br)Cl)P(OCC)(OCC)=S	Test	0
221	299-84-3	O(c1cc(c(cc1Cl)Cl)Cl)P(OC)(OC)=S	Test	0
222	2633-54-7	O(c1cc(c(cc1Cl)Cl)Cl)P(OC)(OCC)=S	Test	0
223	327-98-0	O(c1cc(c(cc1Cl)Cl)Cl)P(OCC)(CC)=S	Training	0
224	77503-28-7	O(c1cc(c(cc1Cl)Cl)SC)P(OCC)(OCC)=S	Training	0
225	18181-70-9	O(c1cc(c(cc1Cl)I)Cl)P(OC)(OC)=S	Training	0
226	77503-29-8	O(c1cc(c(cc1SC)Cl)Cl)P(OCC)(OCC)=S	Training	0
227	39905-57-2	O(c1ccc(N)cc1)CCCCCC	Test	3
228	150-78-7	O(c1ccc(OC)cc1)C	Training	3
229	55-38-9	O(c1ccc(c(c1)C)SC)P(OC)(OC)=S	Training	0
230	3568-56-7	O(c1ccc(c(c1)C)SC)P(OCC)(NC)=S	Training	0
231	1716-09-2	O(c1ccc(c(c1)C)SC)P(OCC)(OCC)=S	Training	0
232	93-15-2	O(c1ccc(cc1(OC))CC=C)C	Training	3
233	72-43-5	O(c1ccc(cc1)C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)C	Training	4
234	140-67-0	O(c1ccc(cc1)CC=C)C	Training	3
235	35400-43-2	O(c1ccc(cc1)SC)P(OCC)(=S)SCCC	Training	0
236	2703-13-1	O(c1ccc(cc1)SC)P(OCC)(C)=S	Training	0
237	3383-96-8	O(c1ccc(cc1)Sc2ccc(OP(OC)(OC)=S)cc2)P(OC)(OC)=S	Test	0
238	34643-46-4	O(c1ccc(cc1Cl)Cl)P(OCC)(=S)SCCC	Test	0
239	97-17-6	O(c1ccc(cc1Cl)Cl)P(OCC)(OCC)=S	Test	0
240	3792-59-4	O(c1ccc(cc1Cl)Cl)P(OCC)(c2ccccc2)=S	Training	0
241	5673-07-4	O(c1cccc(OC)c1C)C	Training	3
242	1126-79-0	O(c1ccccc1)CCCC	Test	3
243	32345-29-2	O(c1ccccc1)P(OCC)(OCC)=S	Training	0
244	80844-07-1	O(c1ccccc1)c2cccc(c2)COCC(c3ccc(OCC)cc3)(C)C	Training	4
245	101-84-8	O(c1ccccc1)c2ccccc2	Test	3
246	15045-43-9	O1C(C)(C)CCC1(C)C	Training	3
247	297-78-9	O1C(C2C(C1Cl)C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl)Cl	Training	4
248	1024-57-3	O1C2C1C(C3C2C4(C(=C(C3(C4(Cl)Cl)Cl)Cl)Cl)Cl)Cl	Training	4
249	13366-73-9	O1C2C1C3C4C2C5C3C6(C4(C(C5(C6(Cl)Cl)Cl)Cl)Cl)Cl	Training	4
250	60-57-1	O1C2C1C3CC2C4C3C5(C(=C(C4(C5(Cl)Cl)Cl)Cl)Cl)Cl	Training	4
251	27304-13-8	O1C2C3C(C(C12Cl)Cl)C4(C(=C(C3(C4(Cl)Cl)Cl)Cl)Cl)Cl	Training	4
252	58138-08-2	O1CC1(c2cc(cc(c2)Cl)Cl)CC(Cl)(Cl)Cl	Test	5
253	96-09-3	O1CC1c2ccccc2	Training	5
254	70636-86-1	O1CC2(COP1(OC2)=S)C(C)(C)C	Training	4
255	103-34-4	O1CCN(CC1)SSN2CCOCC2	Training	3
256	110-91-8	O1CCNCC1	Training	3
257	78-34-2	O1CCOC(C1SP(OCC)(OCC)=S)SP(OCC)(OCC)=S	Training	0
258	123-91-1	O1CCOCC1	Training	3
259	110-88-3	O1COCOC1	Test	3
260	51-03-6	O1c2cc(c(cc2(OC1))CCC)COCCOCCOCCCC	Training	3
261	7747-35-5	O2CN1COCC1(C2)CC	Test	3
262	3811-49-2	O2c1ccccc1COP2(OC)=S	Test	0
263	13171-21-6	O=C(C(=C(OP(=O)(OC)OC)C)Cl)N(CC)CC	Training	0
264	43121-43-3	O=C(C(Oc1ccc(cc1)Cl)n2ncnc2)C(C)(C)C	Training	3
265	67-64-1	O=C(C)C	Training	3
266	123-54-6	O=C(C)CC(=O)C	Test	5
267	108-10-1	O=C(C)CC(C)C	Test	3
268	123-42-2	O=C(C)CC(O)(C)C	Training	3
269	591-78-6	O=C(C)CCCC	Training	3
270	110-43-0	O=C(C)CCCCC	Training	3
271	111-13-7	O=C(C)CCCCCC	Training	3
272	821-55-6	O=C(C)CCCCCCC	Training	3
273	112-12-9	O=C(C)CCCCCCCCC	Training	3
274	141-66-2	O=C(C=C(OP(=O)(OC)OC)C)N(C)C	Test	0
275	25601-84-7	O=C(C=C(OP(=O)(OC)OC)C)N(OC)C	Training	0
276	919-44-8	O=C(C=C(OP(=O)(OC)OC)C)NC	Training	0
277	69632-93-5	O=C(C=C(OP(=O)(OC)OC)C)NCOC	Training	0
278	110488-70-5	O=C(C=C(c1ccc(cc1)Cl)c2ccc(OC)c(OC)c2)N3CCOCC3	Training	3
281	957-51-7	O=C(N(C)C)C(c1ccccc1)c2ccccc2	Training	3
285	15299-99-7	O=C(N(CC)CC)C(Oc1cccc2ccccc12)C	Test	3
293	51218-45-2	O=C(N(c1c(cccc1CC)C)C(C)COC)CCl	Training	3
294	34256-82-1	O=C(N(c1c(cccc1CC)C)COCC)CCl	Training	3
295	15972-60-8	O=C(N(c1c(cccc1CC)CC)COC)CCl	Training	3
296	23184-66-9	O=C(N(c1c(cccc1CC)CC)COCCCC)CCl	Training	3
297	87674-68-8	O=C(N(c1c(csc1C)C)C(C)COC)CCl	Test	3
298	142459-58-3	O=C(N(c1ccc(F)cc1)C(C)C)COc2nnc(C(F)(F)F)s2	Test	3
300	1918-16-7	O=C(N(c1ccccc1)C(C)C)CCl	Training	3
301	66602-87-7	O=C(N(c1ccccc1)C)CSP(=O)(OCC)NC(C)C	Test	0
302	83733-82-8	O=C(N(c1ccccc1Cl)CSP(OC)(OC)=S)CCC	Training	0
303	39247-96-6	O=C(N(c1nc(OP(OCC)(OCC)=S)cc(n1)C)CC)C	Training	0
304	79-06-1	O=C(N)C=C	Test	5
305	57-13-6	O=C(N)N	Training	3
306	2008-58-4	O=C(N)c1c(cccc1Cl)Cl	Training	3
307	56108-12-4	O=C(N)c1ccc(cc1)C(C)(C)C	Training	3
308	619-80-7	O=C(N)c1ccc(cc1)[N+](=O)[O-]	Training	3
309	22726-00-7	O=C(N)c1cccc(c1)Br	Training	3
310	36791-04-5	O=C(N)c1ncn(n1)C2OC(CO)C(O)C2(O)	Training	5
314	144-41-2	O=C(N1CCOCC1)CSP(OC)(OC)=S	Training	0
315	129909-90-6	O=C(NC(C)(C)C)N1N=C(N(N)C1(=O))C(C)C	Training	3
316	2275-18-5	O=C(NC(C)C)CSP(OCC)(OCC)=S	Training	0
317	36734-19-7	O=C(NC(C)C)N2C(=O)N(c1cc(cc(c1)Cl)Cl)C(=O)C2	Training	3
318	2275-23-2	O=C(NC)C(C)SCCSP(=O)(OC)OC	Training	0
319	1113-02-6	O=C(NC)CSP(=O)(OC)OC	Training	0
320	60-51-5	O=C(NC)CSP(OC)(OC)=S	Test	0
321	34014-18-1	O=C(NC)N(c1nnc(C(C)(C)C)s1)C	Training	3
323	2163-79-3	O=C(NC1CC2CC1C3CCCC23)N(C)C	Test	3
324	116-01-8	O=C(NCC)CSP(OC)(OC)=S	Test	0
326	919-76-6	O=C(NCCOC)CSP(OC)(OC)=S	Training	0
327	37032-15-8	O=C(NCOC)CSP(OC)(OC)=S	Training	0
328	112410-23-8	O=C(NN(C(=O)c1cc(cc(c1)C)C)C(C)(C)C)c2ccc(cc2)CC	Test	5
329	161050-58-4	O=C(NN(C(=O)c1cc(cc(c1)C)C)C(C)(C)C)c2cccc(OC)c2C	Training	5
330	30560-19-1	O=C(NP(=O)(OC)SC)C	Training	0
331	126833-17-8	O=C(Nc1ccc(O)c(c1Cl)Cl)C2(C)(CCCCC2)	Training	3
332	13360-45-7	O=C(Nc1ccc(c(c1)Cl)Br)N(OC)C	Training	3
333	709-98-8	O=C(Nc1ccc(c(c1)Cl)Cl)CC	Test	3
334	330-54-1	O=C(Nc1ccc(c(c1)Cl)Cl)N(C)C	Training	3
335	330-55-2	O=C(Nc1ccc(c(c1)Cl)Cl)N(OC)C	Training	3
336	101-20-2	O=C(Nc1ccc(cc1)Cl)Nc2ccc(c(c2)Cl)Cl	Training	3
337	53558-25-1	O=C(Nc1ccc(cc1)[N+](=O)[O-])NCc2cnccc2	Test	6
338	66332-96-5	O=C(Nc1cccc(OC(C)C)c1)c2ccccc2C(F)(F)F	Training	3
339	2164-17-2	O=C(Nc1cccc(c1)C(F)(F)F)N(C)C	Test	3
340	6491-02-7	O=C(Nc1cccc(c1)Cl)c2cccc(c2(O))[N+](=O)[O-]	Training	3
341	103-84-4	O=C(Nc1ccccc1)C	Training	3
342	5234-68-4	O=C(Nc1ccccc1)C2=C(OCCS2)C	Test	3
343	1982-49-6	O=C(Nc1ccccc1)NC2CCCCC2(C)	Training	3
344	51707-55-2	O=C(Nc1ccccc1)Nc2cnns2	Training	3
345	64902-72-3	O=C(Nc1nc(nc(n1)C)OC)NS(=O)(=O)c2ccccc2Cl	Training	3
346	1982-47-4	O=C(Nc2ccc(Oc1ccc(cc1)Cl)cc2)N(C)C	Training	3
347	64-19-7	O=C(O)C	Training	3
348	5835-26-7	O=C(O)C1(C)(CCCC2(C)(C3C(=CCC12)CC(C=C)(C)CC3))	Training	3
349	113136-77-9	O=C(O)C2(C(=O)Nc1ccc(cc1Cl)Cl)(CC2)	Training	3
350	145-73-3	O=C(O)C2C1OC(CC1)C2(C(=O)O)	Training	3
351	79-09-4	O=C(O)CC	Training	3
352	1596-84-5	O=C(O)CCC(=O)NN(C)C	Training	5
353	112-05-0	O=C(O)CCCCCCCC	Training	3
354	94-81-5	O=C(O)CCCOc1ccc(cc1C)Cl	Training	3
355	94-82-6	O=C(O)CCCOc1ccc(cc1Cl)Cl	Training	3
357	94-74-6	O=C(O)COc1ccc(cc1C)Cl	Test	3
358	94-75-7	O=C(O)COc1ccc(cc1Cl)Cl	Training	3
359	69377-81-7	O=C(O)COc1nc(F)c(c(N)c1Cl)Cl	Training	3
360	55335-06-3	O=C(O)COc1nc(c(cc1Cl)Cl)Cl	Training	3
362	50-30-6	O=C(O)c1c(cccc1Cl)Cl	Training	3
363	84087-01-4	O=C(O)c1c2ncc(cc2(ccc1Cl))Cl	Training	3
364	1918-02-1	O=C(O)c1nc(c(c(N)c1Cl)Cl)Cl	Training	3
365	4684-94-0	O=C(O)c1nc(ccc1)Cl	Training	3
