id 	cas	smiles	status	exp value
472		N#CC4(c1ccc2c(c1)n(nc2CC)C3CCCCC3)(CCC(C(=O)O)CC4)	Training	1
473		O=C(O)c1cccc(c1)CC5COc4ccc(OCc3nc2cc(F)ccc2s3)cc4C5(O)	Training	1
474		O=C1C4=C(C(=O)N1c3cc2c(OCC(=O)N2CC#C)cc3(F))CCCC4	Training	1
475		O=C(O)C=2NN(C(=O)C=2(N=Nc1ccc(cc1)S(=O)(=O)O))c3ccc(cc3)S(=O)(=O)O	Training	1
476		N=C(Nc1ccccc1)Nc2ccccc2	Training	1
477		OC(Cn1ncnc1)(CCc2ccc(cc2)Cl)C(C)(C)C	Training	1
478		O=[N+]([O-])c1ccccc1[N+](=O)[O-]	Training	1
479		O=C(Nc1nccnc1)C(c2ccc(c(c2)Cl)S(=O)(=O)C)CC3CC(=O)CC3	Training	1
480		OCC3OC(n2cnc1c(nc(nc12)Cl)N)CC3(O)	Training	1
481		O=Cc1occc1	Training	1
482		O=C(N)C4(c1cccc(c1)Sc2ccc(cc2)n3ccnc3C)(CCOCC4)	Training	1
483		O1c2ccc(cc2(OC1))CCN5CCCC(OC(c3ccccc3)c4ccccc4)C5	Training	1
484		O=C(O)C(C)Cc1cc(OC)ccc1C5c2nc(ccc2C(c3ccc4OCOc4(c3))C5(C(=O)O))CCCC	Training	1
485		O=C1OC(=NN1c2cc(OC(C)C)c(cc2Cl)Cl)C(C)(C)C	Test	1
486		O=C(NS(=O)(=O)C=Cc1cccs1)c2ccc(F)cc2Br	Test	1
487		O=C(O)C(Cl)Cl	Training	1
488		O=P(OCC(CC)CCCC)(OCC(CC)CCCC)OCC(CC)CCCC	Training	1
489		O=C(NCc1ccc(cc1)C(C)(C)C)c2c(c(nn2C)CC)Cl	Test	1
490		O=C(NC1CCN(CC1)C(C)C)c3cc2cc(ncc2n3CC(=O)Nc4ncc(cc4)Cl)OCCOC	Training	1
491		O=C1C(=C(N)C=NN1c2ccccc2)Cl	Training	1
492		O=C1C(=C(C=NN1c2cccc(c2)C(F)(F)F)NC)Cl	Test	1
493		O=C(O)CCCCCCCC	Training	1
