Id	CAS number	VEGA SMILES	Status	Exp
4454	602-60-8	O=[N+]([O-])c2c3ccccc3(cc1ccccc12)	Training	0
4455	606-37-1	O=[N+]([O-])c2cc1ccccc1c(c2)[N+](=O)[O-]	Training	0
4456	4584-57-0	O=[N+]([O-])c2ccc(C=Cc1ccc(cc1)N(C)C)cc2	Training	0
4457	3709-43-1	O=[N+]([O-])c2ccc(C=Cc1ccc(cc1S(=O)(=O)O)[N+](=O)[O-])c(c2)S(=O)(=O)O	Training	0
4458	51803-78-2	O=[N+]([O-])c2ccc(NS(=O)(=O)C)c(Oc1ccccc1)c2	Training	0
4459	2104-64-5	O=[N+]([O-])c2ccc(OP(OCC)(c1ccccc1)=S)cc2	Training	0
4460	101-63-3	O=[N+]([O-])c2ccc(Oc1ccc(cc1)[N+](=O)[O-])cc2	Training	0
4461	1836-75-5	O=[N+]([O-])c2ccc(Oc1ccc(cc1Cl)Cl)cc2	Training	0
4462	15457-05-3	O=[N+]([O-])c2ccc(Oc1ccc(cc1[N+](=O)[O-])C(F)(F)F)cc2	Training	0
4463	607-57-8	O=[N+]([O-])c2ccc3c1ccccc1Cc3(c2)	Training	0
4464	605-71-0	O=[N+]([O-])c2cccc1c2(cccc1[N+](=O)[O-])	Training	0
4465	602-38-0	O=[N+]([O-])c2cccc1cccc(c12)[N+](=O)[O-]	Training	0
4466	86-57-7	O=[N+]([O-])c2cccc1ccccc12	Training	0
4467	607-35-2	O=[N+]([O-])c2cccc1cccnc12	Training	0
4468	119-75-5	O=[N+]([O-])c2ccccc2(Nc1ccccc1)	Training	0
4469	86-00-0	O=[N+]([O-])c2ccccc2(c1ccccc1)	Training	0
4470	23256-30-6	O=[N+]([O-])c2oc(C=NN1CCS(=O)(=O)CC1C)cc2	Training	0
4471	6373-74-6	O=[N+]([O-])c3ccc(Nc2ccc(Nc1ccccc1)c(c2)S(=O)(=O)O)c(c3)[N+](=O)[O-]	Training	0
4472	602-87-9	O=[N+]([O-])c3ccc2c1c3(cccc1CC2)	Training	0
4473	5522-43-0	O=[N+]([O-])c4ccc1ccc2cccc3ccc4(c1c23)	Training	0
4474	67-56-1	OC	Training	0
4475	NOCAS_49387	OC(=NC(CO)CCCCCCCCCCCCCC)CCCCCCCCCCCCCC	Training	0
4476	142-30-3	OC(C#CC(O)(C)C)(C)C	Training	0
4477	126-86-3	OC(C#CC(O)(C)CC(C)C)(C)CC(C)C	Training	0
4478	968-61-6	OC(C#CCN1CCCC1)(c2ccccc2)c3ccccc3	Training	0
4479	55219-65-3	OC(C(Oc1ccc(cc1)Cl)n2ncnc2)C(C)(C)C	Training	0
4480	57-15-8	OC(C)(C)C(Cl)(Cl)Cl	Training	0
4481	98-55-5	OC(C)(C)C1CC=C(C)CC1	Training	0
4482	80-53-5	OC(C)(C)C1CCC(O)(C)CC1	Training	0
4483	75-85-4	OC(C)(C)CC	Training	0
4484	110-03-2	OC(C)(C)CCC(O)(C)C	Training	0
4485	13254-34-7	OC(C)(C)CCCC(C)C	Training	0
4486	18479-57-7	OC(C)(C)CCCC(C)CC	Training	0
4487	141-92-4	OC(C)(C)CCCC(C)CC(OC)OC	Training	0
4488	18479-58-8	OC(C)(C)CCCC(C=C)C	Training	0
4489	543-15-7	OC(C)(C)CCCC(N)C	Training	0
4490	103-05-9	OC(C)(C)CCc1ccccc1	Training	0
4491	100-86-7	OC(C)(C)Cc1ccccc1	Training	0
4492	18479-51-1	OC(C)(CC)CCC=C(C)C	Training	0
4493	78-69-3	OC(C)(CC)CCCC(C)C	Training	0
4494	515-69-5	OC(C)(CCC=C(C)C)C1CC=C(C)CC1	Training	0
4495	1215-83-4	OC(C)(Cc1ccc(cc1)Cl)C(C)CN(C)C	Training	0
4496	67-63-0	OC(C)C	Training	0
4497	513-85-9	OC(C)C(O)C	Training	0
4498	1193-81-3	OC(C)C1CCCCC1	Training	0
4499	80-92-2	OC(C)C2CCC3C4CCC1CC(O)CCC1(C)C4(CCC23(C))	Training	0
4500	78-92-2	OC(C)CC	Training	0
4501	108-11-2	OC(C)CC(C)C	Training	0
4502	107-41-5	OC(C)CC(O)(C)C	Training	0
4503	625-69-4	OC(C)CC(O)C	Training	0
4504	543-49-7	OC(C)CCCCC	Training	0
4505	123-96-6	OC(C)CCCCCC	Training	0
4506	78-96-6	OC(C)CN	Training	0
4507	53636-17-2	OC(C)CN(C)C	Training	0
4508	122-20-3	OC(C)CN(CC(O)C)CC(O)C	Training	0
4509	67151-63-7	OC(C)CN(CCCN(C)C)CCCN(C)C	Training	0
4510	102-60-3	OC(C)CN(CCN(CC(O)C)CC(O)C)CC(O)C	Training	0
4511	110-97-4	OC(C)CNCC(O)C	Training	0
4512	107-98-2	OC(C)COC	Training	0
4513	57018-52-7	OC(C)COC(C)(C)C	Training	0
4514	29911-27-1	OC(C)COC(C)COCCC	Training	0
4515	29911-28-2	OC(C)COC(C)COCCCC	Training	0
4516	1569-02-4	OC(C)COCC	Training	0
4517	110-98-5	OC(C)COCC(O)C	Training	0
4518	1569-01-3	OC(C)COCCC	Training	0
4519	5131-66-8	OC(C)COCCCC	Training	0
4520	770-35-4	OC(C)COc1ccccc1	Training	0
4521	78-70-6	OC(C=C)(C)CCC=C(C)C	Training	0
4522	10339-55-6	OC(C=C)(C)CCC=C(C)CC	Training	0
4523	3790-78-1	OC(C=C)(C)CCC=C(C)CCC=C(C)C	Training	0
4524	505-32-8	OC(C=C)(C)CCCC(C)CCCC(C)CCCC(C)C	Training	0
4525	3391-86-4	OC(C=C)CCCCC	Training	0
4526	49763-96-4	OC(C=Cc1ccc2OCOc2(c1))C(C)(C)C	Training	0
4527	488-41-5	OC(CBr)C(O)C(O)C(O)CBr	Training	0
4528	108-82-7	OC(CC(C)C)CC(C)C	Training	0
4529	123-17-1	OC(CC(C)C)CC(C)CC(C)C	Training	0
4530	3970-62-5	OC(CC)C(C)(C)C	Training	0
4531	14979-39-6	OC(CC)C(C)CCC	Training	0
4532	96-23-1	OC(CCl)CCl	Training	0
4533	63659-18-7	OC(COc1ccc(cc1)CCOCC2CC2)CNC(C)C	Training	0
4534	42864-78-8	OC(COc1cccc(c1)C)CNCCc2ccc(OC)c(OC)c2	Training	0
4535	13523-86-9	OC(COc1cccc2[nH]ccc12)CNC(C)C	Training	0
4536	42200-33-9	OC(COc1cccc2c1CC(O)C(O)C2)CNC(C)(C)C	Training	0
4537	42879-47-0	OC(COc1cccc2ccccc12)C[N+](C)(C)C(C)C	Training	0
4538	6452-73-9	OC(COc1ccccc1(OCC=C))CNC(C)C	Training	0
4539	13655-52-2	OC(COc1ccccc1CC=C)CNC(C)C	Training	0
4540	116861-00-8	OC(COc1ccccc1n2cccc2)CNC(C)C	Training	0
4541	26839-75-8	OC(COc1nsnc1N2CCOCC2)CNC(C)(C)C	Training	0
4542	3327-22-8	OC(C[N+](C)(C)C)CCl	Training	0
4543	7779-78-4	OC(Cc1ccccc1)CC(C)C	Training	0
4544	302-17-0	OC(O)C(Cl)(Cl)Cl	Training	0
4545	7786-34-7	OC(OC)C=C(OP(O)(OC)OC)C	Training	0
4546	55934-93-5	OC(OCC(OC(OCCCC)CC)C)CC	Training	0
4547	29387-86-8	OC(OCCCC)CC	Training	0
4548	37148-27-9	OC(c1cc(c(N)c(c1)Cl)Cl)CNC(C)(C)C	Training	0
4549	2948-46-1	OC(c1ccc(cc1)C(O)(C)C)(C)C	Training	0
4550	1197-01-9	OC(c1ccc(cc1)C)(C)C	Training	0
4551	94361-06-5	OC(c1ccc(cc1)Cl)(Cn2ncnc2)C(C)C3CC3	Training	0
4552	54-80-8	OC(c1ccc2ccccc2(c1))CNC(C)C	Training	0
4553	617-94-7	OC(c1ccccc1)(C)C	Training	0
4554	1508-76-5	OC(c1ccccc1)(CCN2CCCC2)C3CCCCC3	Training	0
4555	52-49-3	OC(c1ccccc1)(CCN2CCCCC2)C3CCCCC3	Training	0
4556	4310-35-4	OC(c1ccccc1)(CC[N+](CC)(CC)CC)C2CCCCC2	Training	0
4557	115-46-8	OC(c1ccccc1)(c2ccccc2)C3CCNCC3	Training	0
4558	972-02-1	OC(c1ccccc1)(c2ccccc2)CCCN3CCCCC3	Training	0
4559	511-45-5	OC(c1ccccc1)(c2ccccc2)CCN3CCCCC3	Training	0
4560	98-85-1	OC(c1ccccc1)C	Training	0
4561	552-79-4	OC(c1ccccc1)C(N(C)C)C	Training	0
4562	154-41-6	OC(c1ccccc1)C(N)C	Training	0
4563	50-98-6	OC(c1ccccc1)C(NC)C	Training	0
4564	93-54-9	OC(c1ccccc1)CC	Training	0
4565	583-03-9	OC(c1ccccc1)CCCC	Training	0
4566	56776-01-3	OC(c1ccccc1Cl)CNC(C)(C)C	Training	0
4567	6933-90-0	OC(c1ccccc1Cl)CNC(C)C	Training	0
4568	12771-68-5	OC(c1cncnc1)(c2ccc(OC)cc2)C3CC3	Training	0
4569	NOCAS_47267	OC(c1nccc(n1)N3C(C)CN(c2nc(nc(n2)C)C)CC3C)C	Training	0
4570	130-95-0	OC(c2ccnc1ccc(OC)cc12)C3N4CCC(C3)C(C=C)C4	Training	0
4571	118-10-5	OC(c2ccnc1ccccc12)C3N4CCC(C3)C(C=C)C4	Training	0
4572	138-87-4	OC1(C)(CCC(C(=C)C)CC1)	Training	0
4573	55704-78-4	OC1(C)(CSC(O)(C)CS1)	Training	0
4574	562-74-3	OC1(CC=C(C)CC1)C(C)C	Training	0
4575	93413-69-5	OC1(CCCCC1)C(c2ccc(OC)cc2)CN(C)C	Training	0
4576	99-48-9	OC1C(=CCC(C(=C)C)C1)C	Training	0
4577	3010-96-6	OC1C(C)(C)C(O)C1(C)(C)	Training	0
4578	87-89-8	OC1C(O)C(O)C(O)C(O)C1(O)	Training	0
4579	55870-64-9	OC1C(OCC(O)(C)C1(NC))OC3C(O)C(OC2OC(=CCC2(N))CN)C(N)CC3(N)	Training	0
4580	66803-19-8	OC1C(OCC(O)(C)C1(NC))OC3C(O)C(OC2OC(CNC)CCC2(N))C(N)CC3(N)	Training	0
4581	470-99-5	OC1C=C(C)CC(C)(C)C1	Training	0
4582	357-70-0	OC1C=CC24(c3c(OC2(C1))c(OC)ccc3CN(C)CC4)	Training	0
4583	1422-07-7	OC1C=CC5C4N(C)CCC25(c3c(OC12)c(OC)ccc3C4)	Training	0
4584	76-58-4	OC1C=CC5C4N(C)CCC25(c3c(OC12)c(OCC)ccc3C4)	Training	0
4585	14648-14-7	OC1C=CC5C4NCCC25(c3c(OC12)c(OC)ccc3C4)	Training	0
4586	933-48-2	OC1CC(C)CC(C)(C)C1	Training	0
4587	89-79-2	OC1CC(C)CCC1(C(=C)C)	Training	0
4588	1490-04-6	OC1CC(C)CCC1(C(C)C)	Training	0
4589	2403-89-6	OC1CC(N(C)C(C)(C)C1)(C)C	Training	0
4590	2403-88-5	OC1CC(NC(C)(C)C1)(C)C	Training	0
4591	124-76-5	OC1CC2CCC1(C)C2(C)(C)	Training	0
4592	98-52-2	OC1CCC(CC1)C(C)(C)C	Training	0
4593	5349-51-9	OC1CCC(CC1)C(C)(C)CC	Training	0
4594	2433-14-9	OC1CCC(CC1)C2CCCCC2	Training	0
4595	70568-60-4	OC1CCC(CCCC)CC1	Training	0
4596	474-40-8	OC1CCC2(C)(C3C(=CCC2(C1(C)))C4CCC(C(C)CCC(=CC)C(C)C)C4(C)(CC3))	Training	0
4597	795-38-0	OC1CCC5C4N(C)CCC25(c3c(OC12)c(OC)ccc3C4)	Training	0
4598	96-41-3	OC1CCCC1	Training	0
4599	108-93-0	OC1CCCCC1	Training	0
4600	13491-79-7	OC1CCCCC1C(C)(C)C	Training	0
4601	1724-39-6	OC1CCCCCCCCCCC1	Training	0
4602	652-67-5	OC1COC2C(O)COC12	Training	0
4603	58-86-6	OC1OCC(O)C(O)C1(O)	Training	0
4604	4845-50-5	OC1OCCOC1(O)	Training	0
4605	131983-72-7	OC2(C(=Cc1ccc(cc1)Cl)CCC2(C)(C))(Cn3ncnc3)	Training	0
4606	58546-54-6	OC2(C)(Cc4cc(OC)c(OC)c(OC)c4(c1c(OC)c3OCOc3(cc1CC2(C))))	Training	0
4607	92841-65-1	OC2=NC(c1ccccc1)C(N2C)C	Training	0
4608	1632-73-1	OC2C(C)(C)C1CCC2(C)(C1)	Training	0
4609	120-29-6	OC2CC1N(C)C(CC1)C2	Training	0
4610	23828-92-4	OC2CCC(NCc1cc(cc(c1(N))Br)Br)CC2	Training	0
4611	2363-58-8	OC2CCC3C4CCC1CC5C(CC1(C)C4(CCC23(C)))S5	Training	0
4612	1444-64-0	OC2CCCCC2(c1ccccc1)	Training	0
4613	72741-87-8	OC2CN1CCCC(O)C1C2(O)	Training	0
4614	4884-68-8	OC2c1cc3OCOc3(cc1CCN2(C))	Training	0
4615	529-33-9	OC2c1ccccc1CCC2	Training	0
4616	67-96-9	OC3CC(=CC=C1CCCC2(C)(C1CCC2(C(C=CC(C)C(C)C)C)))C(C)CC3	Training	0
4617	83-46-5	OC4CC3=CCC1C(CCC2(C)(C(CCC12)C(C)CCC(CC)C(C)C))C3(C)CC4	Training	0
4618	57-88-5	OC4CC3=CCC1C(CCC2(C)(C(CCC12)C(C)CCCC(C)C))C3(C)CC4	Training	0
4619	2140-46-7	OC4CC3=CCC1C(CCC2(C)(C(CCC12)C(C)CCCC(O)(C)C))C3(C)CC4	Training	0
4620	521-17-5	OC4CC3=CCC1C(CCC2(C)(C(O)CCC12))C3(C)CC4	Training	0
4621	516-92-7	OC4CCC2(C)(C(CCC1C3CCC(C(C)CCCC(C)C)C3(C)(CCC12))C4)	Training	0
4622	1224-92-6	OC4CCC2(C)(C(CCC1C3CCCC3(C)(CCC12))C4)	Training	0
4623	4449-51-8	OC6CC5=CCC4C3C(=C(C)C2(OC1CC(C)CNC1C2(C))(CC3))CC4C5(C)CC6	Training	0
4624	27994-11-2	OC8OC4(OC3CC5(C2=CCC7C(C)(C)C(OC1OCC(O)C(O)C1(O))CCC67(CC26(CCC5(C)(C3C(C)C4))))(C))C9OC89(C)	Training	0
4625	64-17-5	OCC	Training	0
4626	110-65-6	OCC#CCO	Training	0
4627	21285-46-1	OCC(=C(CO)Br)Br	Training	0
4628	101-85-9	OCC(=Cc1ccccc1)CCCCC	Training	0
4629	921-20-0	OCC(C(O)C)C(O)C	Training	0
4630	144-19-4	OCC(C)(C)C(O)C(C)C	Training	0
4631	126-30-7	OCC(C)(C)CO	Training	0
4632	77-85-0	OCC(C)(CO)CO	Training	0
4633	78-83-1	OCC(C)C	Training	0
4634	137-32-6	OCC(C)CC	Training	0
4635	105-30-6	OCC(C)CCC	Training	0
4636	2163-42-0	OCC(C)CO	Training	0
4637	1522-92-5	OCC(CBr)(CBr)CBr	Training	0
4638	96-13-9	OCC(CBr)Br	Training	0
4639	94-96-2	OCC(CC)C(O)CCC	Training	0
4640	97-95-0	OCC(CC)CC	Training	0
4641	104-76-7	OCC(CC)CCCC	Training	0
4642	10042-59-8	OCC(CCC)CCCCC	Training	0
4643	2425-77-6	OCC(CCCCCC)CCCCCCCC	Training	0
4644	5333-42-6	OCC(CCCCCCCC)CCCCCCCCCC	Training	0
4645	616-23-9	OCC(CCl)Cl	Training	0
4646	3296-90-0	OCC(CO)(CBr)CBr	Training	0
4647	115-84-4	OCC(CO)(CC)CCCC	Training	0
4648	77-99-6	OCC(CO)(CO)CC	Training	0
4649	115-77-5	OCC(CO)(CO)CO	Training	0
4650	126-58-9	OCC(CO)(CO)COCC(CO)(CO)CO	Training	0
4651	23235-61-2	OCC(CO)(COCC(CO)(CO)CC)CC	Training	0
4652	2612-29-5	OCC(CO)CC	Training	0
4653	682-09-7	OCC(COCC=C)(COCC=C)CC	Training	0
4654	7005-47-2	OCC(N(C)C)(C)C	Training	0
4655	124-68-5	OCC(N)(C)C	Training	0
4656	115-70-8	OCC(N)(CO)CC	Training	0
4657	77-86-1	OCC(N)(CO)CO	Training	0
4658	15639-50-6	OCC(N)C(O)CCCCCCCCCCCCCCC	Training	0
4659	5856-63-3	OCC(N)CC	Training	0
4660	83480-29-9	OCC(NC1CC(O)(CO)C(O)C(O)C1(O))CO	Training	0
4661	1070-11-7	OCC(NCCNC(CO)CC)CC	Training	0
4662	57-55-6	OCC(O)C	Training	0
4663	6284-40-8	OCC(O)C(O)C(O)C(O)CNC	Training	0
4664	50-70-4	OCC(O)C(O)C(O)C(O)CO	Training	0
4665	64519-82-0	OCC(O)C(O)C(O)C(O)COC1OC(CO)C(O)C(O)C1(O)	Training	0
4666	488-82-4	OCC(O)C(O)C(O)CO	Training	0
4667	585-86-4	OCC(O)C(O)C(OC1OC(CO)C(O)C(O)C1(O))C(O)CO	Training	0
4668	149-32-6	OCC(O)C(O)CO	Training	0
4669	15879-93-3	OCC(O)C2OC1OC(OC1C2(O))C(Cl)(Cl)Cl	Training	0
4670	60414-06-4	OCC(O)C2OC1OC(OC1C2(OCCCN(C)C))(C)C	Training	0
4671	96-24-2	OCC(O)CCl	Training	0
4672	17692-31-8	OCC(O)CN2CCN(c1ccccc1)CC2	Training	0
4673	56-81-5	OCC(O)CO	Training	0
4674	623-39-2	OCC(O)COC	Training	0
4675	123-34-2	OCC(O)COCC=C	Training	0
4676	544-62-7	OCC(O)COCCCCCCCCCCCCCCCCCC	Training	0
4677	104-29-0	OCC(O)COc1ccc(cc1)Cl	Training	0
4678	93-14-1	OCC(O)COc1ccccc1(OC)	Training	0
4679	59-47-2	OCC(O)COc1ccccc1C	Training	0
4680	96-27-5	OCC(O)CS	Training	0
4681	93-56-1	OCC(O)c1ccccc1	Training	0
4682	26159-36-4	OCC(c1ccc2cc(OC)ccc2(c1))C	Training	0
4683	1123-85-9	OCC(c1ccccc1)C	Training	0
4684	5684-90-2	OCC1(CO)(COC(OC1)C(Cl)(Cl)Cl)	Training	0
4685	6228-25-7	OCC1(CO)(COCOC1)	Training	0
4686	5187-23-5	OCC1(COCOC1)CC	Training	0
4687	87-81-0	OCC1(O)(OCC(O)C(O)C1(O))	Training	0
4688	1679-51-2	OCC1CC=CCC1	Training	0
4689	34885-03-5	OCC1CCC(C)CC1	Training	0
4690	105-08-8	OCC1CCC(CO)CC1	Training	0
4691	114651-37-5	OCC1CCC(COC=C)CC1	Training	0
4692	72599-27-0	OCC1N(CCCC)CC(O)C(O)C1(O)	Training	0
4693	57-48-7	OCC1OC(O)(CO)C(O)C1(O)	Training	0
4694	1772-03-8	OCC1OC(O)C(N)C(O)C1(O)	Training	0
4695	50-99-7	OCC1OC(O)C(O)C(O)C1(O)	Training	0
4696	97-30-3	OCC1OC(OC)C(O)C(O)C1(O)	Training	0
4697	29836-26-8	OCC1OC(OCCCCCCCC)C(O)C(O)C1(O)	Training	0
4698	58846-77-8	OCC1OC(OCCCCCCCCCC)C(O)C(O)C1(O)	Training	0
4699	556-52-5	OCC1OC1	Training	0
4700	97-99-4	OCC1OCCC1	Training	0
4701	26896-48-0	OCC2CCC3C1CC(CC1(CO))C23	Training	0
4702	56038-13-2	OCC2OC(OC1(OC(CCl)C(O)C1(O))(CCl))C(O)C(O)C2Cl	Training	0
4703	57-50-1	OCC2OC(OC1(OC(CO)C(O)C1(O))(CO))C(O)C(O)C2(O)	Training	0
4704	NOCAS_46224	OCC2OC(OC1(OC(O)C(O)C1(O))(CO))C(O)C(O)C2(O)	Training	0
4705	63-42-3	OCC2OC(OC1C(O)C(O)C(O)OC1(CO))C(O)C(O)C2(O)	Training	0
4706	4618-18-2	OCC2OC(OC1C(OC(O)(CO)C1(O))CO)C(O)C(O)C2(O)	Training	0
4707	6138-23-4	OCC2OC(OC1OC(CO)C(O)C(O)C1(O))C(O)C(O)C2(O)	Training	0
4708	53797-35-6	OCC3OC(OC2C(O)C(N)CC(N)C2(OC1OC(CN)C(O)C(O)C1(N)))C(O)C3(O)	Training	0
4709	29701-07-3	OCC3OC(OC2C(O)C(OC1OC(CN)C(O)C(O)C1(N))C(N)CC2(N))C(O)C(N)C3(O)	Training	0
4710	32986-56-4	OCC3OC(OC2C(O)C(OC1OC(CN)C(O)CC1(N))C(N)CC2(N))C(O)C(N)C3(O)	Training	0
4711	34493-98-6	OCC3OC(OC2C(O)C(OC1OC(CN)CCC1(N))C(N)CC2(N))C(O)C(N)C3(O)	Training	0
4712	121032-29-9	OCC3OC(n2cnc1c(nc(nc12)N)OC)C(O)C3(O)	Training	0
4713	58-61-7	OCC3OC(n2cnc1c(ncnc12)N)C(O)C3(O)	Training	0
4714	4097-22-7	OCC3OC(n2cnc1c(ncnc12)N)CC3	Training	0
4715	53910-25-1	OCC3OC(n2cnc1c2(N=CNCC1(O)))CC3(O)	Training	0
4716	56180-94-0	OCC4=CC(NC1C(O)C(O)C(OC1(C))OC2C(O)C(O)C(OC2(CO))OC3C(O)C(O)C(O)OC3(CO))C(O)C(O)C4(O)	Training	0
4717	136470-78-5	OCC4C=CC(n2cnc1c(nc(nc12)N)NC3CC3)C4	Training	0
4718	37321-09-8	OCC4OC(OC1OC2CC(N)C(OC2(C(O)C1(NC)))OC3C(O)C(O)C(N)CC3(N))C(O)C(O)C4(N)	Training	0
4719	1405-10-3	OCC4OC(OC2C(O)C(N)CC(N)C2(OC1OC(CN)C(O)C(O)C1(N)))C(O)C4(OC3OC(CN)C(O)C(O)C3(N))	Training	0
4720	1263-89-4	OCC4OC(OC3C(OC2OC(CO)C(OC1OC(CN)C(O)C(O)C1(N))C2(O))C(O)C(N)CC3(N))C(N)C(O)C4(O)	Training	0
4721	23707-33-7	OCC4OC(n2cnc1c(ncnc12)NCc3ccccc3C)C(O)C4(O)	Training	0
4722	10016-20-3	OCC7OC6OC1C(O)C(O)C(OC1(CO))OC2C(O)C(O)C(OC2(CO))OC3C(O)C(O)C(OC3(CO))OC4C(O)C(O)C(OC4(CO))OC5C(O)C(O)C(OC5(CO))OC7(C(O)C6(O))	Training	0
4723	7585-39-9	OCC8OC7OC1C(O)C(O)C(OC1(CO))OC2C(O)C(O)C(OC2(CO))OC3C(O)C(O)C(OC3(CO))OC4C(O)C(O)C(OC4(CO))OC5C(O)C(O)C(OC5(CO))OC6C(O)C(O)C(OC6(CO))OC8(C(O)C7(O))	Training	0
4724	17465-86-0	OCC9OC8OC1C(O)C(O)C(OC1(CO))OC2C(O)C(O)C(OC2(CO))OC3C(O)C(O)C(OC3(CO))OC4C(O)C(O)C(OC4(CO))OC5C(O)C(O)C(OC5(CO))OC6C(O)C(O)C(OC6(CO))OC7C(O)C(O)C(OC7(CO))OC9(C(O)C8(O))	Training	0
4725	107-18-6	OCC=C	Training	0
4726	556-82-1	OCC=C(C)C	Training	0
4727	106-24-1	OCC=C(C)CCC=C(C)C	Training	0
4728	15180-03-7	OCC=C3C[N+]5(CC=C)(CCC47(c1ccccc1N6C=C8C%10C(=CCO)C[N+]%11(CC=C)(CCC9(c2ccccc2N(C=C(C3CC45)C67)C89)C%11(C%10))))	Training	0
4729	17102-64-6	OCC=CC=CC	Training	0
4730	928-95-0	OCC=CCCC	Training	0
4731	28069-72-9	OCC=CCCC=CCC	Training	0
4732	104-54-1	OCC=Cc1ccccc1	Training	0
4733	540-51-2	OCCBr	Training	0
4734	71-23-8	OCCC	Training	0
4735	123-51-3	OCCC(C)C	Training	0
4736	3452-97-9	OCCC(C)CC(C)(C)C	Training	0
4737	106-22-9	OCCC(C)CCC=C(C)C	Training	0
4738	141-25-3	OCCC(C)CCCC(=C)C	Training	0
4739	106-21-8	OCCC(C)CCCC(C)C	Training	0
4740	107-74-4	OCCC(C)CCCC(O)(C)C	Training	0
4741	55066-48-3	OCCC(C)CCc1ccccc1	Training	0
4742	107-88-0	OCCC(O)C	Training	0
4743	56539-66-3	OCCC(OC)(C)C	Training	0
4744	2517-43-3	OCCC(OC)C	Training	0
4745	1484-84-0	OCCC1NCCCC1	Training	0
4746	928-96-1	OCCC=CCC	Training	0
4747	627-18-9	OCCCBr	Training	0
4748	71-36-3	OCCCC	Training	0
4749	626-89-1	OCCCC(C)C	Training	0
4750	1124-63-6	OCCCC1CCCCC1	Training	0
4751	71-41-0	OCCCCC	Training	0
4752	106-69-4	OCCCCC(O)CO	Training	0
4753	64275-73-6	OCCCCC=CCC	Training	0
4754	56578-18-8	OCCCCC=CCCCC	Training	0
4755	111-27-3	OCCCCCC	Training	0
4756	35854-86-5	OCCCCCC=CCC	Training	0
4757	111-70-6	OCCCCCCC	Training	0
4758	111-87-5	OCCCCCCCC	Training	0
4759	143-08-8	OCCCCCCCCC	Training	0
4760	13019-22-2	OCCCCCCCCC=C	Training	0
4761	143-28-2	OCCCCCCCCC=CCCCCCCCC	Training	0
4762	112-30-1	OCCCCCCCCCC	Training	0
4763	112-42-5	OCCCCCCCCCCC	Training	0
4764	112-53-8	OCCCCCCCCCCCC	Training	0
4765	3344-77-2	OCCCCCCCCCCCCBr	Training	0
4766	112-70-9	OCCCCCCCCCCCCC	Training	0
4767	112-72-1	OCCCCCCCCCCCCCC	Training	0
4768	629-76-5	OCCCCCCCCCCCCCCC	Training	0
4769	36653-82-4	OCCCCCCCCCCCCCCCC	Training	0
4770	112-92-5	OCCCCCCCCCCCCCCCCCC	Training	0
4771	661-19-8	OCCCCCCCCCCCCCCCCCCCCCC	Training	0
4772	2009-83-8	OCCCCCCCl	Training	0
4773	629-11-8	OCCCCCCO	Training	0
4774	111-29-5	OCCCCCO	Training	0
4775	110-63-4	OCCCCO	Training	0
4776	17832-28-9	OCCCCOC=C	Training	0
4777	504-63-2	OCCCO	Training	0
4778	122-97-4	OCCCc1ccccc1	Training	0
4779	107-07-3	OCCCl	Training	0
4780	141-43-5	OCCN	Training	0
4781	96-80-0	OCCN(C(C)C)C(C)C	Training	0
4782	108-01-0	OCCN(C)C	Training	0
4783	2212-32-0	OCCN(C)CCN(C)C	Training	0
4784	105-59-9	OCCN(C)CCO	Training	0
4785	83016-70-0	OCCN(C)CCOCCN(C)C	Training	0
4786	100-37-8	OCCN(CC)CC	Training	0
4787	747-36-4	OCCN(CC)CCCC(Nc2ccnc1cc(ccc12)Cl)C	Training	0
4788	139-87-7	OCCN(CC)CCO	Training	0
4789	102-81-8	OCCN(CCCC)CCCC	Training	0
4790	2160-93-2	OCCN(CCO)C(C)(C)C	Training	0
4791	102-79-4	OCCN(CCO)CCCC	Training	0
4792	4985-85-7	OCCN(CCO)CCCN	Training	0
4793	140-07-8	OCCN(CCO)CCN(CCO)CCO	Training	0
4794	102-71-6	OCCN(CCO)CCO	Training	0
4795	36673-16-2	OCCN(CCO)CCO[Ti](OCCN(CCO)CCO)(OC(C)C)OC(C)C	Training	0
4796	91-88-3	OCCN(c1cccc(c1)C)CC	Training	0
4797	92-00-2	OCCN(c1cccc(c1)Cl)CCO	Training	0
4798	120-07-0	OCCN(c1ccccc1)CCO	Training	0
4799	72432-03-2	OCCN1CC(O)C(O)C(O)C1CO	Training	0
4800	122-96-3	OCCN1CCN(CCO)CC1	Training	0
4801	103-76-4	OCCN1CCNCC1	Training	0
4802	622-40-2	OCCN1CCOCC1	Training	0
4803	109-83-1	OCCNC	Training	0
4804	4620-70-6	OCCNC(C)(C)C	Training	0
4805	110-73-6	OCCNCC	Training	0
4806	111-41-1	OCCNCCN	Training	0
4807	111-42-2	OCCNCCO	Training	0
4808	104-63-2	OCCNCc1ccccc1	Training	0
4809	109-84-2	OCCNN	Training	0
4810	107-21-1	OCCO	Training	0
4811	109-86-4	OCCOC	Training	0
4812	109-59-1	OCCOC(C)C	Training	0
4813	110-80-5	OCCOCC	Training	0
4814	1606-85-5	OCCOCC#CCOCCO	Training	0
4815	1559-35-9	OCCOCC(CC)CCCC	Training	0
4816	2807-30-9	OCCOCCC	Training	0
4817	111-76-2	OCCOCCCC	Training	0
4818	112-25-4	OCCOCCCCCC	Training	0
