no.	cas	SMILES	Status	Experimental
609	81-33-4	O=C1NC(=O)C2=C3C1=CC=C1C4=C5C(=CC=C6C(=O)NC(=O)C(C=C4)=C56)C(C=C2)=C31	Test	0
610	93-84-5	O=C1NC2=C(N1)C=C(C=C2)N(=O)=O	Training	0
611	615-16-7	O=C1NC2=C(N1)C=CC=C2	Training	0
612	120-93-4	O=C1NCCN1	Training	1
613	128-69-8	O=C1OC(=O)C2=C3C1=CC=C1C4=C5C(=CC=C6C(=O)OC(=O)C(C=C4)=C56)C(C=C2)=C31	Training	0
614	85-42-7	O=C1OC(=O)C2CCCCC12	Training	1
615	108-31-6	O=C1OC(=O)C=C1	Training	1
616	872-36-6	O=C1OC=CO1	Training	1
617	96-49-1	O=C1OCCO1	Training	1
618	6022-22-6	O=C1c6ccccc6(C(=O)c2c(cc(c(N)c12)S(=O)(=O)O)c3cc(c(N)c4C(=O)c5ccccc5(C(=O)c34))S(=O)(=O)O)	Test	0
619	9001-62-1	O=C2C=CC(=NNc1ncccc1)C(O)=C2	Test	0
620	4151-51-3	O=C=NC1=CC=C(OP(=S)(OC2=CC=C(C=C2)N=C=O)OC2=CC=C(C=C2)N=C=O)C=C1	Training	0
621	39515-51-0	O=CC1=CC(OC2=CC=CC=C2)=CC=C1	Training	0
622	120-57-0	O=CC1=CC=C2OCOC2=C1	Training	0
623	4394-85-8	O=CN1CCOCC1	Training	0
624	55-63-0	O=N(=O)OCC(CON(=O)=O)ON(=O)=O	Training	0
625	19035-79-1	O=P(O)(O)OCCCCCCCCCCCCCCCC	Test	1
626	35948-25-5	O=P1OC2=C(C=CC=C2)C2=CC=CC=C12	Training	0
627	3039-83-6	O=S(=O)(O)C=C	Training	0
628	1561-92-8	O=S(=O)(O)CC(=C)C	Training	1
629	2495-39-8	O=S(=O)(O)CC=C	Training	0
630	17636-10-1	O=S(=O)(O)CCCS	Test	0
631	119345-04-9	O=S(=O)(O)c2cc(ccc2(Oc1cccc(c1S(=O)(=O)O)C(C)CC(C)CC(C)CC(C)C))C(C)CC(C)CC(C)CC(C)C	Training	1
632	27213-90-7	O=S(=O)(O)c2ccc(c1c2(cccc1CC(C)C))CC(C)C	Training	1
633	13863-31-5	O=S(=O)(O)c4cc(ccc4(C=Cc1ccc(cc1S(=O)(=O)O)Nc2nc(nc(n2)N(C)CCO)Nc3ccccc3))Nc5nc(nc(n5)N(C)CCO)Nc6ccccc6	Training	0
634	4193-55-9	O=S(=O)(O)c4cc(ccc4(C=Cc1ccc(cc1S(=O)(=O)O)Nc2nc(nc(n2)N(CCO)CCO)NC3=CC=CCC3))Nc5nc(nc(n5)N(CCO)CCO)Nc6ccccc6	Training	0
635	27344-41-8	O=S(=O)(O)c4ccccc4(C=Cc1ccc(cc1)c2ccc(cc2)C=Cc3ccccc3S(=O)(=O)O)	Training	1
636	149-44-0	O=S(O)CO	Training	0
637	126-33-0	O=S1(=O)CCCC1	Training	1
638	831-52-7	O=[N+]([O-])c1cc(N)c(O)c(c1)[N+](=O)[O-]	Training	0
639	127-68-4	O=[N+]([O-])c1cccc(c1)S(=O)(=O)O	Training	1
640	3709-43-1	O=[N+]([O-])c2ccc(C=Cc1ccc(cc1S(=O)(=O)O)[N+](=O)[O-])c(c2)S(=O)(=O)O	Training	0
641	144-62-7	OC(=O)C(O)=O	Training	1
642	85-73-4	OC(=O)C1=C(C=CC=C1)C(=O)NC1=CC=C(C=C1)S(=O)(=O)N=C1NC=CS1	Test	0
643	119-80-2	OC(=O)C1=C(SSC2=C(C=CC=C2)C(O)=O)C=CC=C1	Training	1
644	618-88-2	OC(=O)C1=CC(=CC(=C1)C(O)=O)N(=O)=O	Training	1
645	618-83-7	OC(=O)C1=CC(=CC(O)=C1)C(O)=O	Training	0
646	121-91-5	OC(=O)C1=CC(=CC=C1)C(O)=O	Training	0
647	10109-95-2	OC(=O)C1=CC(NC2=CC=CC=C2)=C(C=C1NC1=CC=CC=C1)C(O)=O	Training	0
648	61788-89-4	OC(=O)C=CCCCCCCCCCCCCC=CC(O)=O	Training	0
649	542-05-2	OC(=O)CC(=O)CC(O)=O	Training	1
650	77-92-9	OC(=O)CC(O)(CC(O)=O)C(O)=O	Training	0
651	112-38-9	OC(=O)CCCCCCCCC=C	Training	1
652	1852-04-6	OC(=O)CCCCCCCCCC(O)=O	Training	1
653	505-52-2	OC(=O)CCCCCCCCCCCC(O)=O	Training	1
654	80584-91-4	OC(=O)CCCCCNC1=NC(NCCCCCC(O)=O)=NC(NCCCCCC(O)=O)=N1	Training	0
655	3794-83-0	OC(OP(O)O)COP(O)O	Training	1
656	78-27-3	OC1(CCCCC1)C#C	Test	1
657	947-19-3	OC1(CCCCC1)C(=O)C1=CC=CC=C1	Training	0
658	118-79-6	OC1=C(Br)C=C(Br)C=C1Br	Training	1
659	35869-64-8	OC1=C(N=NC2=C(C=C(Cl)C=C2)N(=O)=O)C2=C(C=CC=C2)C=C1C(=O)NC1=CC(Cl)=C(NC(=O)C2=C(O)C(N=NC3=C(C=C(Cl)C=C3)N(=O)=O)=C3C=CC=CC3=C2)C=C1	Test	0
660	40618-31-3	OC1=C(N=NC2=C(Cl)C=CC(Cl)=C2)C2=C(C=CC=C2)C=C1C(=O)NC1=C(Cl)C=C(NC(=O)C2=C(O)C(N=NC3=C(Cl)C=CC(Cl)=C3)=C3C=CC=CC3=C2)C(Cl)=C1	Test	0
661	5280-78-4	OC1=C(N=NC2=C(Cl)C=CC(Cl)=C2)C2=C(C=CC=C2)C=C1C(=O)NC1=C(Cl)C=C(NC(=O)C2=C(O)C(N=NC3=C(Cl)C=CC(Cl)=C3)=C3C=CC=CC3=C2)C=C1	Test	0
662	3089-17-6	OC1=C2C=C(Cl)C=CC2=NC2=CC3=C(C=C12)N=C1C=CC(Cl)=CC1=C3O	Training	0
663	108-46-3	OC1=CC(O)=CC=C1	Training	0
664	1193-24-4	OC1=CC(O)=NC=N1	Training	0
665	3905-19-9	OC1=CC2=C(C=CC=C2)C=C1C(=O)NN=NC1=CC(Cl)=C(C=C1Cl)C1=CC=C(C=C1)C1=CC(Cl)=C(C=C1Cl)N=NNC(=O)C1=CC2=C(C=CC=C2)C=C1O	Test	0
666	92-69-3	OC1=CC=C(C=C1)C1=CC=CC=C1	Training	0
667	100-02-7	OC1=CC=C(C=C1)N(=O)=O	Training	1
668	3468-63-1	OC1=CC=C2C=CC=CC2=C1N=NC1=CC=C(C=C1N(=O)=O)N(=O)=O	Test	0
669	25485-88-5	OC1=CC=CC=C1C(=O)OC1CCCCC1	Training	0
670	118-58-1	OC1=CC=CC=C1C(=O)OCC1=CC=CC=C1	Training	1
671	88-75-5	OC1=CC=CC=C1N(=O)=O	Test	0
672	120-80-9	OC1=CC=CC=C1O	Training	1
673	652-67-5	OC1COC2C(O)COC12	Training	0
674	79-14-1	OCC(O)=O	Training	1
675	526-98-7	OCC(O)C(O)C(O)C(=O)C(O)=O	Training	1
676	25618-55-7	OCC(O)CO	Training	0
677	59113-36-9	OCC(O)COCC(O)CO	Training	0
678	7585-39-9	OCC1CC(O)C(O)C(OC2C(O)C(O)C(OC3C(O)C(O)C(OC4C(O)C(O)C(OC5C(O)C(O)C(OC6C(O)C(O)C(OC7C(O)C(O)C(O)OC7CO)OC6CO)OC5CO)OC4CO)OC3CO)OC2CO)O1	Training	1
679	105-08-8	OCC1CCC(CO)CC1	Training	1
680	109-78-4	OCCC#N	Training	0
681	647-42-7	OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	Training	1
682	111-29-5	OCCCCCO	Test	0
683	107-07-3	OCCCl	Test	1
684	839-90-7	OCCN1C(=O)N(CCO)C(=O)N(CCO)C1=O	Training	0
685	3445-11-2	OCCN1CCCC1=O	Training	0
686	4719-04-4	OCCN1CN(CCO)CN(CCO)C1	Training	1
687	628-89-7	OCCOCCCl	Training	1
688	111-48-8	OCCSCCO	Training	1
689	924-42-5	OCNC(=O)C=C	Training	0
690	78491-02-8	OCNC(=O)N(CO)C1N(CO)C(=O)N(CO)C1=O	Training	1
691	128-42-7	OS(=O)(=O)C1=C(C=CC2=C(C=C(C=C2)N(=O)=O)S(O)(=O)=O)C=CC(=C1)N(=O)=O	Training	1
692	16090-02-1	OS(=O)(=O)C1=CC(NC2=NC(=NC(NC3=CC=CC=C3)=N2)N2CCOCC2)=CC=C1C=CC1=C(C=C(NC2=NC(=NC(NC3=CC=CC=C3)=N2)N2CCOCC2)C=C1)S(O)(=O)=O	Test	0
693	7790-94-5	OS(Cl)(=O)=O	Training	1
694	95-16-9	S1C=NC2=C1C=CC=C2	Training	1
695	96-45-7	S=C1NCCN1	Test	0
696	1569-69-3	SC1CCCCC1	Training	1
697	7575-23-7	SCCC(=O)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS	Training	0
698	64742-90-1	C1=CC2=C(C=C1)C1=C(C=C2)C2=C(C=CC=C2)C=C1	Training	0
699	64741-52-2, 64742-05-8, 64741-97-5, 64741-53-3, 64741-96-4, 64742-04-7	C1=CC2=C(C=C1)C1=C3C(C=CC4=CC=CC(C=C1)=C34)=C2	Training	0
700	64742-94-5, 64742-95-6, 64742-91-2	C1=CC2=C(C=C1)C=CC=C2	Training	0
701	55514-22-2	C1=CC=C(C=C1)C1=C(N=C(N=N1)C1=CC=C(C=C1)C1=NC(C2=CC=CC=C2)=C(N=N1)C1=CC=CC=C1)C1=CC=CC=C1	Training	0
702	85116-53-6	C1=CC=C(C=C1)P(C1=CC=CC=C1)C1=CC=CC=C1	Training	0
703	68955-35-1, 68475-70-7	C1=CC=CC=C1	Training	0
704	77-73-6	C1C=CC2C3CC(C=C3)C12	Training	0
705	61007-89-4	C1CN2CC\N=C/C3=C(O[Mn](OC4=C(C=CC=C4)\C=N/1)OC1=C(C=CC=C1)\C=N/CC2)C=CC=C3	Test	0
706	91031-45-7	C1OC1C1=CC=CC=C1	Training	1
707	12542-30-2	C=CC(=O)OC1C=CC2C3CCC(C3)C12	Training	0
708	142-22-3	C=CCOC(=O)OCCOCCOC(=O)OCC=C	Training	1
709	88-12-0	C=CN1CCCC1=O	Training	1
710	2235-00-9	C=CN1CCCCCC1=O	Test	1
711	7534-94-3	CC(=C)C(=O)OC1CC2CCC1(C)C2(C)C	Training	0
712	2082-81-7	CC(=C)C(=O)OCCCCOC(=O)C(C)=C	Training	0
713	41637-38-1	CC(=C)C(=O)OCCOC1=CC=C(C=C1)C(C)(C)C1=CC=C(OCCOC(=O)C(C)=C)C=C1	Training	0
714	98-83-9	CC(=C)C1=CC=CC=C1	Training	0
715	84625-32-1	CC(=O)C(C)=NO	Training	0
716	2512-29-0	CC(=O)C(N=NC1=C(C=C(C)C=C1)N(=O)=O)C(=O)NC1=CC=CC=C1	Training	0
717	5580-57-4	CC(=O)C(N=NC1=C(Cl)C=C(C=C1)C(=O)NC1=C(C)C(Cl)=CC=C1)C(=O)NC1=CC(Cl)=C(NC(=O)C(N=NC2=C(Cl)C=CC(=C2)C(=O)NC2=CC=CC(Cl)=C2C)C(C)=O)C=C1C	Training	0
718	5280-80-8	CC(=O)C(N=NC1=C(Cl)C=CC(=C1)C(=O)NC1=C(C)C=CC(Cl)=C1)C(=O)NC1=CC(C)=C(NC(=O)C(N=NC2=C(Cl)C=CC(=C2)C(=O)NC2=C(C)C=CC(Cl)=C2)C(C)=O)C=C1C	Training	0
719	79953-85-8	CC(=O)C(N=NC1=CC(=CC=C1Cl)C(=O)NC1=C(OC2=CC=C(Cl)C=C2)C=CC(=C1)C(F)(F)F)C(=O)NC1=CC(C)=C(NC(=O)C(N=NC2=CC(=CC=C2Cl)C(=O)NC2=C(OC3=CC=C(Cl)C=C3)C=CC(=C2)C(F)(F)F)C(C)=O)C=C1Cl	Training	0
720	68910-13-4	CC(=O)C(N=NC1=CC=C(C=C1Cl)C1=CC=C(N=NC(C(C)=O)C(=O)NC2=CC=CC=C2C)C(Cl)=C1)C(=O)NC1=CC=CC=C1	Training	0
721	71832-85-4	CC(=O)C(N=NC1=CC=C(C=C1N(=O)=O)S(=O)(=O)O[Ca]OS(=O)(=O)C1=CC(=C(C=C1)N=NC(C(C)=O)C(=O)NC1=C(Cl)C=CC=C1)N(=O)=O)C(=O)NC1=CC=CC=C1Cl	Training	0
722	99-93-4	CC(=O)C1=CC=C(O)C=C1	Training	1
723	79-77-6	CC(=O)C=CC1=C(C)CCCC1(C)C	Training	0
724	5977-14-0	CC(=O)CC(N)=O	Training	0
725	37187-22-7	CC(=O)CC1(C)OO1	Training	1
726	104617-50-7	CC(=O)NC1CCC2=C(C1)SC(N)=N2	Training	0
727	62-54-4	CC(=O)O[Ca]OC(C)=O	Test	0
728	142-72-3	CC(=O)O[Mg]OC(C)=O	Training	0
729	4253-34-3	CC(=O)O[Si](C)(OC(C)=O)OC(C)=O	Training	0
730	68783-12-0	CC(C)(C)C	Training	0
731	75-98-9	CC(C)(C)C(O)=O	Test	0
732	26741-53-7	CC(C)(C)C1=CC(=C(OP2OCC3(CO2)COP(OC2=C(C=C(C=C2)C(C)(C)C)C(C)(C)C)OC3)C=C1)C(C)(C)C	Training	0
733	23128-74-7	CC(C)(C)C1=CC(CCC(=O)NCCCCCCNC(=O)CCC2=CC(=C(O)C(=C2)C(C)(C)C)C(C)(C)C)=CC(=C1O)C(C)(C)C	Training	0
734	32687-78-8	CC(C)(C)C1=CC(CCC(=O)NNC(=O)CCC2=CC(=C(O)C(=C2)C(C)(C)C)C(C)(C)C)=CC(=C1O)C(C)(C)C	Training	0
735	6683-19-8	CC(C)(C)C1=CC(CCC(=O)OCC(COC(=O)CCC2=CC(=C(O)C(=C2)C(C)(C)C)C(C)(C)C)(COC(=O)CCC2=CC(=C(O)C(=C2)C(C)(C)C)C(C)(C)C)COC(=O)CCC2=CC(=C(O)C(=C2)C(C)(C)C)C(C)(C)C)=CC(=C1O)C(C)(C)C	Training	0
736	41484-35-9	CC(C)(C)C1=CC(CCC(=O)OCCSCCOC(=O)CCC2=CC(=C(O)C(=C2)C(C)(C)C)C(C)(C)C)=CC(=C1O)C(C)(C)C	Training	0
737	84632-59-7	CC(C)(C)C1=CC=C(C=C1)C1=C2C(=O)NC(=C2C(=O)N1)C1=CC=C(C=C1)C(C)(C)C	Training	0
738	98-29-3	CC(C)(C)C1=CC=C(O)C(O)=C1	Training	1
739	2312-35-8	CC(C)(C)C1=CC=C(OC2CCCCC2OS(=O)OCC#C)C=C1	Training	1
740	128-39-2	CC(C)(C)C1=CC=CC(=C1O)C(C)(C)C	Test	0
741	68411-46-1	CC(C)(C)CC(C)(C)C1=CC=C(NC2=CC=CC=C2)C=C1	Training	0
742	51240-95-0	CC(C)(C)CCCCC1(OO1)C(=O)OC(C)(C)CC(C)(C)C	Training	0
743	26748-41-4	CC(C)(C)CCCCCC(=O)OOC(C)(C)C	Training	0
744	91050-89-4	CC(C)(C)N(CCO)CCO	Training	0
745	32492-61-8	CC(C)(C1=CC=C(OCCOCCOCCOCCO)C=C1)C1=CC=C(OCCOCCOCCOCCO)C=C1	Test	0
746	181028-79-5	CC(C)(C1=CC=C(OP(=O)(OC2=CC=CC=C2)OC2=CC=CC=C2)C=C1)C1=CC=C(OP(=O)(OC2=CC=CC=C2)OC2=CC=CC=C2)C=C1	Test	0
747	70321-86-7	CC(C)(C1=CC=CC=C1)C1=CC(=C(O)C(=C1)N1N=C2C=CC=CC2=N1)C(C)(C)C1=CC=CC=C1	Training	0
748	6362-80-7	CC(C)(CC(=C)C1=CC=CC=C1)C1=CC=CC=C1	Training	0
749	36483-57-5	CC(C)(CO)C(Br)(Br)Br	Training	1
750	2997-92-4	CC(C)(\N=N\C(C)(C)C(N)=N)C(N)=N	Test	1
751	68527-18-4, 141-10-6	CC(C)=CCCC(C)=CC=CC(C)=O	Training	0
752	106-25-2, 106-24-1	CC(C)=CCCC(C)=CCO	Test	1
753	126-13-6	CC(C)C(=O)OCC1OC(COC(C)=O)(OC2OC(COC(C)=O)C(OC(=O)C(C)C)C(OC(=O)C(C)C)C2OC(=O)C(C)C)C(OC(=O)C(C)C)C1OC(=O)C(C)C	Training	1
754	109-13-7	CC(C)C(=O)OOC(C)(C)C	Training	0
755	68937-41-7	CC(C)C1=CC(OP(=O)(OC2=CC(=CC=C2)C(C)C)OC2=CC=CC(=C2)C(C)C)=CC=C1	Training	0
756	38640-62-9	CC(C)C1=CC2=C(C=CC=C2C(C)C)C=C1	Training	0
757	65997-03-7	CC(C)C1=CC2=CCC3C(C)(CCCC3(C)C(O)=O)C2CC1	Training	0
758	91081-53-7	CC(C)C1=CC2C(CC3CC4C(C)(CCCC4(C)C(O)=O)C4CCC(=CC34)C(C)C)CC3C(C)(CCCC3(C)C(O)=O)C2CC1	Training	0
759	99-82-1	CC(C)C1CCC(C)CC1	Training	0
760	72623-85-9	CC(C)C1CCC2C(CC(C)C3CC(C)C(C)CC23)C1	Training	0
761	72623-87-1	CC(C)C1CCC2C(CCC3C(C)(C)CCCC23C)C1	Training	0
762	84852-15-3	CC(C)CC(C)CC(C)C1=CC=C(O)C=C1	Test	1
763	68953-96-8	CC(C)CC(C)CC(C)CC(C)C1=CC=C(C=C1)S(=O)(=O)O[Ca]OS(=O)(=O)C1=CC=C(C=C1)C(C)CC(C)CC(C)CC(C)C	Test	1
764	69011-36-5	CC(C)CC(C)CC(C)CC(C)COCCOCCOCCOCCOCCO	Test	1
765	91052-99-2, 93685-78-0	CC(C)CCC(C)C	Training	0
766	7756-94-7	CC(C)CCC(C)CCC(C)=C	Training	0
767	8027-33-6	CC(C)CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C	Training	0
768	68412-54-4	CC(C)CCCCCCC1=CC=C(OCCOCCO)C=C1	Training	1
769	67938-21-0	CC(C)CCCCCCCCCCCCCCC(=O)OCC(O)COCC(O)COC(=O)CCCCCCCCCCCCCCC(C)C	Training	0
770	68526-86-3	CC(C)CCCCCCCCCCO	Training	0
771	118832-72-7	CC(C)CCCCCCCOC(=O)CSCC1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C	Training	0
772	29761-21-5	CC(C)CCCCCCCOP(=O)(OC1=CC=CC=C1)OC1=CC=CC=C1	Training	0
773	8013-75-0, 123-51-3	CC(C)CCO	Training	1
774	94733-07-0	CC(C)COP(=O)(OCC(C)C)OCC(C)C	Training	0
775	298692-41-8	CC(C)OC(=O)NP(N)(N)=O	Training	0
776	16652-76-9	CC(C)[C@H](N)C(=O)OCC1=CC=CC=C1	Training	1
777	188416-34-4	CC(C1=NC=NC=C1F)C(O)(CN1C=NC=N1)C1=CC=C(F)C=C1F	Training	1
778	4553-62-2	CC(CCC#N)C#N	Training	1
779	3452-97-9	CC(CCO)CC(C)(C)C	Training	0
780	4457-71-0	CC(CCO)CCO	Training	0
781	4767-03-7	CC(CO)(CO)C(O)=O	Training	1
782	25214-63-5	CC(COC(C)CN(CCN(CC(C)OCC(C)OCCO)CC(C)OCC(C)OCCO)CC(C)OCC(C)OCCO)OCCO	Training	1
783	42978-66-5	CC(COC(C)COC(=O)C=C)OCC(C)OC(=O)C=C	Training	1
784	598-78-7	CC(Cl)C(O)=O	Training	1
785	68391-08-2	CC(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)CCO	Training	0
786	950782-86-2	CC(F)C1=NC(N)=NC(N[C@@H]2[C@@H](C)CC3=CC=C(C)C=C23)=N1	Training	0
787	2809-21-4	CC(O)(P(O)(O)=O)P(O)(O)=O	Training	1
788	16039-53-5	CC(O)C(=O)O[Zn]OC(=O)C(C)O	Test	1
789	107-88-0	CC(O)CCO	Test	0
790	371756-75-1	CC(O)CN(CC(C)O)C1=NC(NC2=CC=C(C=CC3=CC=C(NC4=NC(NC5=CC(=CC=C5S(O)(=O)=O)S(O)(=O)=O)=NC(=N4)N(CC(C)O)CC(C)O)C(=C3)S(O)(=O)=O)C=C2S(O)(=O)=O)=NC(NC2=CC(=CC=C2S(O)(=O)=O)S(O)(=O)=O)=N1	Training	0
791	9051-49-4	CC(O)COC(C)COC(C)COCC(COCC(C)OCC(C)OCC(C)O)(COC(C)COC(C)COC(C)CO)COC(C)COC(C)COC(C)CO	Training	0
792	73833-37-1	CC1(C)CC2(CC(C)(C)N1)OC1(CCCCCCCCCCC1)NC2=O	Training	1
793	90990-10-6	CC1=C(C=C(C#N)C(=O)N1)C1=CC=NC=C1	Training	0
794	7585-41-3	CC1=C(Cl)C=C2N=NC3=C(O)C(=CC4=C3C=CC=C4)C(=O)O[Ba]OS(=O)(=O)C2=C1	Training	0
795	7023-61-2	CC1=C(Cl)C=C2N=NC3=C4C=CC=CC4=CC(=C3O)C(=O)O[Ca]OS(=O)(=O)C2=C1	Training	0
796	515851-08-8	CC1=C(N)C=CC(NCCCN2C=CN=C2)=C1	Test	1
797	12286-66-7	CC1=C(NC(=O)CC(=O)CN=NC2=C(C=C(C=C2)S(=O)(=O)O[Ca])N(=O)=O)C=CC=C1	Training	0
798	174063-87-7	CC1=C(OC(=O)C2=CC=C(OCCCOC(=O)C=C)C=C2)C=CC(OC(=O)C2=CC=C(OCCCOC(=O)C=C)C=C2)=C1	Training	0
799	128-37-0	CC1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C	Training	0
800	4198-90-7	CC1=CC(=CC(C)=C1O)C#N	Training	0
801	70-55-3	CC1=CC=C(C=C1)S(N)(=O)=O	Training	0
802	27776-01-8	CC1=CC=C(CC2=CC=CC=C2)C=C1	Training	0
803	90989-43-8	CC1=CC=C(I)C=C1CC1=CC=C(S1)C1=CC=C(F)C=C1	Training	0
804	95-68-1, 188831-96-1	CC1=CC=C(N)C(C)=C1	Training	0
805	25376-45-8	CC1=CC=C(N)C=C1N	Test	0
806	68477-53-2	CC1=CC=C(NC(N)=O)C=C1	Training	0
807	1330-78-5	CC1=CC=C(O)C=C1OP(=O)(OC1=CC=C(O)C=C1C)OC1=C(O)C=CC=C1C	Training	0
808	25586-42-9	CC1=CC=C(OP(OC2=CC=C(C)C=C2)OC2=CC=C(C)C=C2)C=C1	Training	0
809	61617-00-3	CC1=CC=C2NC(=S)N([Zn]N3C(=S)NC4=C3C=C(C)C=C4)C2=C1	Training	0
810	29385-43-1	CC1=CC=CC2=C1N=NN2	Training	1
811	68921-67-5	CC1=CC=CC=C1	Training	0
812	70879-65-1	CC1=CC=CC=C1N=NC1=CC=C(N=NC2=C(O)C=CC3=CC=CC=C23)C(C)=C1	Training	0
813	68953-84-4	CC1=CC=CC=C1NC1=CC=C(NC2=CC=CC=C2)C=C1	Training	0
814	3520-72-7	CC1=NN(C(=O)C1N=NC1=CC=C(C=C1Cl)C1=CC(Cl)=C(C=C1)N=NC1C(C)=NN(C1=O)C1=CC=CC=C1)C1=CC=CC=C1	Training	0
815	65212-77-3	CC1=NN2C(=O)C1N=NC1=C(C=C(Cl)C(Cl)=C1)S(=O)(=O)O[Ca]OS(=O)(=O)C1=CC=CC2=C1	Training	0
816	147200-93-1	CC1CC(NC(C)=O)C2=C(SC(=C2)S(N)(=O)=O)S1(=O)=O	Training	0
817	95-96-5	CC1OC(=O)C(C)OC1=O	Training	1
818	68783-66-4	CC=C	Training	0
819	68513-02-0	CC=CC	Test	0
820	76918-62-2	CC=CCCC=CC=O	Test	1
821	68606-10-0	CCC(=NOCC=CCl)C1=C(O)CC(CC1=O)C1CCOCC1	Training	0
822	1560-69-6	CCC(=O)O[Co]OC(=O)CC	Training	1
823	8006-61-9, 68783-11-9, 68513-03-1	CCC(C)C	Training	0
824	121158-58-5	CCC(C)C(C)C(C)CCC1=CC=C(O)C=C1	Training	1
825	68527-27-5	CCC(C)CC(C)CC	Training	0
826	68784-17-8	CCC(C)CC(C)CC(C)CC(C)CC(C)CC(=O)NCCNCCNCCNCCN	Training	1
827	68921-07-3	CCC(C)CCC(C)C	Test	0
828	74869-22-0	CCC(C)CCCC(C)CCCC(C)CCCC(C)C	Test	0
829	94108-97-1	CCC(COCC(CC)(COC(=O)C=C)COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C	Training	1
830	28961-43-5	CCC(COCCOC(=O)C=C)(COCCOC(=O)C=C)COCCOC(=O)C=C	Training	1
831	68603-08-7, 68516-20-1	CCC1=CC=CC=C1	Training	0
832	101631-14-5	CCC1C(CC2=CN=CN2C)COC1=O	Training	0
833	72623-86-0	CCC1CCC2C(CC)CC(C)CC2C1	Training	0
834	90641-13-7	CCC=CC1=CN=CC=C1	Training	0
835	68526-56-7	CCC=CCCC=CC=C	Training	0
836	26544-38-7	CCC=CCCCCCCCCC1CC(=O)OC1=O	Training	0
837	106-94-5	CCCBr	Training	1
838	68475-79-6, 68921-08-4, 68410-05-9	CCCC	Training	0
839	37859-55-5	CCCC(C)=NO[Si](C)(ON=C(C)CCC)ON=C(C)CCC	Test	1
840	11059-65-7	CCCC(C)C(CCC)C(C)CC1=CC=C(OP(S)(=S)OC2=CC=C(CC(C)C(CCC)C(C)CCC)C=C2)C=C1	Training	0
841	68938-07-8	CCCC(C)CC(C)C(O)=O	Training	1
842	85203-81-2	CCCC(CC)CC(=O)O[Zn]OC(=O)CC(CC)CCC	Test	1
843	144702-27-2	CCCC1=NC2=C(C)C=C(C=C2N1CC1=CC=C(C=C1)C1=CC=CC=C1C#N)C1=NC2=CC=CC=C2N1C	Training	0
844	64742-57-0, 64742-44-5	CCCC1CC(CC)C2C(CC)CC(CCC)CC2C1	Training	0
845	8030-30-6	CCCCC(C)CC(C)C	Training	0
846	85711-26-8	CCCCC(C)CC(C)CO	Training	0
847	28510-23-8	CCCCC(CC)C(=O)OCC(C)(C)COC(=O)C(CC)CCCC	Test	0
848	4454-16-4	CCCCC(CC)C(=O)O[Ni]OC(=O)C(CC)CCCC	Test	1
849	301-10-0	CCCCC(CC)C(=O)O[Sn]OC(=O)C(CC)CCCC	Training	1
850	83897-91-0	CCCCC(CC)CN1C(=O)C2C3CC(C=C3)C2C1=O	Test	1
851	142-16-5, 141-02-6	CCCCC(CC)COC(=O)C=CC(=O)OCC(CC)CCCC	Training	0
852	34443-12-4	CCCCC(CC)COC(=O)OOC(C)(C)C	Training	0
853	24468-13-1	CCCCC(CC)COC(Cl)=O	Training	0
854	187393-00-6	CCCCC(CC)COC1=CC(O)=C(C=C1)C1=NC(=NC(=N1)C1=CC=C(OCC(CC)CCCC)C=C1O)C1=CC=C(OC)C=C1	Training	0
855	64741-89-5	CCCCC(CCC)CCCCC(CCCC)CCCC	Training	0
856	42405-40-3	CCCCC1=CC2=C(O[Zn]3(OC2=O)OC(=O)C2=C(O3)C(CCCC)=CC(CCCC)=C2)C(CCCC)=C1	Training	0
857	101795-01-1, 68919-37-9, 92045-52-8	CCCCCC	Training	0
858	64741-64-6, 64741-66-8	CCCCCC(C)C	Training	0
859	90604-40-3, 740817-83-8	CCCCCC(CCC)CCCO	Training	0
860	64742-60-5	CCCCCC(CCCC)CCCCC(CCCCC)CCCCC	Training	0
861	64742-85-4	CCCCCC(CCCCC)CCCCC(CCCCC)CCCCCC(CCC)CCCC	Test	1
862	68783-41-5	CCCCCC=CC1C(CCCCC)C=CC(CCCCCCCCC(O)=O)C1CCCCCCCCC(O)=O	Training	0
863	68410-71-9, 64742-89-8	CCCCCCC	Training	0
864	68855-18-5	CCCCCCC(=O)OCC(C)(C)CO	Training	0
865	64742-42-3	CCCCCCC(CCCCC)CCC(CCC)CCC(CCC)CCC	Training	0
866	64743-00-6	CCCCCCC(CCCCCC(CCCCC)CCC(CCC)CCCCC)CCCCC(O)=O	Training	0
867	68527-23-1	CCCCCCC(Cl)CCCCC(Br)CCCCCCC=C	Training	0
