no.	CAS	SMILES	Status	Experimental
4561	14548-46-0	O=C(c1ccncc1)c2ccccc2	Training	1.98
4562	14548-47-1	O=C(c1ccncc1)c2ccc(OC)cc2	Training	1.94
4563	14556-46-8	OC(COc1cc(ccc1Cl)C)CNC(C)(C)C	Training	2.97
4564	14559-54-7	O=S2(=O)(NC(=Nc1cc(ccc12)Cl)C)	Training	1.21
4565	14559-55-8	O=S2(=O)(NC(=Nc1cc(ccc12)Cl)CC)	Training	1.61
4566	14598-72-2	O=C(OC)CS(=O)(=O)c1ccc(cc1[N+](=O)[O-])Cl	Training	1.3
4567	14659-10-0	c1ccc(cc1)CC2=CC(=S)SS2	Training	3.43
4568	14667-55-1	n1cc(nc(c1C)C)C	Training	0.95
4569	14676-37-0	O=C(Nc1ccccc1(OC))C(Cl)Cl	Training	2.41
4570	14680-18-3	O=C(NCc1ccccc1(O))c2ccccc2	Training	2.55
4571	14698-29-4	O=C(O)C1=CN(c2cc3OCOc3(cc2(C1(=O))))CC	Training	0.94
4572	14757-80-3	O=C(c1cocc1)N(C)C	Training	0.24
4573	14769-09-6	O=C(OC)CS(=O)(=O)c1ccc(cc1)[N+](=O)[O-]	Training	0.78
4574	14769-73-4	N2=C1N(CCS1)CC2c3ccccc3	Training	1.84
4575	14773-50-3	n1cccc(OCC)c1	Training	1.44
4576	14803-72-6	O=C(OC)Nc1ccc(OC)cc1	Training	1.73
4577	14803-73-7	O=C(OC)Nc1ccccc1(OC)	Training	1.84
4578	14804-32-1	O(c1ccccc1CC)C	Training	3.18
4579	14805-91-5	O=C(c1ncccc1)N(C)C	Training	-0.45
4580	14816-18-3	N#CC(=NOP(OCC)(OCC)=S)c1ccccc1	Training	4.39
4581	14838-15-4	OC(c1ccccc1)C(N)C	Training	0.75
4582	14884-01-6	n1cc(OC)c[nH]1	Training	0.37
4583	14884-03-8	n1cc(OC(C)C)c[nH]1	Training	1.13
4584	14885-29-1	O=[N+]([O-])c1cnc(n1C)C(C)C	Training	1.36
4585	14896-01-6	O=C(OCC5C=2C(=O)C(Nc1ccccc1)=C(C(=O)C=2N4CC3NC3C45(OC))C)N	Training	1.3
4586	14901-07-6	O=C(C=CC1=C(C)CCCC1(C)C)C	Training	3.84
4587	14908-48-6	O=C(c1ccc(OC)cc1)N(N)C	Training	1
4588	14908-49-7	O=C(c1ccc(cc1)[N+](=O)[O-])N(N)C	Training	0.75
4589	14920-81-1	O=C(OC)c1c(cccc1C)C	Training	2.55
4590	14920-87-7	O=C(OC)c1c(cccc1Cl)Cl	Training	2.79
4591	14930-96-2	O=C2OC34(C(=O)NC(Cc1ccccc1)C4(C(C(=C)C(O)C3(C=CCC(C)CCCC(O)C=C2))C))	Training	3.37
4592	14938-35-3	Oc1ccc(cc1)CCCCC	Training	4.06
4593	14946-02-2	n1c(nc(nc1C(Cl)(Cl)Cl)SC)N	Training	3.12
4594	14949-00-9	O=S(=O)(N)c1nnc(N)s1	Training	-0.9
4595	14983-92-7	O=C(OC)Nc1ccccc1C	Training	1.69
4596	14984-65-7	O=P(OCC)(N1CC1(C)C)N2CC2(C)C	Training	1.02
4597	14985-34-3	O=C1C=CN(C(=O)N1Cc2ccccc2)C3OC(CO)C(O)C3(O)	Training	0.33
4598	15006-14-1	O=C2N3c1ccccc1C46(CCN5CC7CCOC(C2)C(C34)C7(CC56))	Training	1.62
4599	15009-91-3	O=[N+]([O-])c1ncccc1	Training	0.48
4600	15011-28-6	Oc2ccc(c1c2(nccc1C))C	Training	2.71
4601	15018-66-3	n1cnc2ccccc2(c1N)	Training	1.28
4602	15045-43-9	O1C(C)(C)CCC1(C)C	Training	2.06
4603	15062-75-6	O=C2Oc1c(cc(cc1S2)C)C	Training	3.25
4604	15104-03-7	O=NN1CCC(C)CC1	Training	1.05
4605	15104-61-7	C(C(Cl)Cl)(C(Cl)Cl)Cl	Training	3.23
4606	15210-60-3	NC12(CC3(C)(CC(C)(C1)CC(C)(C2)C3))	Training	4.01
4607	15233-37-1	N=1C(=NC(N(C=1N)c2ccc(cc2)C)(C)C)N	Training	0.85
4608	15258-73-8	OCc1c(cccc1Cl)Cl	Training	2.02
4609	15267-77-3	O=C(O)COc1ccc(c(c1)C)S(=O)(=O)C	Training	0.54
4610	15299-99-7	O=C(N(CC)CC)C(Oc1cccc2ccccc12)C	Training	3.36
4611	15301-48-1	N#CC(c1ccccc1)(c2ccccc2)CCN5CCC(N4C(=O)N(C(=O)CC)c3ccccc34)CC5	Training	4.8
4612	15307-71-8	O=C(O)Cc2ccccc2(Nc1c(ccc(c1Cl)C)Cl)	Training	4.93
4613	15307-86-5	O=C(O)Cc2ccccc2(Nc1c(cccc1Cl)Cl)	Training	4.51
4614	15327-44-3	N(c1cccc(c1Cl)Cl)=C2NCCN2	Training	1.94
4615	15327-50-1	N(c1cc(ccc1Cl)Br)=C2NCCN2	Training	2.05
4616	15379-32-5	O=C1NC(=O)C(C(=O)N1)(CC)C(C)(C)C	Training	1.38
4617	15386-80-8	N#CCC(=O)Nc1ccc(c(c1)Cl)Cl	Training	2.72
4618	15386-99-9	O=C2N(c1cccc(c1)Cl)C(=O)CC2	Training	0.98
4619	15402-79-6	O(c1cc(OC)c(c(OC)c1)CC(N)C)C	Training	1.57
4620	15402-81-0	O(c1cccc(c1(OC))CC(N)C)C	Training	1.49
4621	15414-78-5	O=C2NC(=O)CN2(c1ccccc1)	Training	0.83
4622	15422-25-0	O=C(NC)COc1ccccc1	Training	1.02
4623	15432-98-1	O=C3c1ccccc1C(=O)C3(c2cccc(c2)C)	Training	3.46
4624	15446-25-0	O=C(OC)CS(=O)(=O)c1ccc(cc1)Cl	Training	1.31
4625	15457-05-3	O=[N+]([O-])c2ccc(Oc1ccc(cc1[N+](=O)[O-])C(F)(F)F)cc2	Training	3.65
4626	15468-86-7	n1c(nc(nc1NCC=C)Cl)NCC=C	Training	2.75
4627	15482-11-8	O=C(Oc1ccccc1CCC)NC	Training	2.4
4629	15545-48-9	O=C(Nc1ccc(c(c1)Cl)C)N(C)C	Training	2.41
4630	15582-85-1	O=C(N)CCCc1ncccc1	Training	-0.01
4631	15583-16-1	n1ccccc1CCCN	Training	0.49
4632	15676-16-1	O=C(NCC1N(CC)CCC1)c2cc(ccc2(OC))S(=O)(=O)N	Training	0.57
4633	15686-71-2	O=C(O)C3=C(C)CSC2N3(C(=O)C2(NC(=O)C(N)c1ccccc1))	Training	-0.58
4634	15687-27-1	O=C(O)C(c1ccc(cc1)CC(C)C)C	Training	3.97
4635	15707-23-0	n1ccnc(c1C)CC	Training	1.07
4636	15707-24-1	n1ccnc(c1CC)CC	Training	1.51
4637	15725-14-1	O=C(C(=Cc1ccccc1Cl)C(=O)C)C	Training	2.19
4638	15725-15-2	O=C(C(=Cc1cccc(c1)Cl)C(=O)C)C	Training	2.26
4639	15725-16-3	O=C(C(=Cc1ccccc1(OC))C(=O)C)C	Training	1.73
4640	15725-17-4	O=C(C(=Cc1ccc(OC)cc1)C(=O)C)C	Training	1.73
4641	15725-18-5	O=C(C(=Cc1ccc(OC)cc1(OC))C(=O)C)C	Training	1.88
4642	15725-21-0	O=C(OCC)C(=Cc1cccc(F)c1)C(=O)C	Training	2.46
4643	15725-22-1	O=C(OCC)C(=Cc1ccccc1Cl)C(=O)C	Training	2.84
4644	15725-23-2	O=C(OCC)C(=Cc1cccc(c1)Cl)C(=O)C	Training	2.97
4645	15725-24-3	O=C(OCC)C(=Cc1ccccc1(OC))C(=O)C	Training	2.39
4646	15725-25-4	O=C(OCC)C(=Cc1cccc(OC)c1)C(=O)C	Training	2.34
4647	15725-26-5	O=C(OCC)C(=Cc1ccc(OC)cc1)C(=O)C	Training	2.46
4648	15725-27-6	O=C(OCC)C(=Cc1cccc(OCC)c1)C(=O)C	Training	2.71
4649	15725-28-7	O=C(OCC)C(=Cc1cccc(OCCC)c1)C(=O)C	Training	3.34
4650	15725-29-8	O=C(OCC)C(=Cc1ccc(cc1Cl)Cl)C(=O)C	Training	3.67
4651	15725-30-1	O=C(OCC)C(=Cc1c(cccc1Cl)Cl)C(=O)C	Training	2.86
4652	15725-31-2	O=C(OCC)C(=Cc1ccc(c(c1)Cl)Cl)C(=O)C	Training	3.92
4653	15725-32-3	O=C(OCC)C(=Cc1ccc(OC)cc1(OC))C(=O)C	Training	2.41
4654	15725-33-4	O=C(OCC)C(=Cc1cccc(c1)C)C(=O)OCC	Training	3.55
4655	15725-37-8	O=C(OCC)C(=Cc1cccc(OCC)c1)C(=O)OCC	Training	3.39
4656	15725-38-9	O=C(OCC)C(=Cc1cccc(OCCC)c1)C(=O)OCC	Training	4
4657	15725-39-0	O=C(OCC)C(=Cc1cccc(OCCCC)c1)C(=O)OCC	Training	4.03
4658	15753-84-1	O=C(C=Cc1cccc(c1)C)C	Training	2.68
4659	15795-19-4	O=C(C(=Cc1ccc(cc1)Br)C(=O)C)C	Training	2.75
4660	15798-77-3	O=C1Oc3c(C=C1)ccc2oc(cc23)C	Training	2.55
4661	15804-61-2	N#CC(=Cc1ccccc1)C(=O)Nc2ccccc2	Training	3.41
4662	15804-68-9	O=C(N)C(=Cc1cccc(OC)c1)C(=O)N	Training	0.01
4663	15806-38-9	O=C(Oc1ccccc1)CC(C)C	Training	3.18
4664	15818-09-4	O=C(C(=Cc1ccc(cc1)C)C(=O)C)C	Training	2.14
4665	15818-10-7	O=C(C(=Cc1cccc(OC)c1)C(=O)C)C	Training	1.79
4666	15818-13-0	O=C(OCC)C(=Cc1ccc(OC)c(OC)c1)C(=O)OCC	Training	2.89
4667	15851-93-1	O=[N+]([O-])C=Cc1cc(ccc1Cl)[N+](=O)[O-]	Training	2.23
4668	15851-94-2	O=C(C(=Cc1ccc(F)cc1)C(=O)C)C	Training	1.65
4669	15861-24-2	N#Cc1ccc2[nH]ccc2(c1)	Training	2.38
4670	15861-36-6	N#Cc1ccc2cc[nH]c2(c1)	Training	2.38
4671	15862-07-4	c1ccc(cc1)c2cc(c(cc2Cl)Cl)Cl	Training	5.81
4672	15879-93-3	OCC(O)C2OC1OC(OC1C2(O))C(Cl)(Cl)Cl	Training	1.02
4673	15888-02-5	O=C(N)C(=Cc1cccc(c1)C)C(=O)N	Training	0.4
4674	15893-46-6	O=C(N)C(NC(=O)C(N)Cc1ccccc1)Cc2ccccc2	Training	1.13
4675	15907-82-1	O=C(Nc1ccc(c(c1)Cl)Cl)C2CCCC2	Training	4.47
4676	15907-85-4	O=C(Nc1ccc(c(c1)Cl)Cl)C2CCCCC2	Training	4.72
4677	15913-35-6	O=C2C(=Cc1oc(cc1)[N+](=O)[O-])SC(N2C)=S	Training	1.06
4678	15940-62-2	O=C(NN)Nc1cccc(c1)C	Training	0.68
4679	15940-63-3	O=C(NN)Nc1ccccc1C	Training	0.36
4680	15948-56-8	O=C(N)C(=Cc1cccc(F)c1)C(=O)N	Training	0.1
4681	15950-66-0	Oc1ccc(c(c1Cl)Cl)Cl	Training	3.8
4682	15959-53-2	O=S(=O)(N)Nc1ccccc1	Training	0.4
4683	15962-47-7	O=C(N)C(NC(=O)C)C	Training	-1.52
4684	15968-05-5	c2cc(c(c1c(cccc1Cl)Cl)c(c2)Cl)Cl	Training	5.94
4685	15972-60-8	O=C(N(c1c(cccc1CC)CC)COC)CCl	Training	3.52
4686	15981-93-8	O=C1N=C(C=CN1C2OC(COC(=O)C)C(OC(=O)C)C2(OC(=O)C))NC(=O)C	Training	-0.16
4687	15986-80-8	n1ccnc(c1C)CCC	Training	1.57
4688	15987-00-5	n1ccnc(c1C)CCCC	Training	2.1
4689	16018-79-4	O=C(NC(=N)N)Nc1cccc(c1)[N+](=O)[O-]	Training	1.28
4690	16051-77-7	O=[N+]([O-])OC1COC2C(O)COC12	Training	-0.28
4691	16053-34-2	O=C(Nc1cccc(OCC)c1)Cc2ccccc2	Training	3.23
4692	16063-69-7	n1c(cc(cc1Cl)Cl)Cl	Training	2.68
4693	16063-70-0	n1cc(cc(c1Cl)Cl)Cl	Training	3.11
4694	16096-32-5	c2cc1[nH]ccc1c(c2)C	Training	2.54
4695	16110-09-1	n1cc(ccc1Cl)Cl	Training	2.4
4696	16110-51-3	O=C(O)C=3Oc4cccc(OCC(O)COc2cccc1OC(=CC(=O)c12)C(=O)O)c4(C(=O)C=3)	Training	1.92
4697	16135-31-2	O=CNc1ccc(cc1)[N+](=O)[O-]	Training	1.43
4698	16136-52-0	N#Cc1cccc2[nH]ccc12	Training	2.46
4699	16141-40-5	O=C2N(c1cccc(OC)c1)C(=O)CC2	Training	0.18
4700	16143-84-3	O=C(Nc1cc(cc(c1)C(F)(F)F)C(F)(F)F)C	Training	3.72
4701	16166-22-6	O=C(Nc1ncncc1)C	Training	0.03
4702	16219-75-3	C(=C1CC2C=CC1C2)C	Training	3.82
4703	16268-75-0	n1c(nc(nc1N(C)C)N(CC)CC)N(C)C	Training	3.45
4704	16271-10-6	O=P(OCC)(N)SCC	Training	0.15
4705	16271-16-2	O=P(OC)(NCCC)SC	Training	0.65
4706	16310-37-5	O=S(=O)(c1nc2ccccc2(nc1))C	Training	0.79
4707	16339-04-1	O=NN(CC)C(C)C	Training	0.9
4708	16339-07-4	O=NN1CCN(C)CC1	Training	0.2
4709	16339-18-7	N#CCN(N=O)CC#N	Training	0.04
4710	16347-95-8	n1cnc2ccccc2(c1OC)	Training	1.97
4711	16350-99-5	O=CN(c1ccccc1)Cc2ccccc2	Training	2.62
4712	16375-90-9	O=C(Nc1ccc(O)c(c1)C)C	Training	0.79
4713	16395-58-7	O=C(N)C1N(C(=O)C)CCC1	Training	-1.34
4714	16409-45-3	O=C(OC1CC(C)CCC1C(C)C)C	Training	4
4715	16463-74-4	O=C(OC3(C(=O)CO)(CCC2C4CCC1=CC(=O)CCC1(C)C4(C(O)CC23(C))))C	Training	2.3
4716	16479-50-8	O=C1OCC(=C1)C5CCC6(O)(C7CCC4CC(OC3OC(C)C(OC2OC(C)C(O)C(O)C2)C(O)C3)CCC4(C)C7(CCC56(C)))	Training	2.15
4717	16524-22-4	O=C(O)c2ccccc2(Nc1cccc(c1)C)	Training	4.88
4718	16533-50-9	Oc1cccc(OCCC)c1	Training	2.59
4719	16563-41-0	O=C(O)CCOc1cccc2ccccc12	Training	3
4720	16563-45-4	O=C(O)CCCOc1cccc2ccccc12	Training	3.5
4721	16566-20-4	n1ccnc2c1cccc2(N)	Training	1.29
4722	16583-98-5	O=C(O)C(n1nc2ccccc2(n1))(C)C	Training	0.64
4723	16584-02-4	n1nn(c2ccccc12)CCC	Training	2.13
4724	16584-05-7	n1nn(c2ccccc12)CC	Training	1.58
4725	16590-41-3	O=C1CCC5(O)(C4N(CCC25(c3c(OC12)c(O)ccc3C4))CC6CC6)	Training	1.92
4726	16605-91-7	c1ccc(cc1)c2cccc(c2Cl)Cl	Training	5.02
4727	16606-02-3	c1cc(ccc1c2cc(ccc2Cl)Cl)Cl	Training	5.69
4728	16620-75-0	N=C(c1ccc(cc1)C)c2ccc(cc2)C	Training	3.71
4729	16637-13-1	O=C(Nc1c(cccc1C(C)C)C(C)C)C	Training	2.41
4730	16664-12-3	O=C(OC)Nc1ccccc1(F)	Training	1.66
4731	16665-89-7	O=C(Nc1c(cccc1CC)CC)C	Training	1.85
4732	16672-87-0	O=P(O)(O)CCCl	Training	-0.22
4733	16681-63-3	O=[N+]([O-])c1nc(n(c1)C)Br	Training	0.33
4734	16697-83-9	O=C(N(C)S(=O)(=O)c1ccc(cc1)C)C	Training	1.73
4735	16744-99-3	O=C(OC)Nc1ccc(F)cc1	Training	1.95
4736	16752-77-5	O=C(ON=C(C)SC)NC	Training	0.6
4737	16758-34-2	OCC1OC(C(O)C(O)C1(O))Sc2ccccc2	Training	-0.56
4738	16766-29-3	O(c1cc(c(c(c1(OC))Cl)Cl)Cl)C	Training	4.01
4739	16803-92-2	O=S(=O)(Nc1ccc(cc1)Cl)c2ccc(N)cc2	Training	2.71
4740	16803-95-5	O=S(=O)(Nc1ccc(cc1)C)c2ccc(N)cc2	Training	2.11
4741	16803-96-6	O=S(=O)(Nc1ccccc1C)c2ccc(N)cc2	Training	2.03
4742	16805-99-5	O=S(=O)(Nc1ncc(cc1)Br)c2ccc(N)cc2	Training	2.3
4743	16822-80-3	N(c1cc(ccc1C)Br)=C2NCCN2	Training	1.94
4744	16822-82-5	N(c1cc(ccc1Cl)C)=C2NCCN2	Training	1.83
4745	16822-85-8	N(c1cc(ccc1C)Cl)=C2NCCN2	Training	1.83
4746	16822-94-9	N(c1cccc(c1C)Br)=C2NCCN2	Training	1.94
4747	16822-97-2	N(c1cccc(c1Cl)C)=C2NCCN2	Training	1.83
4748	16825-54-0	Oc1ccc(c(O)c1)CCCCCCCCCCCCCCC	Training	8.29
4749	16839-97-7	O(c1cccs1)C	Training	2.13
4750	16859-59-9	O=C1OC(O)c2ccccc12	Training	0.57
4751	16867-29-1	O=C1C(=C(N=C2C=CC=CN12)C)C	Training	1
4752	16867-53-1	O=C(OCC)C2=CN=C1C=CC=C(N1C2(=O))C	Training	0.96
4753	16891-79-5	O=S(=O)(N)c1ccc(cc1)NC	Training	0.08
4754	16926-87-7	O=C(OCC(O)COc1ccccc1)C(=C)C	Training	2.27
4755	16927-82-5	O=C(C=Cc1ccccc1C)C	Training	2.6
4756	16935-34-5	O=C1NC(=O)C(N1)C(C)C	Training	-0.36
4757	16956-42-6	O=C(NN)NCc1ccccc1	Training	-0.22
4758	16993-45-6	O=S(=O)(N)c1ccc(cc1)S(=O)(=O)N	Training	-0.96
4759	17004-62-5	O=C(O)CCCCCCC=CCCCCCCC	Training	6.58
4760	17012-22-5	O=C(OC)c1ccc(cc1)NC(=O)C	Training	1.79
4761	17013-41-1	O=C1NC(=O)C(C(=O)N1)(CCCC)CCCC	Training	2.7
4762	17057-68-0	O=C(NC(C(O)C)C1OC(C(O)C(O)C1(O))SC)C2N(CC)CC(CCCC)C2	Training	1.76
4763	17066-68-1	O=C1OC2C(C1(=C))C(O)CC(C)C3CCC(=O)C23(C)	Training	0.23
4764	17075-29-5	O=C(NNC(=O)C)Nc1ccc(cc1)C	Training	0.67
4765	17075-30-8	O=C(NNC(=O)C)Nc1ccc(OC)cc1	Training	0.11
4766	17075-31-9	O=C(NNC(=O)C)Nc1ccc(cc1)Cl	Training	1.12
4767	17078-72-7	O=S(=O)(c1ccc(OC)cc1)c2ccc(N)cc2	Training	1.96
4768	17109-49-8	O=P(OCC)(Sc1ccccc1)Sc2ccccc2	Training	3.48
4769	17112-82-2	C(=NCc2cccc1ccccc12)=S	Training	4.42
4770	17174-98-0	N#Cc1ccccc1(C(=O)N)	Training	0
4771	17180-93-7	n1cnc(cc1)Cl	Training	0.47
4772	17180-94-8	n1cncc(c1)Cl	Training	0.47
4773	17186-60-6	O=C(NC(C(=O)NC)Cc1ccccc1)C	Training	0.4
4774	17199-55-2	OC(CC)C(c1ccccc1)(c2ccccc2)CC(N(C)C)C	Training	4.27
4775	17220-38-1	n1onc(N)c1N	Training	-0.49
4776	17249-80-8	c1cscc1Cl	Training	2.55
4777	17258-31-0	n1nc(ccc1)N(C)C	Training	0.29
4778	17258-38-7	n1ncc(cc1)N(C)C	Training	-0.09
4779	17260-71-8	O=S(=O)(N)c1cccc(c1)Cl	Training	1.29
4780	17278-57-8	O=C(NC(CO)C(O)c1ccc(cc1)[N+](=O)[O-])CCl	Training	0.59
4781	17306-43-3	O=[N+]([O-])c1nccn1C2OC(CO)C(O)C2(O)	Training	-1.15
4782	17331-11-2	O=C1N=C(N=CN(C)C)C=CN1C2OC(CO)C(O)C2	Training	-1.54
4783	17348-59-3	O(C(C)C)C(C)(C)C	Training	2.14
4784	17357-04-9	O=C(NCN1CCOCC1)c2ccccc2(O)	Training	1.27
4785	17371-30-1	O=C(NC(CO)C(O)c1ccc(cc1)[N+](=O)[O-])C(Br)Br	Training	1.36
4786	17372-79-1	n1nc2ccccc2(cc1N)	Training	1
4787	17394-14-8	O=C(O)C3c1ccccc1Sc2ccccc23	Training	2.57
4788	17404-90-9	n1nc(cc2ccccc12)Cl	Training	1.57
4789	17413-90-0	O=C(O)C(Oc1ccc(cc1)Cl)(C)CC	Training	2.9
4790	17422-33-2	c1cc2ccc(cc2([nH]1))Cl	Training	3.25
4791	17422-56-9	O=C(OCC)C(=Cc1ccccc1[N+](=O)[O-])C(=O)OCC	Training	2.54
4792	17433-31-7	O=C(NNC(=O)C)c1ncccc1	Training	-0.57
4793	17433-92-0	O=C(NN)Nc1cccc(c1)[N+](=O)[O-]	Training	-0.13
4794	17433-93-1	O=C(NN)Nc1ccc(cc1)[N+](=O)[O-]	Training	-0.18
4795	17433-94-2	O=C(NN)Nc1ccccc1[N+](=O)[O-]	Training	-0.47
4796	17455-13-9	O1CCOCCOCCOCCOCCOCC1	Training	-0.68
4797	17455-25-3	O1c3ccccc3(OCCOCCOCCOCCOc2ccccc2(OCCOCCOCCOCC1))	Training	1.8
4798	17562-53-7	N#Cc2ccc3NC(=O)CN=C(c1ccccc1)c3(c2)	Training	1.82
4799	17570-26-2	O=C(O)C=Cc1cccc(OC)c1	Training	2.37
4800	17575-20-1	O=C1OCC(=C1)C7CCC8(O)(C9CCC6CC(OC5OC(C)C(OC4OC(C)C(OC3OC(C)C(OC2OC(CO)C(O)C(O)C2(O))C(OC(=O)C)C3)C(O)C4)C(O)C5)CCC6(C)C9(CCC78(C)))	Training	1.23
4801	17575-22-3	O=C1OCC(=C1)C7CCC8(O)(C9CCC6CC(OC5OC(C)C(OC4OC(C)C(OC3OC(C)C(OC2OC(CO)C(O)C(O)C2(O))C(OC(=O)C)C3)C(O)C4)C(O)C5)CCC6(C)C9(CC(O)C78(C)))	Training	0.07
4802	17576-53-3	O=[N+]([O-])c1cnc2ccccc2(c1)	Training	1.97
4803	17584-90-6	O=C1c2ccccc2(OC(=C1C)C)	Training	2.31
4804	17598-02-6	O(c1ccc2C=CC(Oc2(c1))(C)C)C	Training	3.35
4805	17606-31-4	O=S(=O)(c1ccccc1)SCC(N(C)C)CSS(=O)(=O)c2ccccc2	Training	3.36
4806	17629-01-5	n2cnc(c1ccccc1)c3ccccc23	Training	2.71
4807	17629-04-8	O=C3N=C(c1ccccc1)c2ccccc2N3C	Training	1.79
4808	17629-09-3	n2c(nc(c1ccccc1)c3ccccc23)OC	Training	3.5
4809	17647-69-7	n1onc(c1C)CC	Training	1.18
4810	17647-70-0	n1onc(c1N)C	Training	0.09
4811	17650-76-9	O=[N+]([O-])c1ccc(OP(=O)(OC)OC)c(c1)Cl	Training	1.83
4812	17659-57-3	O=[N+]([O-])c1cccc(c1)c2nc3c(ncnc3([nH]2))N	Training	1.93
4813	17671-76-0	O=C(OCCC)NC	Training	0.95
4814	17696-95-6	O=C(NN)NC	Training	-2.2
4815	17700-09-3	O=[N+]([O-])c1ccc(c(c1Cl)Cl)Cl	Training	3.61
4816	17700-54-8	O=C(Nc1c(cccc1Cl)Cl)C	Training	1.32
4817	17711-74-9	O=[N+]([O-])c1cccc(c1)N2C(=NC(=NC2(C)C)N)N	Training	0.06
4818	17720-22-8	n1cnc2[nH]c(nc2(c1N))c3ccccc3	Training	2.31
4819	17721-95-8	O=NN1C(C)CCCC1C	Training	1.36
4820	17751-47-2	n1cccc(c1)CN2CCOCC2	Training	0.04
4821	17757-70-9	O=C(Nc1ccccc1)C2=C(OCCS2(=O))C	Training	0.64
4822	17781-16-7	O=C1c2cccc(O)c2(OC1(C)C)	Training	1.87
4823	17795-32-3	O=P(Oc1ccc(OC)cc1)(OC)NC	Training	1.06
4824	17804-35-2	O=C(OC)Nc2nc1ccccc1n2(C(=O)NCCCC)	Training	2.12
4825	17812-07-6	O=C(O)C=CC(=O)c1ccccc1	Training	1.53
4826	17849-38-6	OCc1ccccc1Cl	Training	1.77
4827	17870-85-8	O=C(O)c2ccc(cc2(Nc1cccc(c1)Cl))Cl	Training	5
4828	17883-59-9	O=C(NN)C(C)(C)C	Training	-0.35
4829	17902-23-7	O=C1NC(=O)N(C=C1(F))C2OCCC2	Training	-0.27
4830	17942-66-4	O=C(O)C4=C(COC(=O)C)CSC3N4(C(=O)C3(NC(=O)Cc2cc1ccccc1s2))	Training	1.68
4831	17945-79-8	OCCCCc1ncccc1	Training	0.86
4832	18031-40-8	O=CC1=CCC(C(=C)C)CC1	Training	3.13
4833	18035-92-2	O=C(OC2N=C(c1ccccc1)c3cc(ccc3(NC2(=O)))Cl)c4cc(OC)c(OC)c(OC)c4	Training	3.75
4834	18046-21-4	O=C(O)Cc2c(nc(c1ccccc1)s2)c3ccc(cc3)Cl	Training	5.19
4835	18048-95-8	O=C(NC(CO)C(O)c1ccc(cc1)[N+](=O)[O-])C(C)C	Training	0.79
4836	18063-03-1	O=C(N)c1c(F)cccc1(F)	Training	0.25
4837	18109-43-8	O=C(Nc1cccc(c1)Cl)Cc2ccccc2	Training	3.61
4838	18109-55-2	O=C(N(c1c(cccc1C)C)CCCN(CC)CC)Cc2ccccc2	Training	4.94
4839	18138-04-0	n1cc(nc(c1CC)CC)C	Training	1.95
4840	18143-31-2	CCC[Si](C)C	Training	3.22
4841	18181-70-9	O(c1cc(c(cc1Cl)I)Cl)P(OC)(OC)=S	Training	5.51
4842	18181-80-1	O=C(OC(C)C)C(O)(c1ccc(cc1)Br)c2ccc(cc2)Br	Training	5.4
4843	18259-05-7	c1ccc(cc1)c2c(c(c(c(c2Cl)Cl)Cl)Cl)Cl	Training	6.75
4844	18315-50-9	O=C(Oc1ccc(c(c1)Cl)Cl)NC	Training	2.8
4845	18315-52-1	N#Cc1ccc(OC(=O)NC)cc1	Training	0.95
4846	18315-62-3	O=C(Oc1cc(ccc1Cl)Cl)NC	Training	2.44
4847	18323-44-9	O=C(NC(C1OC(C(O)C(O)C1(O))SC)C(C)Cl)C2N(C)CC(CCC)C2	Training	2.16
4848	18356-28-0	O=C2N1C(=O)CCC1CC2	Training	-1.11
4849	18362-64-6	O=C(CC(=O)C(C)C)C(C)C	Training	2.22
4850	18377-52-1	O=C1N(C(=O)CC1)c2ccccc2[N+](=O)[O-]	Training	0.36
4851	18381-45-8	N#CCCC(OCC)OCC	Training	0.75
4852	18404-43-8	O=C1OCC(=C1)C4CCC5(O)(C6CCC3CC(OC2OC(C)C(O)C(O)C2)CCC3(C)C6(CCC45(C)))	Training	2.51
4853	18438-38-5	n1ccccc1SC	Training	1.71
4854	18453-07-1	n1ccsc1CCN	Training	0.16
4855	18467-77-1	O=C(O)C23(OC1COC(OC1C3(OC(O2)(C)C))(C)C)	Training	1.35
4856	18489-25-3	n1n[nH]c(n1)Cc2ccccc2	Training	1.36
4857	18495-00-6	O=C(N1CCOCC1)COc2ccccc2	Training	0.74
4858	18542-37-5	O=C2OCC3(C=C)(CC(O)C1C(=C)C(=O)OC1C3(C2(=C)))	Training	0.31
4859	18584-93-5	O=C(OC)Nc1cccc(c1)C(F)(F)F	Training	2.74
4860	18588-57-3	n1c(nc(c(c1N)c2ccc(c(c2)Cl)Cl)CC)N	Training	3.03
4861	18597-53-0	O=C2C=C(NN2(c1nc(cc(n1)C)C))C	Training	0.72
4862	18597-55-2	O=C1C=C(NN1c2nc(nc(OC)c2)C)C	Training	0.72
4863	18597-57-4	O=C1C=C(NN1c2nc(nc(c2)C)C)C	Training	0.89
4864	18648-91-4	c1ccc(cc1)C2=C(C)SSC2=S	Training	3.17
4865	18659-24-0	O=C(Oc1ccc(cc1C)C(C)C)NC	Training	3.11
4866	18659-33-1	O=C(Oc1cc(cc(c1)C(C)(C)C)C)NC	Training	3.35
4867	18690-91-0	O=C2c4ccccc4(C(=O)C(=C2(Nc1ccccc1))S(=O)(=O)c3ccccc3)	Training	3.38
4868	18691-97-9	O=C(NC)N(c2nc1ccccc1s2)C	Training	2.64
