Mol_ID	CAS	SMILES	Status	Exp tox
1	n.a.	OCC4=CC(NC1C(O)C(O)C(OC1(C))OC2C(O)C(O)C(OC2(CO))OC3C(O)C(O)C(O)OC3(CO))C(O)C(O)C4(O)	Training	1
2	n.a.	O=C(Nc1ccc(O)cc1)C	Training	1
3	n.a.	O=C1N=CNc2cn[nH]c12	Training	1
4	n.a.	N#CC(c1cc(cc(c1)C(C#N)(C)C)Cn2ncnc2)(C)C	Training	1
5	n.a.	O=C(O)CC(O)CC(O)CCn4c(c1ccc(F)cc1)c(c2ccccc2)c(C(=O)Nc3ccccc3)c4C(C)C	Test	1
6	n.a.	O=[N+]([O-])c1ncn(c1Sc3ncnc2[nH]cnc23)C	Training	1
7	n.a.	O=C(O)CC(c1ccc(cc1)Cl)CN	Training	1
8	n.a.	N#Cc1ccc(cc1C(F)(F)F)NC(=O)C(O)(C)CS(=O)(=O)c2ccc(F)cc2	Training	1
9	n.a.	O=C(O)C1=NN(c2cc3OCOc3(cc2(C1(=O))))CC	Training	1
10	n.a.	N=3c1ccccc1N(c2ccc(cc2)Cl)C4=CC(=NC(C)C)C(=CC=34)Nc5ccc(cc5)Cl	Test	1
12	n.a.	N2=C(Nc1c(cccc1Cl)Cl)NCC2	Training	1
13	n.a.	N=1c4ccc(cc4(NC(=C2C=CC=CC=12)N3CCN(C)CC3))Cl	Training	1
14	n.a.	O=C1N=C(N)C=CN1C2OC(CO)C(O)C2(O)	Training	1
15	n.a.	O=C6OC(C)C(NC(=O)c2ccc(c1OC=5C(=Nc12)C(C(=O)NC3C(=O)NC(C(=O)N4CCCC4(C(=O)N(C)CC(=O)N(C)C(C(=O)OC3(C))C(C)C))C(C)C)=C(N)C(=O)C=5C)C)C(=O)NC(C(=O)N7CCCC7(C(=O)N(C)CC(=O)N(C)C6C(C)C))C(C)C	Training	1
16	n.a.	O=C(O)Cc2ccccc2(Nc1c(cccc1Cl)Cl)	Test	1
17	n.a.	O=C3N=CNc1c3(ncn1C2OC(CO)CC2)	Training	1
18	n.a.	C(N(CC)CC)(=S)SSC(N(CC)CC)=S	Training	1
19	n.a.	O3c1ccccc1C(=CCCN(C)C)c2ccccc2C3	Training	1
20	n.a.	O=C(Nc1ccccc1CCC2N(C)CCCC2)c3ccc(OC)cc3	Training	1
21	n.a.	O=C3OC(CC)C(O)(C)C(O)C(C(=O)C(C)CC(O)(C)C(OC1OC(C)CC(N(C)C)C1(O))C(C)C(OC2OC(C)C(O)C(OC)(C)C2)C3C)C	Test	1
22	n.a.	O=C(OCC)C=C(C=CC=C(C=Cc1c(cc(OC)c(c1C)C)C)C)C	Training	1
23	n.a.	O=C(OCC(c1ccccc1)COC(=O)N)N	Training	1
24	n.a.	O=C(NCC1NCCCC1)c2cc(OCC(F)(F)F)ccc2(OCC(F)(F)F)	Training	1
25	n.a.	Fc1ccc(c(F)c1)C(O)(Cn2ncnc2)Cn3ncnc3	Training	1
26	n.a.	FC(F)(F)c2ccc(OC(c1ccccc1)CCNC)cc2	Test	1
27	n.a.	O=C(Nc1ccc(c(c1)C(F)(F)F)[N+](=O)[O-])C(C)C	Training	1
28	n.a.	FC(F)(F)c1ccc(cc1)C(=NOCCN)CCCCOC	Training	1
29	n.a.	O=C3C=C(OC)C2(Oc1c(c(OC)cc(OC)c1Cl)C2(=O))C(C)C3	Training	1
30	n.a.	O=C(NC2c1ccccc1CC2(O))C(Cc3ccccc3)CC(O)CN5CCN(Cc4cnccc4)CC5(C(=O)NC(C)(C)C)	Training	1
31	n.a.	O=C(NN)c1ccncc1	Test	1
33	n.a.	O=C1N(N=CN1c2ccc(cc2)N7CCN(c6ccc(OCC3OC(OC3)(c4ccc(cc4Cl)Cl)Cn5ncnc5)cc6)CC7)C(C)CC	Training	1
34	n.a.	O=C(N5CCN(c4ccc(OCC1OC(OC1)(c2ccc(cc2Cl)Cl)Cn3cncc3)cc4)CC5)C	Training	1
35	n.a.	O=C1N=C(N)C=CN1C2OC(CO)SC2	Training	1
36	n.a.	n1nc(c(nc1N)N)c2cccc(c2Cl)Cl	Training	1
37	n.a.	N2=C1N(CCS1)CC2c3ccccc3	Test	1
38	n.a.	O=C3OC(CCC2C(C=CC1=CC(C)CC(OC(=O)C(C)CC)C12)C)CC(O)C3	Training	1
39	n.a.	O=C(O)c2ccccc2(Nc1cccc(c1C)C)	Training	1
40	n.a.	O=C(O)C2=C(C(C)C1N2(C(=O)C1(C(O)C)))SC3NC(C(=O)N(C)C)CC3	Training	1
41	n.a.	O=C(O)CCC(NC(=O)c1ccc(cc1)N(C)Cc2nc3c(nc2)nc(nc3(N))N)C(=O)O	Training	1
42	n.a.	O=C2Nc1c(nccc1C)N(c3ncccc23)C4CC4	Test	1
43	n.a.	O=C(OCCOC)C2=C(NC(=C(C(=O)OC(C)C)C2(c1cccc(c1)[N+](=O)[O-]))C)C	Training	1
44	n.a.	O=C2NC(=O)CN2(N=Cc1oc(cc1)[N+](=O)[O-])	Training	1
45	n.a.	O=C(O)C1=CN(c2cc(c(F)cc2(C1(=O)))N3CCNCC3)CC	Training	1
46	n.a.	N=2c4ccccc4(Nc1c(cc(C)s1)C=2N3CCN(C)CC3)	Training	1
47	n.a.	O=C1N=C(OC1c2ccccc2)N	Test	1
48	n.a.	NNCCc1ccccc1	Training	1
49	n.a.	O=C(O)CC(O)CC(O)CCC2C(C=CC1=CC(O)CC(OC(=O)C(C)CC)C12)C	Training	1
50	n.a.	O=C(OC3C(C)C(OC)C=COC1(Oc4c(C1(=O))c5C2=NC6(NC2=C(NC(=O)C(=CC=CC(C)C(O)C(C)C(O)C3(C))C)C(=O)c5(c(O)c4C))(CCN(CC6)CC(C)C))C)C	Training	1
51	n.a.	O=C1C(=C(N=C2N1CCCC2)C)CCN5CCC(c4noc3cc(F)ccc34)CC5	Training	1
52	n.a.	O=C(OCc1cncs1)NC(Cc2ccccc2)C(O)CC(NC(=O)C(NC(=O)N(C)Cc3nc(C(C)C)sc3)C(C)C)Cc4ccccc4	Test	1
53	n.a.	O=C1NC(=O)N(C=C1C)C2OC(C=C2)CO	Training	1
54	n.a.	n1c[nH]c2c1N=C(N)NC2=S	Training	1
55	n.a.	O=C1OC(C(=O)N1C)(C)C	Training	1
56	n.a.	O=C(O)CCC(C)C2CCC3C4C(O)CC1CC(O)CCC1(C)C4(CCC23(C))	Training	1
57	n.a.	O=C(O)C(CCC)CCC	Test	1
58	n.a.	O=C(OC1CCCC1)Nc2ccc3c(c2)c(cn3C)Cc4ccc(cc4(OC))C(=O)NS(=O)(=O)c5ccccc5C	Training	1
59	n.a.	O=C1NC(=O)N(C=C1C)C2OC(CO)C(NN=N)C2	Training	1
60	n.a.	O=C(N)N(O)C(c2cc1ccccc1s2)C	Training	1
61	n.a.	OC3C(=C)C(=CC=C1CCCC2(C)(C1CCC2(C(C)CCCC(C)C)))CC(O)C3	Training	1
62	n.a.	O=C(O)C(C(C(=O)O)S)S	Test	1
63	n.a.	O=[N+]([O-])c1cc(c(c(c1)[N+](=O)[O-])C)[N+](=O)[O-]	Training	1
64	n.a.	OCC1OC(O)CC(O)C1(O)	Training	1
65	n.a.	O=C1NC(=O)N(C=C1C)C2OC(CO)C(O)C2(F)	Training	1
66	n.a.	Oc1cc2c(cc1(OC))C3CCC4(C)(C(O)CCC4(C3(CC2)))	Training	1
67	n.a.	Oc1ccc(cc1)C(c2ccc(OCCN(C)C)cc2)=C(c3ccccc3)CC	Test	1
68	n.a.	O=C1NC=C(F)C(=O)N1	Training	1
69	n.a.	O=C1N=C(N=CN1C2OC(CO)C(O)C2(O))N	Training	1
70	n.a.	O=C1NC(=O)N(C=C1(F))C2OC(CO)C(O)C2	Training	1
71	n.a.	n1cnc(c2NCNc12)S	Training	1
72	n.a.	O=C1c3ccccc3(OC(O)=C1C(c2ccc(cc2)[N+](=O)[O-])CC(=O)C)	Test	1
73	n.a.	O=C(Nc1nnc(s1)S(=O)(=O)N)C	Training	1
75	n.a.	O=C(NC1CCCCC1)NS(=O)(=O)c2ccc(cc2)C(=O)C	Training	1
76	n.a.	O=C(O)C(NC(=O)C)CS	Training	1
77	n.a.	O=C(O)c1ccccc1(OC(=O)C)	Training	1
78	n.a.	O=C(O)C=C(C=CC=C(C=Cc1c(cc(OC)c(c1C)C)C)C)C	Test	1
79	n.a.	O=C(OCOP(=O)(OCOC(=O)C(C)(C)C)COCCn2cnc1c(ncnc12)N)C(C)(C)C	Training	1
80	n.a.	OC1N5C3CC(C1(CC))C6C(O)C4(c2ccccc2N(C)C34)(CC56)	Training	1
81	n.a.	O=C(O)C1=CN(c2nc(c(F)cc2(C1(=O)))N3CC4C(NC(=O)C(NC(=O)C(N)C)C)C4(C3))c5ccc(F)cc5(F)	Training	1
82	n.a.	O=C(OC)Nc1nc2ccc(cc2([nH]1))SCCC	Training	1
83	n.a.	O=C(NCCCN(C1NC(N)c2cc(OC)c(OC)cc2(N1))C)C3OCCC3	Test	1
85	n.a.	c1ccc(cc1)CCCN(CC)CCCc2ccccc2	Training	1
86	n.a.	O=C(NC3CC(N)C(OC1OC(CN)C(O)C(O)C1(O))C(O)C3(OC2OC(CO)C(O)C(N)C2(O)))C(O)CCN	Training	1
87	n.a.	O=C(NC(=N)N)c1nc(c(nc1(N))N)Cl	Training	1
88	n.a.	O=C(O)CCCCCCNC3c1ccccc1CCc2ccccc23	Training	1
90	n.a.	O=C2C1NCNC1N(C(=O)N2C)C	Test	1
91	n.a.	O=C2C(=C(N(N2(c1ccccc1))C)C)N(C)C	Training	1
92	n.a.	c1ccc3c(c1)C(=CCCN(C)C)c2ccccc2CC3	Training	1
93	n.a.	Oc1ccc(cc1CN(CC)CC)Nc3ccnc2cc(ccc23)Cl	Training	1
95	n.a.	O=C(O)C3C(O)CC2(O)(OC3(CC(OC1OC(C)C(O)C(N)C1(O))C=CC=CC=CC=CC=CC=CC=CC(C)C(O)C(C)C(OC(=O)CC(O)CC(O)CCC(O)C(O)CC(O)C2)C))	Training	1
96	n.a.	O=C(O)C3N2C(=O)C(NC(=O)C(N)c1ccccc1)C2SC3(C)(C)	Test	1
97	n.a.	O=C(OC1COCC1)NC(Cc2ccccc2)C(O)CN(CC(C)C)S(=O)(=O)c3ccc(N)cc3	Training	1
98	n.a.	O=S(=O)(Nc4ccc(Nc2c3ccccc3(nc1ccccc12))c(OC)c4)C	Training	1
99	n.a.	Oc2cccc3cc1cccc(O)c1c(O)c23	Training	1
100	n.a.	O=C1C(O)=C(O)OC1C(O)CO	Training	1
101	n.a.	O=C(OC)NC(C(=O)NN(Cc1ccc(cc1)c2ncccc2)CC(O)C(NC(=O)C(NC(=O)OC)C(C)(C)C)Cc3ccccc3)C(C)(C)C	Test	1
102	n.a.	N(CC)(CC)CCCN1CCC2(C1)(CCC(CCC)(CCC)CC2)	Training	1
103	n.a.	O(c1ccccc1C)C(c2ccccc2)CCNC	Training	1
104	n.a.	O=C(NS(=O)(=O)Oc1c(cccc1C(C)C)C(C)C)Cc2c(cc(cc2C(C)C)C(C)C)C(C)C	Training	1
105	n.a.	O=C(O)C4N3C(=O)C(NC(=O)C(NC(=O)N1C(=O)NCC1)c2ccccc2)C3SC4(C)(C)	Training	1
106	n.a.	O=C(O)CCCc2nc1cc(ccc1n2C)N(CCCl)CCCl	Test	1
107	n.a.	O=C(O)COc1nn(c2ccccc12)Cc3ccccc3	Training	1
108	n.a.	O=C(O)C(c1ccc2oc(nc2(c1))c3ccc(cc3)Cl)C	Training	1
109	n.a.	O=C(c1ccc(O)cc1)c2c3ccccc3(oc2CC)	Training	1
110	n.a.	O=C(c1cc(c(O)c(c1)Br)Br)c2c3ccccc3(oc2CC)	Training	1
111	n.a.	C(=CC=C(C=CC=C(C=CC1=C(C)CCCC1(C)C)C)C)C=C(C=CC=C(C=CC2=C(C)CCCC2(C)C)C)C	Test	1
112	n.a.	O=C2C(=O)C1=C(OC(C)(C)CC1)c3ccccc23	Training	1
113	n.a.	OC4CC3=CCC1C(CCC2(C)(C(CCC12)C(C)CCC(CC)C(C)C))C3(C)CC4	Training	1
114	n.a.	O=C(O)C25(CCC(C(=C)C)C5(C3CCC1C4(C)(CCC(O)C(C)(C)C4(CCC1(C)C3(C)(CC2)))))	Training	1
115	n.a.	O=C(O)C(Oc1ccc(cc1)CCNC(=O)c2ccc(cc2)Cl)(C)C	Training	1
116	n.a.	O=C1NC2CSC(CCCCC(=O)O)C2(N1)	Test	1
117	n.a.	O=C(O)c6nc(c5nc(CCNC(=O)C(NC(=O)C(C)C(O)C(NC(=O)C(NC(=O)c1nc(nc(N)c1C)C(NCC(N)C(=O)N)CC(=O)N)C(OC3OC(CO)C(O)C(O)C3(OC2OC(CO)C(O)C(OC(=O)N)C2(O)))c4cnc[nH]4)C)C(O)C)sc5)sc6	Training	1
118	n.a.	O=C(NC(C(=O)NC(B(O)O)CC(C)C)Cc1ccccc1)c2nccnc2	Training	1
119	n.a.	O=S(=O)(Nc2nc(nc(OCCO)c2(Oc1ccccc1(OC)))c3ncccn3)c4ccc(cc4)C(C)(C)C	Training	1
120	n.a.	O=C(O)Cc2cccc(C(=O)c1ccc(cc1)Br)c2(N)	Training	1
121	n.a.	O=C(N)NC(=O)C(C(C)C)Br	Test	1
122	n.a.	O=C(OC2C(OC1COP(=O)(O)OC12)n4cnc3c(ncnc34)NC(=O)CCC)CCC	Training	1
123	n.a.	O=S(=O)(OCCCCOS(=O)(=O)C)C	Training	1
124	n.a.	O=C1NC(=O)C(C(=O)N1)(CC=C)CC(C)C	Training	1
125	n.a.	O=C2c1c(ncn1C)N(C(=O)N2C)C	Training	1
126	n.a.	O=C2OCC=1C(=O)N4C(=CC=1C2(O)CC)C3Nc5ccccc5(CC3C4)	Test	1
127	n.a.	O=C(OC(OC(=O)c2cccc1nc(OCC)n(c12)Cc3ccc(cc3)c5ccccc5(c4nn[nH]n4))C)OC6CCCCC6	Training	1
128	n.a.	Oc1cc(cc(O)c1C2C=C(C)CCC2(C(=C)C))CCCCC	Training	1
129	n.a.	O=C1N=C(NC(=O)OCCCCC)C(F)=CN1C2OC(C)C(O)C2(O)	Training	1
130	n.a.	O=C(NCc1ccc(O)c(OC)c1)CCCCC=CC(C)C	Training	1
131	n.a.	O=C(N)N2c3ccccc3(C=Cc1ccccc12)	Test	1
132	n.a.	O=C(O)C(C(=O)NC2C(=O)N1C(C(=O)O)C(C)(C)SC12)c3ccccc3	Training	1
133	n.a.	O=C(OCC)N1C=CN(C1=S)C	Training	1
134	n.a.	O=C(O)C1(C(=O)O)(CCC1)	Training	1
135	n.a.	O=NN(C(=O)NCCCl)CCCl	Training	1
137	n.a.	Oc3cc(O)c2c(OC(c1ccc(O)c(O)c1)C(O)C2)c3	Test	1
138	n.a.	O=C(O)C4=C(CSc1nnc(C)s1)CSC3N4(C(=O)C3(NC(=O)Cn2nnnc2))	Training	1
139	n.a.	O=S(=O)(N)c1ccc(cc1)n3nc(cc3(c2ccc(cc2)C))C(F)(F)F	Training	1
140	n.a.	O=C(O)C4=C(C[n+]1ccccc1)CSC3N4(C(=O)C3(NC(=O)Cc2cccs2))	Training	1
141	n.a.	O=C(O)C2=C(COC(=O)C)CSC1N2(C(=O)C1(NC(=O)CCCC(N)C(=O)O))	Training	1
142	n.a.	O=C(O)C3=C(COC(=O)C)CSC2N3(C(=O)C2(NC(=O)Cc1cccs1))	Test	1
144	n.a.	OC(O)C(Cl)(Cl)Cl	Training	1
145	n.a.	O=C(O)CCCc1ccc(cc1)N(CCCl)CCCl	Training	1
146	n.a.	O=C(NC(CO)C(O)c1ccc(cc1)[N+](=O)[O-])C(Cl)Cl	Training	1
147	n.a.	N=C(Nc1ccc(cc1)Cl)NC(=N)NC(C)C	Training	1
148	n.a.	O=C(OC3(C(=O)C)(CCC2C4C=C(C1=CC(=O)CCC1(C)C4(CCC23(C)))Cl))C	Test	1
149	n.a.	n1csc(c1C)CCCl	Training	1
150	n.a.	O=C2N(C)C(c1ccc(cc1)Cl)S(=O)(=O)CC2	Training	1
151	n.a.	C1CC(NC(C)CCCN(CC)CC)c2ccc(cc2(N1))Cl	Training	1
152	n.a.	n1ccccc1C(c2ccc(cc2)Cl)CCN(C)C	Training	1
153	n.a.	c1ccc3c(c1)N(c2cc(ccc2S3)Cl)CCCN(C)C	Test	1
154	n.a.	O=C(NCCC)NS(=O)(=O)c1ccc(cc1)Cl	Training	1
155	n.a.	Oc1nc2cc(ccc2(o1))Cl	Training	1
156	n.a.	O=C(c1ccc(OC(C(=O)NCCS(=O)(=O)O)(C)C)cc1)c2ccc(cc2)Cl	Training	1
157	n.a.	N#CNC(=NC)NCCSCc1nc[nH]c1C	Training	1
158	n.a.	O=C(O)c2cc(nc1ccccc12)c3ccccc3	Test	1
159	n.a.	O=C(O)C(Oc1ccc(cc1)C2CC2(Cl)Cl)(C)C	Training	1
160	n.a.	O=C(O)C2C(OC1N2(C(=O)C1))=CCO	Training	1
161	n.a.	O=C(NC(C1OC(C(O)C(O)C1(O))SC)C(C)Cl)C2N(C)CC(CCC)C2	Training	1
162	n.a.	O=C3N(c1ccccc1)c2cc(ccc2N(C(=O)C3)C)Cl	Training	1
163	n.a.	FC3C(O)C(OC3(n2cnc1c(nc(nc12)Cl)N))CO	Test	1
164	n.a.	O=C(OCC)C(Oc1ccc(cc1)Cl)(C)C	Training	1
165	n.a.	O=C(OC)C(c1ccccc1Cl)N3Cc2ccsc2CC3	Training	1
166	n.a.	O=C2N(c1c(cc(CC)s1)C(=NC2)c3ccccc3Cl)C	Training	1
167	n.a.	O=C(O)C3N2C(=O)C(NC(=O)C(N)c1ccc(O)cc1)C2SC3(C)(C)	Training	1
168	n.a.	O=C(OC2CC1N(C)C(CC1)C2(C(=O)OC))c3ccccc3	Test	1
169	n.a.	OC1C=CC5C4N(C)CCC25(c3c(OC12)c(OC)ccc3C4)	Training	1
170	n.a.	O=C1C=C3C(=CC=C1(OC))c2c(OC)c(OC)c(OC)cc2CCC3(NC(=O)C)	Training	1
171	n.a.	O=C(C=Cc1ccc(O)c(OC)c1)CC(=O)C=Cc2ccc(O)c(OC)c2	Training	1
172	n.a.	OC6CC5=CCC4C3C(=C(C)C2(OC1CC(C)CNC1C2(C))(CC3))CC4C5(C)CC6	Training	1
173	n.a.	O=P1(OCCCN1)N(CCCl)CCCl	Test	1
174	n.a.	O=C1NC(C(=O)NC(C(=O)N(C)C(C(=O)NC(C(=O)NC(C(=O)N(C)C(C(=O)N(C)C(C(=O)N(C)C(C(=O)N(C)C(C(=O)NC(C(=O)N(C)C1)CC)C(O)C(C)CC=CC)C(C)C)CC(C)C)CC(C)C)C)C)CC(C)C)C(C)C)CC(C)C	Training	1
175	n.a.	c1ccc3c(c1)C=Cc2ccccc2C3=C4CCN(C)CC4	Training	1
176	n.a.	O=C(OC4(C(=O)C)(CCC3C5C=C(C2=CC(=O)C1CC1C2(C)C5(CCC34(C)))Cl))C	Training	1
177	n.a.	O=C(N)c1nc[nH]c1(N=NN(C)C)	Training	1
178	n.a.	C#CC3(O)(CCC2C4CCC1=CC5ON=CC5(CC1(C)C4(CCC23(C))))	Test	1
179	n.a.	O=S(=O)(c1ccc(N)cc1)c2ccc(N)cc2	Training	1
180	n.a.	O=C1N=C(N=CN1C2OC(CO)C(O)C2)N	Training	1
181	n.a.	O=C(O)c1ccc(cc1)n3nc(nc3(c2ccccc2(O)))c4ccccc4(O)	Training	1
182	n.a.	O=C(NCCCCCN(O)C(=O)C)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN	Training	1
184	n.a.	C#CC3(O)(CCC2C4CCC1=CCCCC1C4(C(=C)CC23(CC)))	Test	1
185	n.a.	O=C1C=CC3(C(=C1)CCC2C4CC(C)C(O)(C(=O)CO)C4(C)(CC(O)C23(F)))(C)	Training	1
186	n.a.	O(c1ccc2c(c1)C34(CCN(C)C(C2)C4(CCCC3)))C	Training	1
187	n.a.	O=C1N(c3ccc(cc3(C(=NC1)c2ccccc2))Cl)C	Training	1
188	n.a.	O=S2(O)(=NC(=Nc1ccc(cc12)Cl)C)	Training	1
189	n.a.	O=C1c4ccccc4(OC(O)=C1CC2=C(O)Oc3ccccc3(C2(=O)))	Test	1
190	n.a.	O=P(O)(O)Oc1ccc(cc1)C(=C(c2ccc(OP(=O)(O)O)cc2)CC)CC	Training	1
191	n.a.	N=C1NNC(=N)c2ccccc12	Training	1
192	n.a.	O=C(NC1(OC3(O)(N(C1(=O))C(C(=O)N2CCCC23)Cc4ccccc4))C)C7CN(C)C8Cc6c[nH]c5cccc(c56)C8(C7)	Training	1
193	n.a.	O=S(C)C	Training	1
194	n.a.	OCCN(c3nc1c(nc(nc1N2CCCCC2)N(CCO)CCO)c(n3)N4CCCCC4)CCO	Test	1
195	n.a.	O=C1C(=C(N(N1c2ccccc2)C)C)N(C)CS(=O)(=O)O	Training	1
196	n.a.	O=C(OC(C(C=CC=C)C)C(C)C(O)C(C)CC(=CC(C)C(O)C(C=CC(O)CC1OC(=O)C(C)C(O)C1(C))C)C)N	Training	1
197	n.a.	O=C(N)C(c1ncccc1)(c2ccccc2)CCN(C(C)C)C(C)C	Training	1
198	n.a.	O=C(O)CCC=CCC=CCC=CCC=CCC=CCC=CCC	Training	1
199	n.a.	Oc1ccc(cc1(O))CCN	Test	1
200	n.a.	c1ccc3c(c1)C(=CCCN(C)C)c2ccccc2SC3	Training	1
201	n.a.	O=C2N(CC)CC(CCN1CCOCC1)C2(c3ccccc3)c4ccccc4	Training	1
202	n.a.	O=C1NC(=O)C(C=C1(F))C2OC(C)C(O)C2(O)	Training	1
203	n.a.	O=C1c5cccc(OC)c5(C(=O)C2C(O)=C4C(=C(O)C12)CC(O)(C(=O)CO)CC4(OC3OC(C)C(O)C(N)C3))	Training	1
205	n.a.	O=C3C(=C(O)N)C(=O)C4(O)(C(=O)C2=C(O)c1c(O)cccc1C(C)C2C(O)C4(C3N(C)C))	Test	1
206	n.a.	O(c1cccc2ccccc12)C(c3cccs3)CCNC	Training	1
207	n.a.	O=C4C=C3C=CC1C(CCC2(C)(C(C(=O)C)CCC12))C3(C)CC4	Training	1
208	n.a.	O=C(Oc2c(c1OCOc1c6c2C9C5N(C(O)C4N(C)C5(c3c(O)c(OC)c(cc3C4)C))C6COC(=O)C8(NCCc7cc(O)c(OC)cc78)CS9)C)C	Training	1
209	n.a.	O=C2OC(C#CC1CC1)(c3cc(ccc3(N2))Cl)C(F)(F)F	Training	1
210	n.a.	O=C(O)CCCC=CCC=CCC=CCC=CCC=CCC	Test	1
211	n.a.	O=C(O)C(NC(C(=O)N1CCCC1(C(=O)O))C)CCc2ccccc2	Training	1
212	n.a.	FC(F)OC(F)(F)C(F)Cl	Training	1
213	n.a.	O=C(O)C4(C)(CCC5(C)(CCC2(C(=CC(=O)C1C3(C)(CCC(O)C(C)(C)C3(CCC12(C))))C5(C4))(C)))	Training	1
214	n.a.	N#CC(=Cc1cc(O)c(O)c(c1)[N+](=O)[O-])C(=O)N(CC)CC	Training	1
215	n.a.	O=C3N=C(N)Nc1c3(ncn1C2C(=C)C(CO)C(O)C2)	Test	1
216	n.a.	OC(c1ccccc1)C(NC)C	Training	1
217	n.a.	Oc1ccc(cc1(O))C(O)CNC	Training	1
218	n.a.	O=C(O)CCCCCN	Training	1
219	n.a.	O=C(NC1(OC3(O)(N(C1(=O))C(C(=O)N2CCCC23)Cc4ccccc4))C)C8C=C7c6cccc5[nH]cc(c56)CC7N(C)C8	Training	1
220	n.a.	O=C(OC1C(OC(C)CC1(N(C)C))OC3C(C)C(OC2OC(C)C(O)C(OC)(C)C2)C(C(=O)OC(CC)C(O)(C)C(O)C(C(=O)C(C)CC3(O)(C))C)C)CC	Test	1
221	n.a.	O=C(OCC)CCC(=O)OC1C(OC(C)CC1(N(C)C))OC3C(C)C(OC2OC(C)C(O)C(OC)(C)C2)C(C(=O)OC(CC)C(O)(C)C(O)C(C(=O)C(C)CC3(O)(C))C)C	Training	1
222	n.a.	O=C3OC(CC)C(O)(C)CC(C(=O)C(C)CC(O)(C)C(OC1OC(C)CC(N(C)C)C1(O))CC(OC2OC(C)C(O)C(OC)(C)C2)C3C)C	Training	1
224	n.a.	O=S(c1nc2cc(OC)ccc2([nH]1))Cc3ncc(c(OC)c3C)C	Training	1
225	n.a.	O=C2CCC3C4CCc1cc(O)ccc1C4(CCC23(C))	Training	1
226	n.a.	OCC	Test	1
227	n.a.	C#CC3(O)(CCC2C4CCc1cc(O)ccc1C4(CCC23(C)))	Training	1
228	n.a.	C#CC3(O)(CCC2C4CCc1cc(OC)ccc1C4(CCC23(C)))	Training	1
229	n.a.	n1ccc(cc1CC)C(N)=S	Training	1
230	n.a.	O=C(OCC)C1(OC1)CCCCCCOc2ccc(cc2)Cl	Training	1
231	n.a.	O=C3N(c1ccc(F)cc1)C(c2ccc(O)cc2)C3CCC(O)c4ccc(F)cc4	Test	1
232	n.a.	O=S(=O)(c2cccc1cnccc12)N3CCNCCC3	Training	1
233	n.a.	O=C(c1ccc(OC(C(=O)OC(C)C)(C)C)cc1)c2ccc(cc2)Cl	Training	1
234	n.a.	O=C(C=C(C=CC=C(C=CC1=C(C)CCCC1(C)C)C)C)Nc2ccc(O)cc2	Training	1
235	n.a.	O=C2OC(C(=CC1CCC(O)C(OC)C1)C)C(C)C(O)CC(=O)C(C=C(C)CC(C)CC(OC)C4OC(O)(C(=O)C(=O)N3CCCCC23)C(C)CC4(OC))CC=C	Training	1
236	n.a.	O=C1C=C(Oc2c1c(O)cc(O)c2C3CCN(C)CC3(O))c4ccccc4Cl	Test	1
237	n.a.	O=C(O)C4N3C(=O)C(NC(=O)c1c(noc1C)c2c(F)cccc2Cl)C3SC4(C)(C)	Training	1
238	n.a.	O=C(O)c2ccccc2(Nc1cccc(c1)C(F)(F)F)	Training	1
239	n.a.	O=C(O)CCC(NC(=O)c1ccc(cc1)NCc2nc3C(=O)N=C(N)Nc3(nc2))C(=O)O	Training	1
240	n.a.	n1cc(c[nH]1)C	Training	1
241	n.a.	O=C	Test	1
242	n.a.	OCC1OC(O)(CO)C(O)C1(O)	Training	1
243	n.a.	O=P(O)(O)OCC1OC(O)(COP(=O)(O)O)C(O)C1(O)	Training	1
244	n.a.	OCC(N)(CO)CCc1ccc(cc1)CCCCCCCC	Training	1
245	n.a.	O=C(O)c2cc(c(cc2(NCc1occc1))Cl)S(=O)(=O)N	Training	1
246	n.a.	O=C(O)C(=C1C(OC(=O)C)CC3(C)(C1CC(O)C2C4(C)(CCC(O)C(C)C4(CCC23(C)))))CCC=C(C)C	Test	1
247	n.a.	O=C(O)CN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)C(C(=O)O)COCc1ccccc1	Training	1
248	n.a.	O=C(O)C1=CN(c2c(OC)c(c(F)cc2(C1(=O)))N3CCNC(C)C3)C4CC4	Training	1
249	n.a.	Fc1ccc(cc1Cl)Nc4ncnc3cc(OC)c(OCCCN2CCOCC2)cc34	Training	1
250	n.a.	O=C(OC2C(=CC(C)C(O)C(OC)CC(C)CC=1C(=O)C(=CC(=O)C=1(OC))NC(=O)C(=CC=CC2(OC))C)C)N	Training	1
251	n.a.	O=C1N(C(=O)CC(C)(C)C1)CCCCN3CCN(c2ncccn2)CC3	Test	1
252	n.a.	O=C2C=C1CCC3C4C=CC(O)(C#C)C4(CC)(CCC3(C1CC2))	Training	1
253	n.a.	O=C(OCC(O)CO)c3ccccc3(Nc2ccnc1cc(ccc12)Cl)	Training	1
254	n.a.	O=C(O)C(N)Cc1ccc(O)cc1	Training	1
255	n.a.	O=C(NN1CC2CCCC2(C1))NS(=O)(=O)c3ccc(cc3)C	Training	1
256	n.a.	OCC1OC(O)C(O)C(O)C1(O)	Test	1
